reaction_type,example,rxn_smiles_clean,reactants_smiles,products_smiles,conditions,row_num,success,elapsed_s,detected_reaction_type,confidence,reaction_key,reacted_motifs,formed_motifs,spectator_motifs,reactant_slot_evidence_motifs,product_motifs_reactive,quality_score,quality_level,quality_reasons,validation_method,validation_reason,event_fallback,event_families,events,anomalies,mechanisms,redox,role_summary_json,error
Buchwald-Hartwig amination,Ph-Br + thiophene-3-carboxamide,Brc1ccccc1.NC(=O)c1cccs1>>O=C(Nc1ccccc1)c1cccs1,Brc1ccccc1.NC(=O)c1cccs1,O=C(Nc1ccccc1)c1cccs1,,190,True,0.076,C_N_Coupling,1.0,|Ar-Br|Ar-CONH2 -> Ar-NHCOR | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-NHCOR] | bond_broken: Br-C(ar) | spectators: HeteroAr-H|Thiophene | events: LGDisp+C-N | mech: SNAr,Ar-Br;Ar-CONH2,Ar-NHCOR,HeteroAr-H;Thiophene,Ar-Br;Ar-CONH2;HeteroAr-H;Thiophene,Ar-NHCOR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,substitution,c_n_bond_formation;leaving_group_displacement;intermolecular_or_multi_component,,SNAr,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": false, ""num_reactants"": 2, ""reactants"": [{""category"": ""Ar-Br"", ""has_alternatives"": false, ""is_expected"": true, ""member_type"": ""Ar-Br"", ""name"": """", ""position"": 0, ""role"": ""electrophile""}, {""category"": ""Ar-CONH2"", ""has_alternatives"": false, ""is_expected"": true, ""member_type"": ""Ar-CONH2"", ""name"": """", ""position"": 1, ""role"": ""nucleophile""}]}}",
Buchwald-Hartwig amination,4-bromoanisole + thiophene-3-carboxamide,Brc1ccc(OC)cc1.NC(=O)c1cccs1>>COc1ccc(NC(=O)c2cccs2)cc1,Brc1ccc(OC)cc1.NC(=O)c1cccs1,COc1ccc(NC(=O)c2cccs2)cc1,,191,True,0.088,C_N_Coupling,1.0,|Ar-Br|Ar-CONH2 -> Ar-NHCOR | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-NHCOR] | bond_broken: Br-C(ar) | spectators: Ar-OR|HeteroAr-H|Thiophene | events: LGDisp+C-N | mech: SNAr,Ar-Br;Ar-CONH2,Ar-NHCOR,Ar-OR;HeteroAr-H;Thiophene,Ar-Br;Ar-CONH2;Ar-OR;HeteroAr-H;Thiophene,Ar-NHCOR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,substitution,c_n_bond_formation;leaving_group_displacement;intermolecular_or_multi_component,,SNAr,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-OR"", ""member_type"": ""Ar-OR"", ""name"": """"}, {""category"": ""Ar-O*"", ""member_type"": ""Ar-O*"", ""name"": """"}, {""category"": ""Alkyl-OR"", ""member_type"": ""Alkyl-OR"", ""name"": """"}, {""category"": ""CH3-OR"", ""member_type"": ""CH3-OR"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Ar-Br"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Ar-Br"", ""name"": """", ""position"": 0, ""role"": ""electrophile""}, {""category"": ""Ar-CONH2"", ""has_alternatives"": false, ""is_expected"": true, ""member_type"": ""Ar-CONH2"", ""name"": """", ""position"": 1, ""role"": ""nucleophile""}]}}",
Buchwald-Hartwig amination,Ph-Br + furan-3-carboxamide,Brc1ccccc1.NC(=O)c1ccco1>>O=C(Nc1ccccc1)c1ccco1,Brc1ccccc1.NC(=O)c1ccco1,O=C(Nc1ccccc1)c1ccco1,,192,True,0.073,C_N_Coupling,1.0,|Ar-Br|Ar-CONH2 -> Ar-NHCOR | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-NHCOR] | bond_broken: Br-C(ar) | spectators: Furan|HeteroAr-H | events: LGDisp+C-N | mech: SNAr,Ar-Br;Ar-CONH2,Ar-NHCOR,Furan;HeteroAr-H,Ar-Br;Ar-CONH2;Furan;HeteroAr-H,Ar-NHCOR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,substitution,c_n_bond_formation;leaving_group_displacement;intermolecular_or_multi_component,,SNAr,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": false, ""num_reactants"": 2, ""reactants"": [{""category"": ""Ar-Br"", ""has_alternatives"": false, ""is_expected"": true, ""member_type"": ""Ar-Br"", ""name"": """", ""position"": 0, ""role"": ""electrophile""}, {""category"": ""Ar-CONH2"", ""has_alternatives"": false, ""is_expected"": true, ""member_type"": ""Ar-CONH2"", ""name"": """", ""position"": 1, ""role"": ""nucleophile""}]}}",
Buchwald-Hartwig amination,"2-bromotoluene + acetamide, ortho-substituted",Brc1ccccc1C.NC(=O)C>>CC(=O)Nc1ccccc1C,Brc1ccccc1C.NC(=O)C,CC(=O)Nc1ccccc1C,,193,True,0.065,C_N_Coupling,1.0,|Alkyl-CONH2|Ar-Br -> Ar-NHCOR | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-NHCOR] | bond_broken: Br-C(ar) | spectators: Ar-Alkyl|R_acidic-H | events: LGDisp+C-N | mech: SNAr,Alkyl-CONH2;Ar-Br,Ar-NHCOR,Ar-Alkyl;R_acidic-H,Alkyl-CONH2;Ar-Alkyl;Ar-Br;R_acidic-H,Ar-NHCOR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,substitution,c_n_bond_formation;leaving_group_displacement;intermolecular_or_multi_component,,SNAr,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-Alkyl"", ""member_type"": ""Ar-Alkyl"", ""name"": """"}], ""category"": ""Ar-Br"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Ar-Br"", ""name"": """", ""position"": 0, ""role"": ""electrophile""}, {""category"": ""Alkyl-CONH2"", ""has_alternatives"": false, ""is_expected"": true, ""member_type"": ""Alkyl-CONH2"", ""name"": """", ""position"": 1, ""role"": ""nucleophile""}]}}",
Buchwald-Hartwig amination,"2,6-dimethylbromobenzene + benzamide, sterically hindered",Brc1c(C)cccc1C.NC(=O)c1ccccc1>>Cc1cccc(C)c1NC(=O)c1ccccc1,Brc1c(C)cccc1C.NC(=O)c1ccccc1,Cc1cccc(C)c1NC(=O)c1ccccc1,,194,True,0.076,C_N_Coupling,1.0,|Ar-Br|Ar-CONH2 -> Ar-NHCOR | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-NHCOR] | bond_broken: Br-C(ar) | spectators: Ar-Alkyl | events: LGDisp+C-N | mech: SNAr,Ar-Br;Ar-CONH2,Ar-NHCOR,Ar-Alkyl,Ar-Alkyl;Ar-Br;Ar-CONH2,Ar-NHCOR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,substitution,c_n_bond_formation;leaving_group_displacement;intermolecular_or_multi_component,,SNAr,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-Alkyl"", ""member_type"": ""Ar-Alkyl"", ""name"": """"}], ""category"": ""Ar-Br"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Ar-Br"", ""name"": """", ""position"": 0, ""role"": ""electrophile""}, {""category"": ""Ar-CONH2"", ""has_alternatives"": false, ""is_expected"": true, ""member_type"": ""Ar-CONH2"", ""name"": """", ""position"": 1, ""role"": ""nucleophile""}]}}",
Buchwald-Hartwig amination,"2-iodonaphthalene + acetamide, fused ring",Ic1ccc2ccccc2c1.NC(=O)C>>CC(=O)Nc1ccc2ccccc2c1,Ic1ccc2ccccc2c1.NC(=O)C,CC(=O)Nc1ccc2ccccc2c1,,195,True,0.067,C_N_Coupling,1.0,|Alkyl-CONH2|Ar-I -> Ar-NHCOR | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-NHCOR] | bond_broken: C(ar)-I | spectators: R_acidic-H | events: LGDisp+C-N | mech: SNAr,Alkyl-CONH2;Ar-I,Ar-NHCOR,R_acidic-H,Alkyl-CONH2;Ar-I;R_acidic-H,Ar-NHCOR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,substitution,c_n_bond_formation;leaving_group_displacement;intermolecular_or_multi_component,,SNAr,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": false, ""num_reactants"": 2, ""reactants"": [{""category"": ""Ar-I"", ""has_alternatives"": false, ""is_expected"": true, ""member_type"": ""Ar-I"", ""name"": """", ""position"": 0, ""role"": ""electrophile""}, {""category"": ""Alkyl-CONH2"", ""has_alternatives"": false, ""is_expected"": true, ""member_type"": ""Alkyl-CONH2"", ""name"": """", ""position"": 1, ""role"": ""nucleophile""}]}}",
Buchwald-Hartwig amination,"1,4-dibromobenzene + acetamide, bis-coupling",Brc1ccc(Br)cc1.NC(=O)C>>CC(=O)Nc1ccc(NC(C)=O)cc1,Brc1ccc(Br)cc1.NC(=O)C,CC(=O)Nc1ccc(NC(C)=O)cc1,,196,True,0.071,C_N_Coupling,1.0,|Alkyl-CONH2|Ar-Br -> Ar-NHCOR | bond_formed: C(ar)-N; C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-NHCOR]; C(ar)-N | bond_broken: Br-C(ar) | spectators: R_acidic-H | events: LGDisp+C-N | mech: SNAr,Alkyl-CONH2;Ar-Br,Ar-NHCOR;R_acidic-H,R_acidic-H,Alkyl-CONH2;Ar-Br;R_acidic-H,Ar-NHCOR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,substitution,c_n_bond_formation;leaving_group_displacement;intermolecular_or_multi_component,,SNAr,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": false, ""num_reactants"": 2, ""reactants"": [{""category"": ""Ar-Br"", ""has_alternatives"": false, ""is_expected"": true, ""member_type"": ""Ar-Br"", ""name"": """", ""position"": 0, ""role"": ""electrophile""}, {""category"": ""Alkyl-CONH2"", ""has_alternatives"": false, ""is_expected"": true, ""member_type"": ""Alkyl-CONH2"", ""name"": """", ""position"": 1, ""role"": ""nucleophile""}]}}",
ChanLam coupling,Oxidative,c1ccccc1B(O)O.Nc1ccccc1.[O]>>c1ccccc1Nc1ccccc1,c1ccccc1B(O)O.Nc1ccccc1.[O],c1ccccc1Nc1ccccc1,,197,True,0.086,Chan_Lam_C_N_Coupling,1.0,|Ar-B(OH)2|Ar-NH2|Inorganic -> Ar-NHR | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-NHR] | bond_broken: B-C(ar),Ar-B(OH)2;Ar-NH2;Inorganic,Ar-NHR,,Ar-B(OH)2;Ar-NH2;Inorganic,Ar-NHR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,bond_formation,c_n_bond_formation;intermolecular_or_multi_component,,,net_oxidation,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""category"": ""Ar-B*"", ""has_alternatives"": false, ""is_expected"": true, ""member_type"": ""Ar-B*"", ""name"": """", ""position"": 0, ""role"": ""electrophile""}, {""alternative_functional_groups"": [{""category"": ""Ar-N*"", ""member_type"": ""Ar-N*"", ""name"": """"}], ""category"": ""Ar-NH2"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Ar-NH2"", ""name"": """", ""position"": 1, ""role"": ""nucleophile""}]}}",
ChanLam coupling,Methoxy boronic acid,c1ccc(OC)cc1B(O)O.Nc1ccccc1.[O]>>COc1ccc(Nc2ccccc2)cc1,c1ccc(OC)cc1B(O)O.Nc1ccccc1.[O],COc1ccc(Nc2ccccc2)cc1,,198,True,0.09,Chan_Lam_C_N_Coupling,1.0,|Ar-B(OH)2|Ar-NH2|Inorganic -> Ar-NHR | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-NHR] | bond_broken: B-C(ar) | spectators: Ar-OR,Ar-B(OH)2;Ar-NH2;Inorganic,Ar-NHR,Ar-OR,Ar-B(OH)2;Ar-NH2;Ar-OR;Inorganic,Ar-NHR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,bond_formation,c_n_bond_formation;intermolecular_or_multi_component,,,net_oxidation,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-OR"", ""member_type"": ""Ar-OR"", ""name"": """"}, {""category"": ""Ar-O*"", ""member_type"": ""Ar-O*"", ""name"": """"}, {""category"": ""Alkyl-OR"", ""member_type"": ""Alkyl-OR"", ""name"": """"}, {""category"": ""CH3-OR"", ""member_type"": ""CH3-OR"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Ar-B*"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Ar-B*"", ""name"": """", ""position"": 0, ""role"": ""electrophile""}, {""alternative_functional_groups"": [{""category"": ""Ar-N*"", ""member_type"": ""Ar-N*"", ""name"": """"}], ""category"": ""Ar-NH2"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Ar-NH2"", ""name"": """", ""position"": 1, ""role"": ""nucleophile""}]}}",
ChanLam coupling,Pyridine boronic acid,c1ccncc1B(O)O.Nc1ccccc1.[O]>>c1ccccc1Nc1ccncc1,c1ccncc1B(O)O.Nc1ccccc1.[O],c1ccccc1Nc1ccncc1,,199,True,0.087,Chan_Lam_C_N_Coupling,1.0,|Ar-NH2|HeteroAr-B(OH)2|Inorganic -> Ar-NHR|HeteroAr-NHR | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-NHR] | bond_broken: B-C(ar) | spectators: HeteroAr-H|Pyridine,Ar-NH2;HeteroAr-B(OH)2;Inorganic,Ar-NHR;HeteroAr-NHR,HeteroAr-H;Pyridine,Ar-NH2;HeteroAr-B(OH)2;HeteroAr-H;Inorganic;Pyridine,Ar-NHR;HeteroAr-NHR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,bond_formation,c_n_bond_formation;intermolecular_or_multi_component,,,net_oxidation,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""category"": ""Ar-B*"", ""has_alternatives"": false, ""is_expected"": true, ""member_type"": ""Ar-B*"", ""name"": """", ""position"": 0, ""role"": ""electrophile""}, {""alternative_functional_groups"": [{""category"": ""Ar-N*"", ""member_type"": ""Ar-N*"", ""name"": """"}], ""category"": ""Ar-NH2"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Ar-NH2"", ""name"": """", ""position"": 1, ""role"": ""nucleophile""}]}}",
Ullmann CO coupling,Diphenyl ether,Brc1ccccc1.Oc1ccccc1>>c1ccccc1Oc1ccccc1,Brc1ccccc1.Oc1ccccc1,c1ccccc1Oc1ccccc1,,200,True,0.076,C_O_Coupling,1.0,|Ar-Br|Ar-OH -> Ar-OR | bond_formed: C(ar)-O | bond_formed_labeled: C(ar)-O[Ar-OR] | bond_broken: Br-C(ar) | events: LGDisp+C-O | mech: SNAr,Ar-Br;Ar-OH,Ar-OR,,Ar-Br;Ar-OH,Ar-OR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,substitution,c_o_bond_formation;leaving_group_displacement;intermolecular_or_multi_component,,SNAr,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""category"": ""Ar-Br"", ""has_alternatives"": false, ""is_expected"": true, ""member_type"": ""Ar-Br"", ""name"": """", ""position"": 0, ""role"": ""electrophile""}, {""alternative_functional_groups"": [{""category"": ""Ar-O*"", ""member_type"": ""Ar-O*"", ""name"": """"}], ""category"": ""Ar-OH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Ar-OH"", ""name"": """", ""position"": 1, ""role"": ""nucleophile""}]}}",
Ullmann CO coupling,Ethyl pyridyl ether,Ic1ccncc1.OCC>>CCOc1ccncc1,Ic1ccncc1.OCC,CCOc1ccncc1,,201,True,0.067,C_O_Coupling,1.0,|HeteroAr-I|RCH2-OH -> HeteroAr-OR | bond_formed: C(ar)-O | bond_formed_labeled: C(ar)-O | bond_broken: C(ar)-I | spectators: HeteroAr-H|Pyridine | events: LGDisp+C-O | mech: SNAr,HeteroAr-I;RCH2-OH,HeteroAr-OR,HeteroAr-H;Pyridine,HeteroAr-H;HeteroAr-I;Pyridine;RCH2-OH,HeteroAr-OR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,substitution,c_o_bond_formation;leaving_group_displacement;intermolecular_or_multi_component,,SNAr,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-I"", ""member_type"": ""Ar-I"", ""name"": """"}], ""category"": ""HeteroAr-I"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""HeteroAr-I"", ""name"": """", ""position"": 0, ""role"": ""electrophile""}, {""alternative_functional_groups"": [{""category"": ""RCH2-OH"", ""member_type"": ""RCH2-OH"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Alkyl-OH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Alkyl-OH"", ""name"": """", ""position"": 1, ""role"": ""nucleophile""}]}}",
Ullmann CO coupling,CF3 substrate,Brc1ccc(C(F)(F)F)cc1.Oc1ccccc1>>FC(F)(F)c1ccc(Oc2ccccc2)cc1,Brc1ccc(C(F)(F)F)cc1.Oc1ccccc1,FC(F)(F)c1ccc(Oc2ccccc2)cc1,,202,True,0.076,C_O_Coupling,1.0,|Ar-Br|Ar-OH -> Ar-OR | bond_formed: C(ar)-O | bond_formed_labeled: C(ar)-O[Ar-OR] | bond_broken: Br-C(ar) | spectators: Ar-CF3 | events: LGDisp+C-O | mech: SNAr,Ar-Br;Ar-OH,Ar-OR,Ar-CF3,Ar-Br;Ar-CF3;Ar-OH,Ar-OR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,substitution,c_o_bond_formation;leaving_group_displacement;intermolecular_or_multi_component,,SNAr,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-Alkyl"", ""member_type"": ""Ar-Alkyl"", ""name"": """"}, {""category"": ""Ar-CF3"", ""member_type"": ""Ar-CF3"", ""name"": """"}, {""category"": ""Alkyl-F"", ""member_type"": ""Alkyl-F"", ""name"": """"}], ""category"": ""Ar-Br"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Ar-Br"", ""name"": """", ""position"": 0, ""role"": ""electrophile""}, {""alternative_functional_groups"": [{""category"": ""Ar-O*"", ""member_type"": ""Ar-O*"", ""name"": """"}], ""category"": ""Ar-OH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Ar-OH"", ""name"": """", ""position"": 1, ""role"": ""nucleophile""}]}}",
Ullmann CO coupling,Methoxy benzonitrile,Clc1ccc(C#N)cc1.OC>>COc1ccc(C#N)cc1,Clc1ccc(C#N)cc1.OC,COc1ccc(C#N)cc1,,203,True,0.066,C_O_Coupling,1.0,|Ar-Cl|CH3-OH -> Ar-OR | bond_formed: C(ar)-O | bond_formed_labeled: C(ar)-O[Ar-OR] | bond_broken: C(ar)-Cl | spectators: Ar-CN | events: LGDisp+C-O | mech: SNAr,Ar-Cl;CH3-OH,Ar-OR,Ar-CN,Ar-CN;Ar-Cl;CH3-OH,Ar-OR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,substitution,c_o_bond_formation;leaving_group_displacement;intermolecular_or_multi_component,,SNAr,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-CN"", ""member_type"": ""Ar-CN"", ""name"": """"}], ""category"": ""Ar-Cl"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Ar-Cl"", ""name"": """", ""position"": 0, ""role"": ""electrophile""}, {""alternative_functional_groups"": [{""category"": ""CH3-OH"", ""member_type"": ""CH3-OH"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Alkyl-OH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Alkyl-OH"", ""name"": """", ""position"": 1, ""role"": ""nucleophile""}]}}",
Ullmann CO coupling,Thiophene ether,Brc1cccs1.Oc1ccccc1>>c1cc(Oc2ccccc2)sc1,Brc1cccs1.Oc1ccccc1,c1cc(Oc2ccccc2)sc1,,204,True,0.069,C_O_Coupling,1.0,|Ar-OH|HeteroAr-Br -> HeteroAr-OR | bond_formed: C(ar)-O | bond_formed_labeled: C(ar)-O | bond_broken: Br-C(ar) | spectators: HeteroAr-H|Thiophene | events: LGDisp+C-O | mech: SNAr,Ar-OH;HeteroAr-Br,HeteroAr-OR,HeteroAr-H;Thiophene,Ar-OH;HeteroAr-Br;HeteroAr-H;Thiophene,HeteroAr-OR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,substitution,c_o_bond_formation;leaving_group_displacement;intermolecular_or_multi_component,,SNAr,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-Br"", ""member_type"": ""Ar-Br"", ""name"": """"}], ""category"": ""HeteroAr-Br"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""HeteroAr-Br"", ""name"": """", ""position"": 0, ""role"": ""electrophile""}, {""alternative_functional_groups"": [{""category"": ""Ar-O*"", ""member_type"": ""Ar-O*"", ""name"": """"}], ""category"": ""Ar-OH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Ar-OH"", ""name"": """", ""position"": 1, ""role"": ""nucleophile""}]}}",
