schema_version,reaction_id,source_row_number,admission_tier,admission_reasons,reaction_smiles,evidence_quality,reaction_label,reaction_label_status,yield_pct,condition_recipe_id,conditions_complete,catalyst_cas,reagent_cas,solvent_cas,electrophile_label,electrophile_context,electrophile_handle,electrophile_steric_class,electrophile_electronic_class,electrophile_flags,nucleophile_label,nucleophile_family,nucleophile_initial_h_count,nucleophile_contexts,nucleophile_availability,nucleophile_flags,product_connection_label,product_connection_json,spectator_group_ids,family_environment_json,reference,notes
1.1,31-614-CAS-32951108,125,review,incomplete_condition_identity,Nc1ccc(S(N)(=O)=O)cc1.COc1ccc(C(=O)CSc2nc(Cl)c(C#N)c(C(C)C)n2)cc1>>COc1ccc(C(=O)CSc2nc(Nc3ccc(S(N)(=O)=O)cc3)c(C#N)c(C(C)C)n2)cc1,exact_product_reconstruction,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,exact_product,78.0,COND1:catalyst=unknown|reagent=unknown|solvent=64-19-7,False,,,64-19-7,HeteroAr–Cl,HeteroAr,Cl,ortho_substituted,electron_poor,challenging_c_n_activation|coordination_risk|heteroaryl_electrophile,Ar–NH2,primary_amine,2,Ar,free,competing_reactive_handle,HeteroAr–NH–Ar,"{""bond_order"": ""single"", ""concise_label"": ""HeteroAr–NH–Ar"", ""connection_type"": ""C_N"", ""endpoint_1"": {""atom_index"": 12, ""component_index"": 1, ""context"": ""HeteroAr"", ""role"": ""electrophile"", ""source_site_id"": ""mol0:atom12:site0""}, ""endpoint_2"": {""atom_index"": 0, ""component_index"": 0, ""context"": ""N"", ""role"": ""nucleophile"", ""source_site_id"": ""mol0:atom0:site0""}, ""evidence"": ""exact_product_reconstruction"", ""schema_version"": ""1.0""}",ether|heteroaryl_nitrogen|ketone|nitrile|sulfonamide,"{""evidence"": ""exact_product_reconstruction"", ""family_id"": ""c_n_coupling"", ""feature_version"": ""1.0"", ""flags"": [""electrophile:challenging_c_n_activation"", ""electrophile:coordination_risk"", ""electrophile:heteroaryl_electrophile"", ""nucleophile:competing_reactive_handle""], ""partners"": [{""anchor_context"": ""HeteroAr"", ""chemist_label"": ""HeteroAr–Cl"", ""competing_site_labels"": [], ""component_index"": 1, ""coordination_group_ids"": [""heteroaryl_nitrogen""], ""electronic"": {""class"": ""electron_poor"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 1.367}, ""features"": {}, ""flags"": [""challenging_c_n_activation"", ""coordination_risk"", ""heteroaryl_electrophile""], ""handle_token"": ""Cl"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 1, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}, {""distance"": 2, ""group_id"": ""nitrile"", ""label"": ""C≡N"", ""tags"": [""electron_withdrawing"", ""metal_binding""]}, {""distance"": 3, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}], ""role"": ""electrophile"", ""site_id"": ""mol0:atom12:site0"", ""spectator_group_ids"": [""ether"", ""heteroaryl_nitrogen"", ""ketone"", ""nitrile""], ""steric"": {""class"": ""ortho_substituted"", ""local_heavy_atoms_r2"": 7, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 1}, ""unprotected_xh_group_ids"": []}, {""anchor_context"": null, ""chemist_label"": ""Ar–NH2"", ""competing_site_labels"": [""R–S(O)2–NH2""], ""component_index"": 0, ""coordination_group_ids"": [], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.0}, ""features"": {""availability"": ""free"", ""center_token"": ""N"", ""derived_family"": ""primary_amine"", ""initial_h_count"": 2, ""retained_contexts"": [""Ar""]}, ""flags"": [""competing_reactive_handle""], ""handle_token"": ""N"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""primary_amine"", ""label"": ""R–NH2"", ""tags"": [""basic"", ""nucleophilic"", ""unprotected_XH"", ""metal_binding"", ""strong_metal_binding""]}], ""role"": ""nucleophile"", ""site_id"": ""mol0:atom0:site0"", ""spectator_group_ids"": [""sulfonamide""], ""steric"": {""carbon_neighbor_count"": 1, ""class"": ""primary"", ""local_heavy_atoms_r2"": 4, ""method"": ""graph_local_v1""}, ""unprotected_xh_group_ids"": []}]}","European Journal of Medicinal Chemistry (2022), 228114004",
1.1,31-614-CAS-33030907,126,review,incomplete_condition_identity,C1COCCN1.Clc1ccc(Cc2ccccn2)cc1>>c1ccc(Cc2ccc(N3CCOCC3)cc2)nc1,exact_product_reconstruction,Ar–Cl + R1R2–NH → Ar–NR1R2,exact_product,88.0,COND1:catalyst=1447963-75-8+3375-31-3|reagent=865-47-4|solvent=unknown,False,1447963-75-8|3375-31-3,865-47-4,,Ar–Cl,Ar,Cl,open,neutral,challenging_c_n_activation|coordination_risk,R1R2–NH,secondary_amine,1,Alkyl|Alkyl,free,,Ar–NR1R2,"{""bond_order"": ""single"", ""concise_label"": ""Ar–NR1R2"", ""connection_type"": ""C_N"", ""endpoint_1"": {""atom_index"": 1, ""component_index"": 1, ""context"": ""Ar"", ""role"": ""electrophile"", ""source_site_id"": ""mol0:atom1:site0""}, ""endpoint_2"": {""atom_index"": 5, ""component_index"": 0, ""context"": ""N"", ""role"": ""nucleophile"", ""source_site_id"": ""mol0:atom5:site0""}, ""evidence"": ""exact_product_reconstruction"", ""schema_version"": ""1.0""}",ether|heteroaryl_nitrogen,"{""evidence"": ""exact_product_reconstruction"", ""family_id"": ""c_n_coupling"", ""feature_version"": ""1.0"", ""flags"": [""electrophile:challenging_c_n_activation"", ""electrophile:coordination_risk""], ""partners"": [{""anchor_context"": ""Ar"", ""chemist_label"": ""Ar–Cl"", ""competing_site_labels"": [], ""component_index"": 1, ""coordination_group_ids"": [""heteroaryl_nitrogen""], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.0}, ""features"": {}, ""flags"": [""challenging_c_n_activation"", ""coordination_risk""], ""handle_token"": ""Cl"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}], ""role"": ""electrophile"", ""site_id"": ""mol0:atom1:site0"", ""spectator_group_ids"": [""heteroaryl_nitrogen""], ""steric"": {""class"": ""open"", ""local_heavy_atoms_r2"": 6, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 0}, ""unprotected_xh_group_ids"": []}, {""anchor_context"": null, ""chemist_label"": ""R1R2–NH"", ""competing_site_labels"": [], ""component_index"": 0, ""coordination_group_ids"": [], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.0}, ""features"": {""availability"": ""free"", ""center_token"": ""N"", ""derived_family"": ""secondary_amine"", ""initial_h_count"": 1, ""retained_contexts"": [""Alkyl"", ""Alkyl""]}, ""flags"": [], ""handle_token"": ""N"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""secondary_amine"", ""label"": ""R2NH"", ""tags"": [""basic"", ""nucleophilic"", ""unprotected_XH"", ""metal_binding"", ""strong_metal_binding""]}, {""distance"": 3, ""group_id"": ""ether"", ""label"": ""R–O–R"", ""tags"": [""hydrogen_bond_acceptor"", ""metal_binding""]}], ""role"": ""nucleophile"", ""site_id"": ""mol0:atom5:site0"", ""spectator_group_ids"": [""ether""], ""steric"": {""carbon_neighbor_count"": 2, ""class"": ""secondary"", ""local_heavy_atoms_r2"": 5, ""method"": ""graph_local_v1""}, ""unprotected_xh_group_ids"": []}]}","Green Chemistry (2022), 24(14), 5502-5507","green chemistry, Buchwald-Hartwig coupling, sealed vial used, no solvent"
1.1,31-614-CAS-33276032,127,review,incomplete_condition_identity,CCCCN.Cc1ccc([N+](=O)[O-])c(F)c1>>CCCCNc1cc(C)ccc1[N+](=O)[O-],exact_product_reconstruction,Ar–F + R–NH2 → Ar–NH–R,exact_product,90.0,COND1:catalyst=unknown|reagent=7087-68-5|solvent=67-68-5,False,,7087-68-5,67-68-5,Ar–F,Ar,F,ortho_substituted,neutral,challenging_c_n_activation|coordination_risk,R–NH2,primary_amine,2,Alkyl,free,,Ar–NH–R,"{""bond_order"": ""single"", ""concise_label"": ""Ar–NH–R"", ""connection_type"": ""C_N"", ""endpoint_1"": {""atom_index"": 8, ""component_index"": 1, ""context"": ""Ar"", ""role"": ""electrophile"", ""source_site_id"": ""mol0:atom8:site0""}, ""endpoint_2"": {""atom_index"": 4, ""component_index"": 0, ""context"": ""N"", ""role"": ""nucleophile"", ""source_site_id"": ""mol0:atom4:site0""}, ""evidence"": ""exact_product_reconstruction"", ""schema_version"": ""1.0""}",nitro|tertiary_amine,"{""evidence"": ""exact_product_reconstruction"", ""family_id"": ""c_n_coupling"", ""feature_version"": ""1.0"", ""flags"": [""electrophile:challenging_c_n_activation"", ""electrophile:coordination_risk""], ""partners"": [{""anchor_context"": ""Ar"", ""chemist_label"": ""Ar–F"", ""competing_site_labels"": [], ""component_index"": 1, ""coordination_group_ids"": [""tertiary_amine""], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.2}, ""features"": {}, ""flags"": [""challenging_c_n_activation"", ""coordination_risk""], ""handle_token"": ""F"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 2, ""group_id"": ""nitro"", ""label"": ""NO2"", ""tags"": [""electron_withdrawing"", ""reduction_sensitive""]}, {""distance"": 2, ""group_id"": ""tertiary_amine"", ""label"": ""R3N"", ""tags"": [""basic"", ""nucleophilic"", ""metal_binding"", ""strong_metal_binding""]}], ""role"": ""electrophile"", ""site_id"": ""mol0:atom8:site0"", ""spectator_group_ids"": [""nitro"", ""tertiary_amine""], ""steric"": {""class"": ""ortho_substituted"", ""local_heavy_atoms_r2"": 7, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 1}, ""unprotected_xh_group_ids"": []}, {""anchor_context"": null, ""chemist_label"": ""R–NH2"", ""competing_site_labels"": [], ""component_index"": 0, ""coordination_group_ids"": [], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.0}, ""features"": {""availability"": ""free"", ""center_token"": ""N"", ""derived_family"": ""primary_amine"", ""initial_h_count"": 2, ""retained_contexts"": [""Alkyl""]}, ""flags"": [], ""handle_token"": ""N"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""primary_amine"", ""label"": ""R–NH2"", ""tags"": [""basic"", ""nucleophilic"", ""unprotected_XH"", ""metal_binding"", ""strong_metal_binding""]}], ""role"": ""nucleophile"", ""site_id"": ""mol0:atom4:site0"", ""spectator_group_ids"": [], ""steric"": {""carbon_neighbor_count"": 1, ""class"": ""primary"", ""local_heavy_atoms_r2"": 3, ""method"": ""graph_local_v1""}, ""unprotected_xh_group_ids"": []}]}","Journal of Medicinal Chemistry (2021), 64(12), 8775-8797",
1.1,31-614-CAS-33466469,135,review,missing_c_n_family_environment|missing_c_n_product_connection|not_verified_as_sp2_c_n|reaction_not_exactly_verified,CC(C)c1ccc(CNC(=O)C2CCCN(C(=O)OC(C)(C)C)C2)cc1.CC(C)(C)OC(=O)C(C)(C)Oc1cccc(Br)c1>>CC(C)c1ccc(CNC(=O)C2CCCN(c3cccc(OC(C)(C)C(=O)OC(C)(C)C)c3)C2)cc1,reactant_grammar_only,Ar–Br + R–C(O)–NHR →,source_family_reactant_only,85.0,COND1:catalyst=51364-51-3+787618-22-8|reagent=534-17-8+76-05-1|solvent=108-88-3+75-09-2,True,51364-51-3|787618-22-8,534-17-8|76-05-1,108-88-3|75-09-2,,,,,,,,,,,,,,,,,"Journal of Medicinal Chemistry (2021), 64(9), 5886-5904",Buchwald-Hartwig cross coupling in stage 2
1.1,31-614-CAS-33758625,137,review,incomplete_condition_identity,O=[N+]([O-])c1cc(F)ccc1F.NCc1ccccc1OC(F)F>>O=[N+]([O-])c1cc(F)ccc1NCc1ccccc1OC(F)F,exact_product_reconstruction,Ar–F + R–NH2 → Ar–NH–R,exact_product,90.0,COND1:catalyst=unknown|reagent=584-08-7|solvent=68-12-2,False,,584-08-7,68-12-2,Ar–F,Ar,F,ortho_substituted,neutral,challenging_c_n_activation|competing_reactive_handle|coordination_risk,R–NH2,primary_amine,2,Alkyl,free,,Ar–NH–R,"{""bond_order"": ""single"", ""concise_label"": ""Ar–NH–R"", ""connection_type"": ""C_N"", ""endpoint_1"": {""atom_index"": 9, ""component_index"": 0, ""context"": ""Ar"", ""role"": ""electrophile"", ""source_site_id"": ""mol0:atom9:site1""}, ""endpoint_2"": {""atom_index"": 0, ""component_index"": 1, ""context"": ""N"", ""role"": ""nucleophile"", ""source_site_id"": ""mol0:atom0:site0""}, ""evidence"": ""exact_product_reconstruction"", ""schema_version"": ""1.0""}",aryl_halide|ether|nitro|tertiary_amine,"{""evidence"": ""exact_product_reconstruction"", ""family_id"": ""c_n_coupling"", ""feature_version"": ""1.0"", ""flags"": [""electrophile:challenging_c_n_activation"", ""electrophile:competing_reactive_handle"", ""electrophile:coordination_risk""], ""partners"": [{""anchor_context"": ""Ar"", ""chemist_label"": ""Ar–F"", ""competing_site_labels"": [""Ar–F""], ""component_index"": 0, ""coordination_group_ids"": [""tertiary_amine""], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.2}, ""features"": {}, ""flags"": [""challenging_c_n_activation"", ""competing_reactive_handle"", ""coordination_risk""], ""handle_token"": ""F"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 2, ""group_id"": ""nitro"", ""label"": ""NO2"", ""tags"": [""electron_withdrawing"", ""reduction_sensitive""]}, {""distance"": 2, ""group_id"": ""tertiary_amine"", ""label"": ""R3N"", ""tags"": [""basic"", ""nucleophilic"", ""metal_binding"", ""strong_metal_binding""]}, {""distance"": 3, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}], ""role"": ""electrophile"", ""site_id"": ""mol0:atom9:site1"", ""spectator_group_ids"": [""aryl_halide"", ""nitro"", ""tertiary_amine""], ""steric"": {""class"": ""ortho_substituted"", ""local_heavy_atoms_r2"": 7, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 1}, ""unprotected_xh_group_ids"": []}, {""anchor_context"": null, ""chemist_label"": ""R–NH2"", ""competing_site_labels"": [], ""component_index"": 1, ""coordination_group_ids"": [], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.0}, ""features"": {""availability"": ""free"", ""center_token"": ""N"", ""derived_family"": ""primary_amine"", ""initial_h_count"": 2, ""retained_contexts"": [""Alkyl""]}, ""flags"": [], ""handle_token"": ""N"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""primary_amine"", ""label"": ""R–NH2"", ""tags"": [""basic"", ""nucleophilic"", ""unprotected_XH"", ""metal_binding"", ""strong_metal_binding""]}], ""role"": ""nucleophile"", ""site_id"": ""mol0:atom0:site0"", ""spectator_group_ids"": [""ether""], ""steric"": {""carbon_neighbor_count"": 1, ""class"": ""primary"", ""local_heavy_atoms_r2"": 3, ""method"": ""graph_local_v1""}, ""unprotected_xh_group_ids"": []}]}","Organic Letters (2022), 24(33), 6142-6147",
1.1,31-614-CAS-33910057,140,review,missing_c_n_family_environment|missing_c_n_product_connection|not_verified_as_sp2_c_n|reaction_not_exactly_verified,O=C(O)CNc1ccccc1Cl.O=Cc1coc2ccc(Cl)cc2c1=O>>O=c1c2cc(Cl)ccc2oc2c1ccn2-c1ccccc1Cl,reactant_grammar_only,Ar–Cl + Ar–NH–R →,source_family_reactant_only,63.0,COND1:catalyst=7787-70-4|reagent=110-05-4|solvent=108-88-3,True,7787-70-4,110-05-4,108-88-3,,,,,,,,,,,,,,,,,"Chemical Communications (Cambridge, United Kingdom) (2022), 58(73), 10194-10197","combinatorial, aerobic"
1.1,31-614-CAS-33910063,141,review,missing_c_n_family_environment|missing_c_n_product_connection|not_verified_as_sp2_c_n|reaction_not_exactly_verified,O=C(O)CNc1ccccc1Cl.Cc1cc2occ(C=O)c(=O)c2cc1Cl>>Cc1cc2oc3c(ccn3-c3ccccc3Cl)c(=O)c2cc1Cl,reactant_grammar_only,Ar–Cl + Ar–NH–R →,source_family_reactant_only,71.0,COND1:catalyst=7787-70-4|reagent=110-05-4|solvent=108-88-3,True,7787-70-4,110-05-4,108-88-3,,,,,,,,,,,,,,,,,"Chemical Communications (Cambridge, United Kingdom) (2022), 58(73), 10194-10197","combinatorial, aerobic"
1.1,31-614-CAS-33910076,142,review,missing_c_n_family_environment|missing_c_n_product_connection|not_verified_as_sp2_c_n|reaction_not_exactly_verified,COc1ccc(NCC(=O)O)cc1.O=Cc1coc2ccc(Cl)cc2c1=O>>COc1ccc(-n2ccc3c(=O)c4cc(Cl)ccc4oc32)cc1,reactant_grammar_only,Ar–Cl + Ar–NH–R →,source_family_reactant_only,84.0,COND1:catalyst=7787-70-4|reagent=110-05-4|solvent=108-88-3,True,7787-70-4,110-05-4,108-88-3,,,,,,,,,,,,,,,,,"Chemical Communications (Cambridge, United Kingdom) (2022), 58(73), 10194-10197","combinatorial, aerobic"
1.1,31-614-CAS-33970294,143,review,incomplete_condition_identity,CN1CCNCC1.O=[N+]([O-])c1cc(Br)ccc1F>>CN1CCN(c2ccc(Br)cc2[N+](=O)[O-])CC1,exact_product_reconstruction,Ar–F + R1R2–NH → Ar–NR1R2,exact_product,95.0,COND1:catalyst=unknown|reagent=7087-68-5|solvent=64-17-5,False,,7087-68-5,64-17-5,Ar–F,Ar,F,ortho_substituted,neutral,challenging_c_n_activation|competing_reactive_handle|coordination_risk,R1R2–NH,secondary_amine,1,Alkyl|Alkyl,free,coordination_risk,Ar–NR1R2,"{""bond_order"": ""single"", ""concise_label"": ""Ar–NR1R2"", ""connection_type"": ""C_N"", ""endpoint_1"": {""atom_index"": 9, ""component_index"": 1, ""context"": ""Ar"", ""role"": ""electrophile"", ""source_site_id"": ""mol0:atom9:site1""}, ""endpoint_2"": {""atom_index"": 4, ""component_index"": 0, ""context"": ""N"", ""role"": ""nucleophile"", ""source_site_id"": ""mol0:atom4:site0""}, ""evidence"": ""exact_product_reconstruction"", ""schema_version"": ""1.0""}",aryl_halide|nitro|tertiary_amine,"{""evidence"": ""exact_product_reconstruction"", ""family_id"": ""c_n_coupling"", ""feature_version"": ""1.0"", ""flags"": [""electrophile:challenging_c_n_activation"", ""electrophile:competing_reactive_handle"", ""electrophile:coordination_risk"", ""nucleophile:coordination_risk""], ""partners"": [{""anchor_context"": ""Ar"", ""chemist_label"": ""Ar–F"", ""competing_site_labels"": [""Ar–Br""], ""component_index"": 1, ""coordination_group_ids"": [""tertiary_amine""], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.2}, ""features"": {}, ""flags"": [""challenging_c_n_activation"", ""competing_reactive_handle"", ""coordination_risk""], ""handle_token"": ""F"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 2, ""group_id"": ""nitro"", ""label"": ""NO2"", ""tags"": [""electron_withdrawing"", ""reduction_sensitive""]}, {""distance"": 2, ""group_id"": ""tertiary_amine"", ""label"": ""R3N"", ""tags"": [""basic"", ""nucleophilic"", ""metal_binding"", ""strong_metal_binding""]}, {""distance"": 3, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}], ""role"": ""electrophile"", ""site_id"": ""mol0:atom9:site1"", ""spectator_group_ids"": [""aryl_halide"", ""nitro"", ""tertiary_amine""], ""steric"": {""class"": ""ortho_substituted"", ""local_heavy_atoms_r2"": 7, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 1}, ""unprotected_xh_group_ids"": []}, {""anchor_context"": null, ""chemist_label"": ""R1R2–NH"", ""competing_site_labels"": [], ""component_index"": 0, ""coordination_group_ids"": [""tertiary_amine""], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": -0.2}, ""features"": {""availability"": ""free"", ""center_token"": ""N"", ""derived_family"": ""secondary_amine"", ""initial_h_count"": 1, ""retained_contexts"": [""Alkyl"", ""Alkyl""]}, ""flags"": [""coordination_risk""], ""handle_token"": ""N"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""secondary_amine"", ""label"": ""R2NH"", ""tags"": [""basic"", ""nucleophilic"", ""unprotected_XH"", ""metal_binding"", ""strong_metal_binding""]}, {""distance"": 3, ""group_id"": ""tertiary_amine"", ""label"": ""R3N"", ""tags"": [""basic"", ""nucleophilic"", ""metal_binding"", ""strong_metal_binding""]}], ""role"": ""nucleophile"", ""site_id"": ""mol0:atom4:site0"", ""spectator_group_ids"": [""tertiary_amine""], ""steric"": {""carbon_neighbor_count"": 2, ""class"": ""secondary"", ""local_heavy_atoms_r2"": 5, ""method"": ""graph_local_v1""}, ""unprotected_xh_group_ids"": []}]}","Journal of Medicinal Chemistry (2021), 64(15), 10682-10710","chemoselective, alternate reaction conditions also shown"
1.1,31-614-CAS-34092855,145,review,incomplete_condition_identity,CCOC(=O)c1cnc(SC)nc1Cl.CC(C)(C)OC(=O)Nc1ccc(CN)cc1>>CCOC(=O)c1cnc(SC)nc1NCc1ccc(NC(=O)OC(C)(C)C)cc1,exact_product_reconstruction,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,exact_product,91.0,COND1:catalyst=unknown|reagent=7087-68-5|solvent=109-99-9,False,,7087-68-5,109-99-9,HeteroAr–Cl,HeteroAr,Cl,ortho_substituted,electron_poor,challenging_c_n_activation|coordination_risk|heteroaryl_electrophile,R–NH2,primary_amine,2,Alkyl,free,competing_reactive_handle,HeteroAr–NH–R,"{""bond_order"": ""single"", ""concise_label"": ""HeteroAr–NH–R"", ""connection_type"": ""C_N"", ""endpoint_1"": {""atom_index"": 12, ""component_index"": 0, ""context"": ""HeteroAr"", ""role"": ""electrophile"", ""source_site_id"": ""mol0:atom12:site1""}, ""endpoint_2"": {""atom_index"": 13, ""component_index"": 1, ""context"": ""N"", ""role"": ""nucleophile"", ""source_site_id"": ""mol0:atom13:site2""}, ""evidence"": ""exact_product_reconstruction"", ""schema_version"": ""1.0""}",amide|ester|heteroaryl_nitrogen,"{""evidence"": ""exact_product_reconstruction"", ""family_id"": ""c_n_coupling"", ""feature_version"": ""1.0"", ""flags"": [""electrophile:challenging_c_n_activation"", ""electrophile:coordination_risk"", ""electrophile:heteroaryl_electrophile"", ""nucleophile:competing_reactive_handle""], ""partners"": [{""anchor_context"": ""HeteroAr"", ""chemist_label"": ""HeteroAr–Cl"", ""competing_site_labels"": [], ""component_index"": 0, ""coordination_group_ids"": [""heteroaryl_nitrogen""], ""electronic"": {""class"": ""electron_poor"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.867}, ""features"": {}, ""flags"": [""challenging_c_n_activation"", ""coordination_risk"", ""heteroaryl_electrophile""], ""handle_token"": ""Cl"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 1, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}, {""distance"": 2, ""group_id"": ""ester"", ""label"": ""CO2R"", ""tags"": [""hydrolysis_sensitive"", ""hydrogen_bond_acceptor""]}, {""distance"": 3, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}], ""role"": ""electrophile"", ""site_id"": ""mol0:atom12:site1"", ""spectator_group_ids"": [""ester"", ""heteroaryl_nitrogen""], ""steric"": {""class"": ""ortho_substituted"", ""local_heavy_atoms_r2"": 7, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 1}, ""unprotected_xh_group_ids"": []}, {""anchor_context"": null, ""chemist_label"": ""R–NH2"", ""competing_site_labels"": [""RO–C(O)–NHR""], ""component_index"": 1, ""coordination_group_ids"": [], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.0}, ""features"": {""availability"": ""free"", ""center_token"": ""N"", ""derived_family"": ""primary_amine"", ""initial_h_count"": 2, ""retained_contexts"": [""Alkyl""]}, ""flags"": [""competing_reactive_handle""], ""handle_token"": ""N"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""primary_amine"", ""label"": ""R–NH2"", ""tags"": [""basic"", ""nucleophilic"", ""unprotected_XH"", ""metal_binding"", ""strong_metal_binding""]}], ""role"": ""nucleophile"", ""site_id"": ""mol0:atom13:site2"", ""spectator_group_ids"": [""amide"", ""ester""], ""steric"": {""carbon_neighbor_count"": 1, ""class"": ""primary"", ""local_heavy_atoms_r2"": 3, ""method"": ""graph_local_v1""}, ""unprotected_xh_group_ids"": []}]}","Bioorganic & Medicinal Chemistry Letters (2022), 64128680",
