reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-495-CAS-1996754,31-495-CAS-1996754,Reaction_20251111_1428.rdf,Oxidation of Arylmethanes to Aldehydes,65,,,Cc1ccc([N+](=O)[O-])cc1,O=Cc1ccc([N+](=O)[O-])cc1,Cc1ccc([N+](=O)[O-])cc1>>O=Cc1ccc([N+](=O)[O-])cc1,Co(acac)2-catalyzed allylic and benzylic oxidation by tert-butyl hydroperoxide,"Han, Xiaoqiang; Zhou, Ziyuan; Wan, Chuan; Xiao, Yumei; Qin, Zhaohai","Synthesis (2013), 45(5), 615-620","Co(acac)2-catalyzed allylic and benzylic oxidation by tert-butyl hydroperoxide | Han, Xiaoqiang; Zhou, Ziyuan; Wan, Chuan; Xiao, Yumei; Qin, Zhaohai | Synthesis (2013), 45(5), 615-620",99-99-0,555-16-8,75-91-2,14024-48-7,67-64-1,,,,,,"General/Typical Procedure: Allylic and Benzylic Oxidation Mediated by Co(acac)2/tert-Butyl Hydroperoxide; General Procedure. To a soln of substrate 1 or 3 (10 mmol) and Co(acac)2 (257mg, 1 mmol) in acetone (20 mL), TBHP (5.14 g, 4.0 mmol, 4 equiv, 70%) was added dropwise and the mixture was stirred for at r.t. for 15 h. To the mixture was added aq brine and the soln was extracted Et2O (3 ×). The combined extracts were dried (anhyd MgSO4) and filtered, and the filtrate condensed under reduced pressure to give a crude product that was purified by column chromatography. Substrate: 3l, 4-Nitrobenzaldehyde (4l), Yellow solid; yield: 0.98 g (65%).Temperature: 28°C. 1H NMR (300 MHz, CDCl3, 25 °C): δ = 10.17 (s, 1 H), 8.42-8.39 (m, 2 H), 8.11-8.07 (m, 2 H).",1,1,65,,,,,,,"{""1"": 65}","[{""index"": 1, ""cas_rn"": ""99-99-0"", ""smiles"": ""Cc1ccc([N+](=O)[O-])cc1""}]","[{""index"": 1, ""cas_rn"": ""555-16-8"", ""yield_pct"": ""65"", ""smiles"": ""O=Cc1ccc([N+](=O)[O-])cc1""}]","[{""index"": 1, ""cas_rn"": ""75-91-2""}]","[{""index"": 1, ""cas_rn"": ""14024-48-7""}]","[{""index"": 1, ""cas_rn"": ""67-64-1""}]",controlled oxidation,
31-495-CAS-2609459,31-495-CAS-2609459,Reaction_20251111_1428.rdf,Oxidation of Arylmethanes to Aldehydes,68,,,Cc1ccccc1,O=Cc1ccccc1,Cc1ccccc1>>O=Cc1ccccc1,Co(acac)2-catalyzed allylic and benzylic oxidation by tert-butyl hydroperoxide,"Han, Xiaoqiang; Zhou, Ziyuan; Wan, Chuan; Xiao, Yumei; Qin, Zhaohai","Synthesis (2013), 45(5), 615-620","Co(acac)2-catalyzed allylic and benzylic oxidation by tert-butyl hydroperoxide | Han, Xiaoqiang; Zhou, Ziyuan; Wan, Chuan; Xiao, Yumei; Qin, Zhaohai | Synthesis (2013), 45(5), 615-620",108-88-3,100-52-7,75-91-2,14024-48-7,67-64-1,,,,,,"General/Typical Procedure: Allylic and Benzylic Oxidation Mediated by Co(acac)2/tert-Butyl Hydroperoxide; General Procedure. To a soln of substrate 1 or 3 (10 mmol) and Co(acac)2 (257mg, 1 mmol) in acetone (20 mL), TBHP (5.14 g, 4.0 mmol, 4 equiv, 70%) was added dropwise and the mixture was stirred for at r.t. for 15 h. To the mixture was added aq brine and the soln was extracted Et2O (3 ×). The combined extracts were dried (anhyd MgSO4) and filtered, and the filtrate condensed under reduced pressure to give a crude product that was purified by column chromatography. Substrate: 3e, Benzaldehyde (4e), Colorless liquid; yield: 0.72 g (68%).Temperature: 28 °C. 1H NMR (300 MHz, CDCl3, 25 °C): δ = 10.02 (s, 1 H), 7.63-7.45 (m, 4 H).",1,1,68,,,,,,,"{""1"": 68}","[{""index"": 1, ""cas_rn"": ""108-88-3"", ""smiles"": ""Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""yield_pct"": ""68"", ""smiles"": ""O=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""75-91-2""}]","[{""index"": 1, ""cas_rn"": ""14024-48-7""}]","[{""index"": 1, ""cas_rn"": ""67-64-1""}]",controlled oxidation,
31-495-CAS-265696,31-495-CAS-265696,Reaction_20251111_1428.rdf,Oxidation of Arylmethanes to Aldehydes,,,,Cc1ccccc1,O=Cc1ccccc1,Cc1ccccc1>>O=Cc1ccccc1,Allylic and Benzylic Oxidation over CrIII-Incorporated Mesoporous Zirconium Phosphate with 100 % Selectivity,"Sinhamahapatra, Apurba; Sutradhar, Narottam; Pahari, Sandip K.; Pal, Provas; Bajaj, Hari C.; Jayachandran, Muthirulandi; Panda, Asit Baran","ChemCatChem (2011), 3(9), 1447-1450","Allylic and Benzylic Oxidation over CrIII-Incorporated Mesoporous Zirconium Phosphate with 100 % Selectivity | Sinhamahapatra, Apurba; Sutradhar, Narottam; Pahari, Sandip K.; Pal, Provas; Bajaj, Hari C.; Jayachandran, Muthirulandi; Panda, Asit Baran | ChemCatChem (2011), 3(9), 1447-1450",108-88-3,100-52-7,7722-84-1,"13765-95-2, 16065-83-1","67-56-1, 7732-18-5",,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""108-88-3"", ""smiles"": ""Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""smiles"": ""O=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7722-84-1""}]","[{""index"": 1, ""cas_rn"": ""13765-95-2""}, {""index"": 2, ""cas_rn"": ""16065-83-1""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","chromium(3+)-incorporated mesoporous zirconium phosphate used as catalyst, 100% selectivity at 34% conversion",
31-495-CAS-3751951,31-495-CAS-3751951,Reaction_20251111_1428.rdf,Oxidation of Arylmethanes to Aldehydes,89,,,Cc1ccccc1,O=Cc1ccccc1,Cc1ccccc1>>O=Cc1ccccc1,Direct benzylic oxidation with sodium hypochlorite using a new efficient catalytic system: TEMPO/Co(OAc)2,"Jin, Can; Zhang, Li; Su, Weike","Synlett (2011), (10), 1435-1438","Direct benzylic oxidation with sodium hypochlorite using a new efficient catalytic system: TEMPO/Co(OAc)2 | Jin, Can; Zhang, Li; Su, Weike | Synlett (2011), (10), 1435-1438",108-88-3,100-52-7,7681-52-9,"71-48-7, 2564-83-2",75-09-2,,,,,,"General/Typical Procedure: Gram scale preparation of 2a. To a solution of 1a (8.4 g, 50 mmol) in CH2Cl2 (150 mL) at 0-5 °C, TEMPO (0.39 g, 2.5 mmol) and Co(OAc)2 (0.12 g, 0.5 mmol ) were added followed by the quick addition of a sample containing 150 mmol of aqueous sodium hypochlorite at pH 8.3. The mixture was vigorously stirred for 6 h. The organic phase is separated and washed with water. The solvent was evaporated off. Purification of the residue by recrystallization. Benzaldehyde (2i) 7. Colorless oil. Selectivity: 94%, Yield 89%. 1H NMR (400 MHz, CDCl3): δ = 10.00 (s, 1H), 7.83-7.90 (m, 2H), 7.62 (t, J= 7.4 Hz, 1H), 7.52 (t, J= 7.5 Hz, 2H). 13C NMR (100 MHz, CDCl3): δ =191.9, 136.1, 134.2, 129.4, 128.7. MS (EI): m/z (%) =106 (M+, 33), 105 (100), 77(58), 51 (19).",1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""108-88-3"", ""smiles"": ""Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""yield_pct"": ""89"", ""smiles"": ""O=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7681-52-9""}]","[{""index"": 1, ""cas_rn"": ""71-48-7""}, {""index"": 2, ""cas_rn"": ""2564-83-2""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-495-CAS-4752736,31-495-CAS-4752736,Reaction_20251111_1428.rdf,Oxidation of Arylmethanes to Aldehydes,64,,,Cc1ccccc1Cl,O=Cc1ccccc1Cl,Cc1ccccc1Cl>>O=Cc1ccccc1Cl,Co(acac)2-catalyzed allylic and benzylic oxidation by tert-butyl hydroperoxide,"Han, Xiaoqiang; Zhou, Ziyuan; Wan, Chuan; Xiao, Yumei; Qin, Zhaohai","Synthesis (2013), 45(5), 615-620","Co(acac)2-catalyzed allylic and benzylic oxidation by tert-butyl hydroperoxide | Han, Xiaoqiang; Zhou, Ziyuan; Wan, Chuan; Xiao, Yumei; Qin, Zhaohai | Synthesis (2013), 45(5), 615-620",95-49-8,89-98-5,75-91-2,14024-48-7,67-64-1,,,,,,"General/Typical Procedure: Allylic and Benzylic Oxidation Mediated by Co(acac)2/tert-Butyl Hydroperoxide; General Procedure. To a soln of substrate 1 or 3 (10 mmol) and Co(acac)2 (257mg, 1 mmol) in acetone (20 mL), TBHP (5.14 g, 4.0 mmol, 4 equiv, 70%) was added dropwise and the mixture was stirred for at r.t. for 15 h. To the mixture was added aq brine and the soln was extracted Et2O (3 ×). The combined extracts were dried (anhyd MgSO4) and filtered, and the filtrate condensed under reduced pressure to give a crude product that was purified by column chromatography. Substrate: 3f, 2-Chlorobenzaldehyde (4f), Colorless liquid; yield: 0.90 g (64%).Temperature: 28 °C. 1H NMR (300 MHz, CDCl3, 25 °C): δ = 10.49 (d, J = 0.7 Hz, 1 H), 7.93 (t, J = 1.7 Hz, 1 H), 7.56-7.35 (m, 3 H).",1,1,64,,,,,,,"{""1"": 64}","[{""index"": 1, ""cas_rn"": ""95-49-8"", ""smiles"": ""Cc1ccccc1Cl""}]","[{""index"": 1, ""cas_rn"": ""89-98-5"", ""yield_pct"": ""64"", ""smiles"": ""O=Cc1ccccc1Cl""}]","[{""index"": 1, ""cas_rn"": ""75-91-2""}]","[{""index"": 1, ""cas_rn"": ""14024-48-7""}]","[{""index"": 1, ""cas_rn"": ""67-64-1""}]",controlled oxidation,
31-495-CAS-5891406,31-495-CAS-5891406,Reaction_20251111_1428.rdf,Oxidation of Arylmethanes to Aldehydes,83,,,Cc1ccc(Cl)cc1,O=Cc1ccc(Cl)cc1,Cc1ccc(Cl)cc1>>O=Cc1ccc(Cl)cc1,Direct benzylic oxidation with sodium hypochlorite using a new efficient catalytic system: TEMPO/Co(OAc)2,"Jin, Can; Zhang, Li; Su, Weike","Synlett (2011), (10), 1435-1438","Direct benzylic oxidation with sodium hypochlorite using a new efficient catalytic system: TEMPO/Co(OAc)2 | Jin, Can; Zhang, Li; Su, Weike | Synlett (2011), (10), 1435-1438",106-43-4,104-88-1,7681-52-9,"71-48-7, 2564-83-2",75-09-2,,,,,,"General/Typical Procedure: Gram scale preparation of 2a. To a solution of 1a (8.4 g, 50 mmol) in CH2Cl2 (150 mL) at 0-5 °C, TEMPO (0.39 g, 2.5 mmol) and Co(OAc)2 (0.12 g, 0.5 mmol ) were added followed by the quick addition of a sample containing 150 mmol of aqueous sodium hypochlorite at pH 8.3. The mixture was vigorously stirred for 6 h. The organic phase is separated and washed with water. The solvent was evaporated off. Purification of the residue by recrystallization. 4-Chlorobenzaldehyde (2j) . White solid; Selectivity: 90%, Yield 83%. m.p.46.7-48.5 °C. 1H NMR (400 MHz, CDCl3): δ = 9.99 (s, 1H), 7.83 (dd, J= 6.6, 1.8 Hz, 2H), 7.47-7.57 (m, 2H). 13C NMR (100 MHz, CDCl3): δ =191.1, 141.2, 140.5,134.9, 131.1, 129.7. MS (EI): m/z (%) =142 (M+ +2, 18),140 (M+, 61), 139 (100), 111 (17), 75 (19).",1,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""106-43-4"", ""smiles"": ""Cc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""104-88-1"", ""yield_pct"": ""83"", ""smiles"": ""O=Cc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""7681-52-9""}]","[{""index"": 1, ""cas_rn"": ""71-48-7""}, {""index"": 2, ""cas_rn"": ""2564-83-2""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-495-CAS-6874899,31-495-CAS-6874899,Reaction_20251111_1428.rdf,Oxidation of Arylmethanes to Aldehydes,71,,,COc1ccccc1C,COc1ccccc1C=O,COc1ccccc1C>>COc1ccccc1C=O,Co(acac)2-catalyzed allylic and benzylic oxidation by tert-butyl hydroperoxide,"Han, Xiaoqiang; Zhou, Ziyuan; Wan, Chuan; Xiao, Yumei; Qin, Zhaohai","Synthesis (2013), 45(5), 615-620","Co(acac)2-catalyzed allylic and benzylic oxidation by tert-butyl hydroperoxide | Han, Xiaoqiang; Zhou, Ziyuan; Wan, Chuan; Xiao, Yumei; Qin, Zhaohai | Synthesis (2013), 45(5), 615-620",578-58-5,135-02-4,75-91-2,14024-48-7,67-64-1,,,,,,"General/Typical Procedure: Allylic and Benzylic Oxidation Mediated by Co(acac)2/tert-Butyl Hydroperoxide; General Procedure. To a soln of substrate 1 or 3 (10 mmol) and Co(acac)2 (257mg, 1 mmol) in acetone (20 mL), TBHP (5.14 g, 4.0 mmol, 4 equiv, 70%) was added dropwise and the mixture was stirred for at r.t. for 15 h. To the mixture was added aq brine and the soln was extracted Et2O (3 ×). The combined extracts were dried (anhyd MgSO4) and filtered, and the filtrate condensed under reduced pressure to give a crude product that was purified by column chromatography. Substrate: 3g, 2-Methoxybenzaldehyde (4g), White solid; yield: 0.96 g (71%). Temperature: 28°C. 1H NMR (300 MHz, CDCl3, 25 °C): δ = 10.47 (d, J = 0.6 Hz, 1 H), 7.84-7.81 (m, 1 H), 7.58-7.52 (m, 1 H), 7.04-6.97 (m, 2 H), 3.92 (s, 3 H).",1,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""578-58-5"", ""smiles"": ""COc1ccccc1C""}]","[{""index"": 1, ""cas_rn"": ""135-02-4"", ""yield_pct"": ""71"", ""smiles"": ""COc1ccccc1C=O""}]","[{""index"": 1, ""cas_rn"": ""75-91-2""}]","[{""index"": 1, ""cas_rn"": ""14024-48-7""}]","[{""index"": 1, ""cas_rn"": ""67-64-1""}]",controlled oxidation,
31-495-CAS-8020073,31-495-CAS-8020073,Reaction_20251111_1428.rdf,Oxidation of Arylmethanes to Aldehydes,84,,,COc1ccc(C)cc1,COc1ccc(C=O)cc1,COc1ccc(C)cc1>>COc1ccc(C=O)cc1,Direct benzylic oxidation with sodium hypochlorite using a new efficient catalytic system: TEMPO/Co(OAc)2,"Jin, Can; Zhang, Li; Su, Weike","Synlett (2011), (10), 1435-1438","Direct benzylic oxidation with sodium hypochlorite using a new efficient catalytic system: TEMPO/Co(OAc)2 | Jin, Can; Zhang, Li; Su, Weike | Synlett (2011), (10), 1435-1438",104-93-8,123-11-5,7681-52-9,"71-48-7, 2564-83-2",75-09-2,,,,,,"General/Typical Procedure: Gram scale preparation of 2a. To a solution of 1a (8.4 g, 50 mmol) in CH2Cl2 (150 mL) at 0-5 °C, TEMPO (0.39 g, 2.5 mmol) and Co(OAc)2 (0.12 g, 0.5 mmol ) were added followed by the quick addition of a sample containing 150 mmol of aqueous sodium hypochlorite at pH 8.3. The mixture was vigorously stirred for 6 h. The organic phase is separated and washed with water. The solvent was evaporated off. Purification of the residue by recrystallization. 4-Methoxybenzaldehyde (2k). Colorless oil. Selectivity: 92%, Yield 84%. 1H NMR (400 MHz, CDCl3): δ = 9.88 (s, 1H), 7.84 (d, J= 8.7 Hz, 2H), 7.00 (d, J= 8.6 Hz, 2H), 3.89 (s, 3H). 13C NMR (100 MHz, CDCl3): δ = 191.0, 164.8,132.2,130.1, 114.5, 55.8.",1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""104-93-8"", ""smiles"": ""COc1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""123-11-5"", ""yield_pct"": ""84"", ""smiles"": ""COc1ccc(C=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""7681-52-9""}]","[{""index"": 1, ""cas_rn"": ""71-48-7""}, {""index"": 2, ""cas_rn"": ""2564-83-2""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-495-CAS-9002659,31-495-CAS-9002659,Reaction_20251111_1428.rdf,Oxidation of Arylmethanes to Aldehydes,66,,,Cc1ccccc1[N+](=O)[O-],O=Cc1ccccc1[N+](=O)[O-],Cc1ccccc1[N+](=O)[O-]>>O=Cc1ccccc1[N+](=O)[O-],Co(acac)2-catalyzed allylic and benzylic oxidation by tert-butyl hydroperoxide,"Han, Xiaoqiang; Zhou, Ziyuan; Wan, Chuan; Xiao, Yumei; Qin, Zhaohai","Synthesis (2013), 45(5), 615-620","Co(acac)2-catalyzed allylic and benzylic oxidation by tert-butyl hydroperoxide | Han, Xiaoqiang; Zhou, Ziyuan; Wan, Chuan; Xiao, Yumei; Qin, Zhaohai | Synthesis (2013), 45(5), 615-620",88-72-2,552-89-6,75-91-2,14024-48-7,67-64-1,,,,,,"General/Typical Procedure: Allylic and Benzylic Oxidation Mediated by Co(acac)2/tert-Butyl Hydroperoxide; General Procedure. To a soln of substrate 1 or 3 (10 mmol) and Co(acac)2 (257mg, 1 mmol) in acetone (20 mL), TBHP (5.14 g, 4.0 mmol, 4 equiv, 70%) was added dropwise and the mixture was stirred for at r.t. for 15 h. To the mixture was added aq brine and the soln was extracted Et2O (3 ×). The combined extracts were dried (anhyd MgSO4) and filtered, and the filtrate condensed under reduced pressure to give a crude product that was purified by column chromatography. Substrate: 3h, 2-Nitrobenzaldehyde (4h), Light yellow solid; yield: 1.00 g (66%).Temperature: 28°C. 1H NMR (300 MHz, CDCl3, 25 °C): δ = 10.42 (s, 1 H), 8.14-8.11 (m, 1 H), 7.97-7.94 (m, 1 H), 7.84-7.74 (m, 2 H).",1,1,66,,,,,,,"{""1"": 66}","[{""index"": 1, ""cas_rn"": ""88-72-2"", ""smiles"": ""Cc1ccccc1[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""552-89-6"", ""yield_pct"": ""66"", ""smiles"": ""O=Cc1ccccc1[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""75-91-2""}]","[{""index"": 1, ""cas_rn"": ""14024-48-7""}]","[{""index"": 1, ""cas_rn"": ""67-64-1""}]",controlled oxidation,
31-614-CAS-33763331,31-614-CAS-33763331,Reaction_20251111_1428.rdf,Oxidation of Arylmethanes to Aldehydes,7,,,Cc1ccc(C(C)(C)C)cc1.O=C1c2ccccc2C(=O)N1O,CC(C)(C)c1ccc(C(=O)O)cc1.CC(C)(C)c1ccc(C=O)cc1.CC(C)(C)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1,Cc1ccc(C(C)(C)C)cc1.O=C1c2ccccc2C(=O)N1O>>CC(C)(C)c1ccc(C(=O)O)cc1.CC(C)(C)c1ccc(C=O)cc1.CC(C)(C)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1,Electrochemical PINOylation of Methylarenes: Improving the Scope and Utility of Benzylic Oxidation through Mediated Electrolysis,"Hoque, Asmaul Md; Twilton, Jack; Zhu, Jieru; Graaf, Matthew D.; Harper, Kaid C.; Tuca, Emilian; DiLabio, Gino A.; Stahl, Shannon S.","Journal of the American Chemical Society (2022), 144(33), 15295-15302","Electrochemical PINOylation of Methylarenes: Improving the Scope and Utility of Benzylic Oxidation through Mediated Electrolysis | Hoque, Asmaul Md; Twilton, Jack; Zhu, Jieru; Graaf, Matthew D.; Harper, Kaid C.; Tuca, Emilian; DiLabio, Gino A.; Stahl, Shannon S. | Journal of the American Chemical Society (2022), 144(33), 15295-15302","98-51-1, 524-38-9","98-73-7, 939-97-9, 1262052-38-9","110-86-1, 505-07-7, 7782-44-7",,"75-05-8, 75-09-2",,,,,,,1,1,7,9,2,,,,,"{""1"": 7, ""2"": 9, ""3"": 2}","[{""index"": 1, ""cas_rn"": ""98-51-1"", ""smiles"": ""Cc1ccc(C(C)(C)C)cc1""}, {""index"": 2, ""cas_rn"": ""524-38-9"", ""smiles"": ""O=C1c2ccccc2C(=O)N1O""}]","[{""index"": 1, ""cas_rn"": ""98-73-7"", ""yield_pct"": ""7"", ""smiles"": ""CC(C)(C)c1ccc(C(=O)O)cc1""}, {""index"": 2, ""cas_rn"": ""939-97-9"", ""yield_pct"": ""9"", ""smiles"": ""CC(C)(C)c1ccc(C=O)cc1""}, {""index"": 3, ""cas_rn"": ""1262052-38-9"", ""yield_pct"": ""2"", ""smiles"": ""CC(C)(C)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""110-86-1""}, {""index"": 2, ""cas_rn"": ""505-07-7""}, {""index"": 3, ""cas_rn"": ""7782-44-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","electrochemical, undivided cell used, constant current (10mA), platinum wire cathode and reticulated vitreous carbon anode used, cutoff potential at 0.5 to 0.8 V used, conversion 50%",
31-614-CAS-33763334,31-614-CAS-33763334,Reaction_20251111_1428.rdf,Oxidation of Arylmethanes to Aldehydes,8,,,Cc1ccc(C(C)(C)C)cc1.O=C1c2ccccc2C(=O)N1O,CC(C)(C)c1ccc(C(=O)O)cc1.CC(C)(C)c1ccc(C=O)cc1.CC(C)(C)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1.CC(C)(C)c1ccc(Cn2oc(=O)c3ccccc3c2=O)cc1,Cc1ccc(C(C)(C)C)cc1.O=C1c2ccccc2C(=O)N1O>>CC(C)(C)c1ccc(C(=O)O)cc1.CC(C)(C)c1ccc(C=O)cc1.CC(C)(C)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1.CC(C)(C)c1ccc(Cn2oc(=O)c3ccccc3c2=O)cc1,Electrochemical PINOylation of Methylarenes: Improving the Scope and Utility of Benzylic Oxidation through Mediated Electrolysis,"Hoque, Asmaul Md; Twilton, Jack; Zhu, Jieru; Graaf, Matthew D.; Harper, Kaid C.; Tuca, Emilian; DiLabio, Gino A.; Stahl, Shannon S.","Journal of the American Chemical Society (2022), 144(33), 15295-15302","Electrochemical PINOylation of Methylarenes: Improving the Scope and Utility of Benzylic Oxidation through Mediated Electrolysis | Hoque, Asmaul Md; Twilton, Jack; Zhu, Jieru; Graaf, Matthew D.; Harper, Kaid C.; Tuca, Emilian; DiLabio, Gino A.; Stahl, Shannon S. | Journal of the American Chemical Society (2022), 144(33), 15295-15302","98-51-1, 524-38-9","98-73-7, 939-97-9, 1262052-38-9, 2820070-07-1","110-86-1, 505-07-7, 7782-44-7",,"75-05-8, 75-09-2",,,,,,,1,1,8,10,8,3,,,,"{""1"": 8, ""2"": 10, ""3"": 8, ""4"": 3}","[{""index"": 1, ""cas_rn"": ""98-51-1"", ""smiles"": ""Cc1ccc(C(C)(C)C)cc1""}, {""index"": 2, ""cas_rn"": ""524-38-9"", ""smiles"": ""O=C1c2ccccc2C(=O)N1O""}]","[{""index"": 1, ""cas_rn"": ""98-73-7"", ""yield_pct"": ""8"", ""smiles"": ""CC(C)(C)c1ccc(C(=O)O)cc1""}, {""index"": 2, ""cas_rn"": ""939-97-9"", ""yield_pct"": ""10"", ""smiles"": ""CC(C)(C)c1ccc(C=O)cc1""}, {""index"": 3, ""cas_rn"": ""1262052-38-9"", ""yield_pct"": ""8"", ""smiles"": ""CC(C)(C)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1""}, {""index"": 4, ""cas_rn"": ""2820070-07-1"", ""yield_pct"": ""3"", ""smiles"": ""CC(C)(C)c1ccc(Cn2oc(=O)c3ccccc3c2=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""110-86-1""}, {""index"": 2, ""cas_rn"": ""505-07-7""}, {""index"": 3, ""cas_rn"": ""7782-44-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","electrochemical, undivided cell used, constant current (10mA), platinum wire cathode and reticulated vitreous carbon anode used, cutoff potential at 0.5 to 0.8 V used, conversion 70%",
31-614-CAS-33763338,31-614-CAS-33763338,Reaction_20251111_1428.rdf,Oxidation of Arylmethanes to Aldehydes,7,,,Cc1ccc(C(C)(C)C)cc1.C1=CC=NC=C1.[F-][B+3]([F-])([F-])[F-].[H+],CC(C)(C)c1ccc(C=O)cc1.CC(C)(C)C1=CC=C(C[N+]2=CC=CC=C2)C=C1.[F-][B+3]([F-])([F-])[F-],Cc1ccc(C(C)(C)C)cc1.C1=CC=NC=C1.[F-][B+3]([F-])([F-])[F-].[H+]>>CC(C)(C)c1ccc(C=O)cc1.CC(C)(C)C1=CC=C(C[N+]2=CC=CC=C2)C=C1.[F-][B+3]([F-])([F-])[F-],Electrochemical PINOylation of Methylarenes: Improving the Scope and Utility of Benzylic Oxidation through Mediated Electrolysis,"Hoque, Asmaul Md; Twilton, Jack; Zhu, Jieru; Graaf, Matthew D.; Harper, Kaid C.; Tuca, Emilian; DiLabio, Gino A.; Stahl, Shannon S.","Journal of the American Chemical Society (2022), 144(33), 15295-15302","Electrochemical PINOylation of Methylarenes: Improving the Scope and Utility of Benzylic Oxidation through Mediated Electrolysis | Hoque, Asmaul Md; Twilton, Jack; Zhu, Jieru; Graaf, Matthew D.; Harper, Kaid C.; Tuca, Emilian; DiLabio, Gino A.; Stahl, Shannon S. | Journal of the American Chemical Society (2022), 144(33), 15295-15302","98-51-1, 505-07-7","939-97-9, 2820070-55-9",110-86-1,,"75-05-8, 75-09-2",,,,,,,1,1,7,3,,,,,,"{""1"": 7, ""2"": 3}","[{""index"": 1, ""cas_rn"": ""98-51-1"", ""smiles"": ""Cc1ccc(C(C)(C)C)cc1""}, {""index"": 2, ""cas_rn"": ""505-07-7"", ""smiles"": ""C1=CC=NC=C1.[F-][B+3]([F-])([F-])[F-].[H+]""}]","[{""index"": 1, ""cas_rn"": ""939-97-9"", ""yield_pct"": ""7"", ""smiles"": ""CC(C)(C)c1ccc(C=O)cc1""}, {""index"": 2, ""cas_rn"": ""2820070-55-9"", ""yield_pct"": ""3"", ""smiles"": ""CC(C)(C)C1=CC=C(C[N+]2=CC=CC=C2)C=C1.[F-][B+3]([F-])([F-])[F-]""}]","[{""index"": 1, ""cas_rn"": ""110-86-1""}]",[],"[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","electrochemical, undivided cell used, constant current (20mA), platinum wire cathode and reticulated vitreous carbon anode used",reactant_smiles_validation_failed | product_smiles_validation_failed
