reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-012-CAS-23894548,31-012-CAS-23894548,Reaction_20251105_2034.rdf,Thioether formation,7,,,CCCCCCCCCCCCS.COc1ccc(C(C)O)cc1,COc1ccc(C(C)OC(C)c2ccc(OC)cc2)cc1.CCCCCCCCCCCCSC(C)c1ccc(OC)cc1,CCCCCCCCCCCCS.COc1ccc(C(C)O)cc1>>COc1ccc(C(C)OC(C)c2ccc(OC)cc2)cc1.CCCCCCCCCCCCSC(C)c1ccc(OC)cc1,Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst,"Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji","European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst | Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji | European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","112-55-0, 3319-15-1","88288-58-8, 2674142-85-7",,18822-50-9,75-09-2,,,,silica supported,,,1,1,7,91,,,,,,"{""1"": 7, ""2"": 91}","[{""index"": 1, ""cas_rn"": ""112-55-0"", ""smiles"": ""CCCCCCCCCCCCS""}, {""index"": 2, ""cas_rn"": ""3319-15-1"", ""smiles"": ""COc1ccc(C(C)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""88288-58-8"", ""yield_pct"": ""7"", ""smiles"": ""COc1ccc(C(C)OC(C)c2ccc(OC)cc2)cc1""}, {""index"": 2, ""cas_rn"": ""2674142-85-7"", ""yield_pct"": ""91"", ""smiles"": ""CCCCCCCCCCCCSC(C)c1ccc(OC)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""18822-50-9"", ""amd"": ""silica supported""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]","chemoselective, solid-supported catalyst, products depend on reaction conditions, alternative preparation shown, silica support used, catalyst prepared and used, recyclable catalyst used, reusable catalyst used",
31-026-CAS-18452153,31-026-CAS-18452153,Reaction_20251105_2034.rdf,Thioether formation,72,,,OC[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92.CN(C)CC1234[BH]567[BH]89%10[BH]%11%12%13[BH]85%14[BH]%1158[BH]%12%11%15[BH]%139%12[BH]%1061[BH]%12%112C5%153(S)[BH]%14874,CN(C)CC1234[BH]567[BH]89%10[BH]%11%12%13[BH]85%14[BH]%1158[BH]%12%11%15[BH]9%13%12[BH]%1061[BH]%12%112C5%153(SC[C-]12->[Fe+2]3569%10%11%12(<-[CH]%13=[CH]->3[CH-]->5[CH]->6=[CH]->9%13)<-[CH](=[CH]->%101)[CH]->%11=[CH]->%122)[BH]%14784,OC[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92.CN(C)CC1234[BH]567[BH]89%10[BH]%11%12%13[BH]85%14[BH]%1158[BH]%12%11%15[BH]%139%12[BH]%1061[BH]%12%112C5%153(S)[BH]%14874>>CN(C)CC1234[BH]567[BH]89%10[BH]%11%12%13[BH]85%14[BH]%1158[BH]%12%11%15[BH]9%13%12[BH]%1061[BH]%12%112C5%153(SC[C-]12->[Fe+2]3569%10%11%12(<-[CH]%13=[CH]->3[CH-]->5[CH]->6=[CH]->9%13)<-[CH](=[CH]->%101)[CH]->%11=[CH]->%122)[BH]%14784,CAN catalysis and click chemistry routes in the synthesis of carborane-containing ferrocenes,"Ol'shevskaya, Valentina A.; Makarenkov, Anton V.; Borisov, Yury A.; Ananyev, Ivan V.; Kononova, Elena G.; Kalinin, Valery N.; Ponomaryov, Andrey B.","Polyhedron (2018), 141181-190","CAN catalysis and click chemistry routes in the synthesis of carborane-containing ferrocenes | Ol'shevskaya, Valentina A.; Makarenkov, Anton V.; Borisov, Yury A.; Ananyev, Ivan V.; Kononova, Elena G.; Kalinin, Valery N.; Ponomaryov, Andrey B. | Polyhedron (2018), 141181-190","1273-86-5, 234448-59-0",2169980-50-9,,16774-21-3,75-52-5,,,,,,,1,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""1273-86-5"", ""smiles"": ""OC[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92""}, {""index"": 2, ""cas_rn"": ""234448-59-0"", ""smiles"": ""CN(C)CC1234[BH]567[BH]89%10[BH]%11%12%13[BH]85%14[BH]%1158[BH]%12%11%15[BH]%139%12[BH]%1061[BH]%12%112C5%153(S)[BH]%14874""}]","[{""index"": 1, ""cas_rn"": ""2169980-50-9"", ""yield_pct"": ""72"", ""smiles"": ""CN(C)CC1234[BH]567[BH]89%10[BH]%11%12%13[BH]85%14[BH]%1158[BH]%12%11%15[BH]9%13%12[BH]%1061[BH]%12%112C5%153(SC[C-]12->[Fe+2]3569%10%11%12(<-[CH]%13=[CH]->3[CH-]->5[CH]->6=[CH]->9%13)<-[CH](=[CH]->%101)[CH]->%11=[CH]->%122)[BH]%14784""}]",[],"[{""index"": 1, ""cas_rn"": ""16774-21-3""}]","[{""index"": 1, ""cas_rn"": ""75-52-5""}]",,reactant_smiles_validation_failed | product_smiles_validation_failed
31-026-CAS-18502844,31-026-CAS-18502844,Reaction_20251105_2033 (1).rdf,Thioether formation,89,,,C=C(c1ccccc1CO)c1cccc2ccccc12.CC(C)(C)S,C=C(c1ccccc1CSC(C)(C)C)c1cccc2ccccc12,C=C(c1ccccc1CO)c1cccc2ccccc12.CC(C)(C)S>>C=C(c1ccccc1CSC(C)(C)C)c1cccc2ccccc12,"Synthesis of isothiochromenes and 1,3-dihydrobenzo[c]thiophenes by iodine- and hydrobromic acid-mediated cyclizations of o-[(tert-butylsulfanyl)methyl)]styrenes","Kobayashi, Kazuhiro; Ueyama, Takuma; Horiuchi, Mai","Heterocycles (2017), 94(11), 2065-2079","Synthesis of isothiochromenes and 1,3-dihydrobenzo[c]thiophenes by iodine- and hydrobromic acid-mediated cyclizations of o-[(tert-butylsulfanyl)methyl)]styrenes | Kobayashi, Kazuhiro; Ueyama, Takuma; Horiuchi, Mai | Heterocycles (2017), 94(11), 2065-2079","2191304-68-2, 75-66-1",2191304-80-8,"110-86-1, 7719-09-7, 7646-69-7",,"75-09-2, 68-12-2",,,,,,,3,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""2191304-68-2"", ""smiles"": ""C=C(c1ccccc1CO)c1cccc2ccccc12""}, {""index"": 2, ""cas_rn"": ""75-66-1"", ""smiles"": ""CC(C)(C)S""}]","[{""index"": 1, ""cas_rn"": ""2191304-80-8"", ""yield_pct"": ""89"", ""smiles"": ""C=C(c1ccccc1CSC(C)(C)C)c1cccc2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""110-86-1""}, {""index"": 2, ""cas_rn"": ""7719-09-7""}, {""index"": 3, ""cas_rn"": ""7646-69-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""68-12-2""}]","see experimental details, stage 1 intermediate added in stage 3",
31-026-CAS-18502845,31-026-CAS-18502845,Reaction_20251105_2034.rdf,Thioether formation,77,,,C=C(C)c1ccccc1CO.CC(C)(C)S,C=C(C)c1ccccc1CSC(C)(C)C,C=C(C)c1ccccc1CO.CC(C)(C)S>>C=C(C)c1ccccc1CSC(C)(C)C,"Synthesis of isothiochromenes and 1,3-dihydrobenzo[c]thiophenes by iodine- and hydrobromic acid-mediated cyclizations of o-[(tert-butylsulfanyl)methyl)]styrenes","Kobayashi, Kazuhiro; Ueyama, Takuma; Horiuchi, Mai","Heterocycles (2017), 94(11), 2065-2079","Synthesis of isothiochromenes and 1,3-dihydrobenzo[c]thiophenes by iodine- and hydrobromic acid-mediated cyclizations of o-[(tert-butylsulfanyl)methyl)]styrenes | Kobayashi, Kazuhiro; Ueyama, Takuma; Horiuchi, Mai | Heterocycles (2017), 94(11), 2065-2079","180092-32-4, 75-66-1",2191304-81-9,"110-86-1, 7719-09-7, 7646-69-7",,"75-09-2, 68-12-2",,,,,,,3,1,77,,,,,,,"{""1"": 77}","[{""index"": 1, ""cas_rn"": ""180092-32-4"", ""smiles"": ""C=C(C)c1ccccc1CO""}, {""index"": 2, ""cas_rn"": ""75-66-1"", ""smiles"": ""CC(C)(C)S""}]","[{""index"": 1, ""cas_rn"": ""2191304-81-9"", ""yield_pct"": ""77"", ""smiles"": ""C=C(C)c1ccccc1CSC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""110-86-1""}, {""index"": 2, ""cas_rn"": ""7719-09-7""}, {""index"": 3, ""cas_rn"": ""7646-69-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""68-12-2""}]","see experimental details, stage 1 intermediate added in stage 3",
31-026-CAS-18502846,31-026-CAS-18502846,Reaction_20251105_2033.rdf,Thioether formation,93,,,C=C(c1ccccc1)c1cc(OC)ccc1CO.CC(C)(C)S,C=C(c1ccccc1)c1cc(OC)ccc1CSC(C)(C)C,C=C(c1ccccc1)c1cc(OC)ccc1CO.CC(C)(C)S>>C=C(c1ccccc1)c1cc(OC)ccc1CSC(C)(C)C,"Synthesis of isothiochromenes and 1,3-dihydrobenzo[c]thiophenes by iodine- and hydrobromic acid-mediated cyclizations of o-[(tert-butylsulfanyl)methyl)]styrenes","Kobayashi, Kazuhiro; Ueyama, Takuma; Horiuchi, Mai","Heterocycles (2017), 94(11), 2065-2079","Synthesis of isothiochromenes and 1,3-dihydrobenzo[c]thiophenes by iodine- and hydrobromic acid-mediated cyclizations of o-[(tert-butylsulfanyl)methyl)]styrenes | Kobayashi, Kazuhiro; Ueyama, Takuma; Horiuchi, Mai | Heterocycles (2017), 94(11), 2065-2079","2191304-71-7, 75-66-1",2191304-83-1,"110-86-1, 7719-09-7, 7646-69-7",,"75-09-2, 68-12-2",,,,,,,3,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""2191304-71-7"", ""smiles"": ""C=C(c1ccccc1)c1cc(OC)ccc1CO""}, {""index"": 2, ""cas_rn"": ""75-66-1"", ""smiles"": ""CC(C)(C)S""}]","[{""index"": 1, ""cas_rn"": ""2191304-83-1"", ""yield_pct"": ""93"", ""smiles"": ""C=C(c1ccccc1)c1cc(OC)ccc1CSC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""110-86-1""}, {""index"": 2, ""cas_rn"": ""7719-09-7""}, {""index"": 3, ""cas_rn"": ""7646-69-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""68-12-2""}]","see experimental details, stage 1 intermediate added in stage 3",
31-026-CAS-18502847,31-026-CAS-18502847,Reaction_20251105_2034.rdf,Thioether formation,75,,,C=C(c1ccccc1)c1cc(OC)c(OC)cc1CO.CC(C)(C)S,C=C(c1ccccc1)c1cc(OC)c(OC)cc1CSC(C)(C)C,C=C(c1ccccc1)c1cc(OC)c(OC)cc1CO.CC(C)(C)S>>C=C(c1ccccc1)c1cc(OC)c(OC)cc1CSC(C)(C)C,"Synthesis of isothiochromenes and 1,3-dihydrobenzo[c]thiophenes by iodine- and hydrobromic acid-mediated cyclizations of o-[(tert-butylsulfanyl)methyl)]styrenes","Kobayashi, Kazuhiro; Ueyama, Takuma; Horiuchi, Mai","Heterocycles (2017), 94(11), 2065-2079","Synthesis of isothiochromenes and 1,3-dihydrobenzo[c]thiophenes by iodine- and hydrobromic acid-mediated cyclizations of o-[(tert-butylsulfanyl)methyl)]styrenes | Kobayashi, Kazuhiro; Ueyama, Takuma; Horiuchi, Mai | Heterocycles (2017), 94(11), 2065-2079","2191304-73-9, 75-66-1",2191304-84-2,"110-86-1, 7719-09-7, 7646-69-7",,"75-09-2, 68-12-2",,,,,,,3,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""2191304-73-9"", ""smiles"": ""C=C(c1ccccc1)c1cc(OC)c(OC)cc1CO""}, {""index"": 2, ""cas_rn"": ""75-66-1"", ""smiles"": ""CC(C)(C)S""}]","[{""index"": 1, ""cas_rn"": ""2191304-84-2"", ""yield_pct"": ""75"", ""smiles"": ""C=C(c1ccccc1)c1cc(OC)c(OC)cc1CSC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""110-86-1""}, {""index"": 2, ""cas_rn"": ""7719-09-7""}, {""index"": 3, ""cas_rn"": ""7646-69-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""68-12-2""}]","see experimental details, stage 1 intermediate added in stage 3",
31-026-CAS-18502848,31-026-CAS-18502848,Reaction_20251105_2033 (1).rdf,Thioether formation,92,,,C=C(c1ccccc1)c1cc(Cl)ccc1CO.CC(C)(C)S,C=C(c1ccccc1)c1cc(Cl)ccc1CSC(C)(C)C,C=C(c1ccccc1)c1cc(Cl)ccc1CO.CC(C)(C)S>>C=C(c1ccccc1)c1cc(Cl)ccc1CSC(C)(C)C,"Synthesis of isothiochromenes and 1,3-dihydrobenzo[c]thiophenes by iodine- and hydrobromic acid-mediated cyclizations of o-[(tert-butylsulfanyl)methyl)]styrenes","Kobayashi, Kazuhiro; Ueyama, Takuma; Horiuchi, Mai","Heterocycles (2017), 94(11), 2065-2079","Synthesis of isothiochromenes and 1,3-dihydrobenzo[c]thiophenes by iodine- and hydrobromic acid-mediated cyclizations of o-[(tert-butylsulfanyl)methyl)]styrenes | Kobayashi, Kazuhiro; Ueyama, Takuma; Horiuchi, Mai | Heterocycles (2017), 94(11), 2065-2079","2191304-69-3, 75-66-1",2191304-82-0,"110-86-1, 7719-09-7, 7646-69-7",,"75-09-2, 68-12-2",,,,,,,3,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""2191304-69-3"", ""smiles"": ""C=C(c1ccccc1)c1cc(Cl)ccc1CO""}, {""index"": 2, ""cas_rn"": ""75-66-1"", ""smiles"": ""CC(C)(C)S""}]","[{""index"": 1, ""cas_rn"": ""2191304-82-0"", ""yield_pct"": ""92"", ""smiles"": ""C=C(c1ccccc1)c1cc(Cl)ccc1CSC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""110-86-1""}, {""index"": 2, ""cas_rn"": ""7719-09-7""}, {""index"": 3, ""cas_rn"": ""7646-69-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""68-12-2""}]","see experimental details, stage 1 intermediate added in stage 3",
31-026-CAS-18953121,31-026-CAS-18953121,Reaction_20251105_2033 (1).rdf,Thioether formation,90,,,CCCCCCCCCCCCS.FC(F)(F)[I+]c1ccccc1.[Cl-],CCCCCCCCCCCCSC(F)(F)F,CCCCCCCCCCCCS.FC(F)(F)[I+]c1ccccc1.[Cl-]>>CCCCCCCCCCCCSC(F)(F)F,Synthesis of Chloro(phenyl)trifluoromethyliodane and Catalyst-Free Electrophilic Trifluoromethylations,"Xu, Cong; Song, Xiaoning; Guo, Jia; Chen, Sibao; Gao, Jie; Jiang, Jing; Gao, Fengyun; Li, Yuxin; Wang, Mang","Organic Letters (2018), 20(13), 3933-3937","Synthesis of Chloro(phenyl)trifluoromethyliodane and Catalyst-Free Electrophilic Trifluoromethylations | Xu, Cong; Song, Xiaoning; Guo, Jia; Chen, Sibao; Gao, Jie; Jiang, Jing; Gao, Fengyun; Li, Yuxin; Wang, Mang | Organic Letters (2018), 20(13), 3933-3937","112-55-0, 1354011-56-5",129922-44-7,121-44-8,,67-56-1,,,,,,,2,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""112-55-0"", ""smiles"": ""CCCCCCCCCCCCS""}, {""index"": 2, ""cas_rn"": ""1354011-56-5"", ""smiles"": ""FC(F)(F)[I+]c1ccccc1.[Cl-]""}]","[{""index"": 1, ""cas_rn"": ""129922-44-7"", ""yield_pct"": ""90"", ""smiles"": ""CCCCCCCCCCCCSC(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]","green chemistry, Schlenk tube used",
31-026-CAS-18953122,31-026-CAS-18953122,Reaction_20251105_2033 (2).rdf,Thioether formation,80,,,Sc1ccccc1.FC(F)(F)[I+]c1ccccc1.[Cl-],FC(F)(F)Sc1ccccc1,Sc1ccccc1.FC(F)(F)[I+]c1ccccc1.[Cl-]>>FC(F)(F)Sc1ccccc1,Synthesis of Chloro(phenyl)trifluoromethyliodane and Catalyst-Free Electrophilic Trifluoromethylations,"Xu, Cong; Song, Xiaoning; Guo, Jia; Chen, Sibao; Gao, Jie; Jiang, Jing; Gao, Fengyun; Li, Yuxin; Wang, Mang","Organic Letters (2018), 20(13), 3933-3937","Synthesis of Chloro(phenyl)trifluoromethyliodane and Catalyst-Free Electrophilic Trifluoromethylations | Xu, Cong; Song, Xiaoning; Guo, Jia; Chen, Sibao; Gao, Jie; Jiang, Jing; Gao, Fengyun; Li, Yuxin; Wang, Mang | Organic Letters (2018), 20(13), 3933-3937","108-98-5, 1354011-56-5",456-56-4,121-44-8,,67-56-1,,,,,,,2,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""108-98-5"", ""smiles"": ""Sc1ccccc1""}, {""index"": 2, ""cas_rn"": ""1354011-56-5"", ""smiles"": ""FC(F)(F)[I+]c1ccccc1.[Cl-]""}]","[{""index"": 1, ""cas_rn"": ""456-56-4"", ""yield_pct"": ""80"", ""smiles"": ""FC(F)(F)Sc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]","green chemistry, Schlenk tube used",
31-026-CAS-19023040,31-026-CAS-19023040,Reaction_20251105_2034.rdf,Thioether formation,71,,,SCc1ccccc1.O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,O=C1C(Cl)=C(SCc2ccccc2)C(=O)c2ccccc21,SCc1ccccc1.O=C1C(Cl)=C(Cl)C(=O)c2ccccc21>>O=C1C(Cl)=C(SCc2ccccc2)C(=O)c2ccccc21,"Synthesis, biological, and computational study of naphthoquinone derivatives containing heteroatoms","Bayrak, Niluefer; Yildirim, Hatice; Tuyun, Amac Fatih; Kara, Emel Mataraci; Celik, Berna Ozbek; Gupta, Girish Kumar","Journal of the Chemical Society of Pakistan (2016), 38(6), 1211-1221","Synthesis, biological, and computational study of naphthoquinone derivatives containing heteroatoms | Bayrak, Niluefer; Yildirim, Hatice; Tuyun, Amac Fatih; Kara, Emel Mataraci; Celik, Berna Ozbek; Gupta, Girish Kumar | Journal of the Chemical Society of Pakistan (2016), 38(6), 1211-1221","100-53-8, 117-80-6",73816-81-6,,,64-17-5,,,,,,,1,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""100-53-8"", ""smiles"": ""SCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""117-80-6"", ""smiles"": ""O=C1C(Cl)=C(Cl)C(=O)c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""73816-81-6"", ""yield_pct"": ""71"", ""smiles"": ""O=C1C(Cl)=C(SCc2ccccc2)C(=O)c2ccccc21""}]",[],[],"[{""index"": 1, ""cas_rn"": ""64-17-5""}]",literature preparation,
31-026-CAS-19137762,31-026-CAS-19137762,Reaction_20251105_2033 (1).rdf,Thioether formation,86,,,CC(C)(C)S.Oc1ccc(C(O)c2ccccc2)cc1,CC(C)(C)SC(c1ccccc1)c1ccc(O)cc1,CC(C)(C)S.Oc1ccc(C(O)c2ccccc2)cc1>>CC(C)(C)SC(c1ccccc1)c1ccc(O)cc1,Visible-Light-Triggered C-C and C-N Bond Formation by C-S Bond Cleavage of Benzylic Thioethers,"Lanzi, Matteo; Merad, Jeremy; Boyarskaya, Dina V.; Maestri, Giovanni; Allain, Clemence; Masson, Geraldine","Organic Letters (2018), 20(17), 5247-5250","Visible-Light-Triggered C-C and C-N Bond Formation by C-S Bond Cleavage of Benzylic Thioethers | Lanzi, Matteo; Merad, Jeremy; Boyarskaya, Dina V.; Maestri, Giovanni; Allain, Clemence; Masson, Geraldine | Organic Letters (2018), 20(17), 5247-5250","75-66-1, 833-39-6",2242735-42-6,,104-15-4,75-05-8,,,,,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""75-66-1"", ""smiles"": ""CC(C)(C)S""}, {""index"": 2, ""cas_rn"": ""833-39-6"", ""smiles"": ""Oc1ccc(C(O)c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""2242735-42-6"", ""yield_pct"": ""86"", ""smiles"": ""CC(C)(C)SC(c1ccccc1)c1ccc(O)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""104-15-4""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]",,
31-026-CAS-19137763,31-026-CAS-19137763,Reaction_20251105_2033 (2).rdf,Thioether formation,85,,,Sc1ccccc1.Oc1ccc(C(O)c2ccccc2)cc1,Oc1ccc(C(Sc2ccccc2)c2ccccc2)cc1,Sc1ccccc1.Oc1ccc(C(O)c2ccccc2)cc1>>Oc1ccc(C(Sc2ccccc2)c2ccccc2)cc1,Visible-Light-Triggered C-C and C-N Bond Formation by C-S Bond Cleavage of Benzylic Thioethers,"Lanzi, Matteo; Merad, Jeremy; Boyarskaya, Dina V.; Maestri, Giovanni; Allain, Clemence; Masson, Geraldine","Organic Letters (2018), 20(17), 5247-5250","Visible-Light-Triggered C-C and C-N Bond Formation by C-S Bond Cleavage of Benzylic Thioethers | Lanzi, Matteo; Merad, Jeremy; Boyarskaya, Dina V.; Maestri, Giovanni; Allain, Clemence; Masson, Geraldine | Organic Letters (2018), 20(17), 5247-5250","108-98-5, 833-39-6",147034-07-9,,104-15-4,75-05-8,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""108-98-5"", ""smiles"": ""Sc1ccccc1""}, {""index"": 2, ""cas_rn"": ""833-39-6"", ""smiles"": ""Oc1ccc(C(O)c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""147034-07-9"", ""yield_pct"": ""85"", ""smiles"": ""Oc1ccc(C(Sc2ccccc2)c2ccccc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""104-15-4""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]",,
31-026-CAS-19137764,31-026-CAS-19137764,Reaction_20251105_2034.rdf,Thioether formation,72,,,SCc1ccccc1.Oc1ccc(C(O)c2ccccc2)cc1,Oc1ccc(C(SCc2ccccc2)c2ccccc2)cc1,SCc1ccccc1.Oc1ccc(C(O)c2ccccc2)cc1>>Oc1ccc(C(SCc2ccccc2)c2ccccc2)cc1,Visible-Light-Triggered C-C and C-N Bond Formation by C-S Bond Cleavage of Benzylic Thioethers,"Lanzi, Matteo; Merad, Jeremy; Boyarskaya, Dina V.; Maestri, Giovanni; Allain, Clemence; Masson, Geraldine","Organic Letters (2018), 20(17), 5247-5250","Visible-Light-Triggered C-C and C-N Bond Formation by C-S Bond Cleavage of Benzylic Thioethers | Lanzi, Matteo; Merad, Jeremy; Boyarskaya, Dina V.; Maestri, Giovanni; Allain, Clemence; Masson, Geraldine | Organic Letters (2018), 20(17), 5247-5250","100-53-8, 833-39-6",2242735-43-7,,104-15-4,75-05-8,,,,,,,1,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""100-53-8"", ""smiles"": ""SCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""833-39-6"", ""smiles"": ""Oc1ccc(C(O)c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""2242735-43-7"", ""yield_pct"": ""72"", ""smiles"": ""Oc1ccc(C(SCc2ccccc2)c2ccccc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""104-15-4""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]",,
31-026-CAS-19137765,31-026-CAS-19137765,Reaction_20251105_2033 (1).rdf,Thioether formation,88,,,SCc1ccccc1.Oc1ccccc1C(O)c1ccccc1,Oc1ccccc1C(SCc1ccccc1)c1ccccc1,SCc1ccccc1.Oc1ccccc1C(O)c1ccccc1>>Oc1ccccc1C(SCc1ccccc1)c1ccccc1,Visible-Light-Triggered C-C and C-N Bond Formation by C-S Bond Cleavage of Benzylic Thioethers,"Lanzi, Matteo; Merad, Jeremy; Boyarskaya, Dina V.; Maestri, Giovanni; Allain, Clemence; Masson, Geraldine","Organic Letters (2018), 20(17), 5247-5250","Visible-Light-Triggered C-C and C-N Bond Formation by C-S Bond Cleavage of Benzylic Thioethers | Lanzi, Matteo; Merad, Jeremy; Boyarskaya, Dina V.; Maestri, Giovanni; Allain, Clemence; Masson, Geraldine | Organic Letters (2018), 20(17), 5247-5250","100-53-8, 40473-50-5",114106-40-0,,104-15-4,75-05-8,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""100-53-8"", ""smiles"": ""SCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""40473-50-5"", ""smiles"": ""Oc1ccccc1C(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""114106-40-0"", ""yield_pct"": ""88"", ""smiles"": ""Oc1ccccc1C(SCc1ccccc1)c1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""104-15-4""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]",,
31-026-CAS-19137766,31-026-CAS-19137766,Reaction_20251105_2033.rdf,Thioether formation,96,,,SCc1ccccc1.COc1ccc(C(O)c2ccccc2)cc1,COc1ccc(C(SCc2ccccc2)c2ccccc2)cc1,SCc1ccccc1.COc1ccc(C(O)c2ccccc2)cc1>>COc1ccc(C(SCc2ccccc2)c2ccccc2)cc1,Visible-Light-Triggered C-C and C-N Bond Formation by C-S Bond Cleavage of Benzylic Thioethers,"Lanzi, Matteo; Merad, Jeremy; Boyarskaya, Dina V.; Maestri, Giovanni; Allain, Clemence; Masson, Geraldine","Organic Letters (2018), 20(17), 5247-5250","Visible-Light-Triggered C-C and C-N Bond Formation by C-S Bond Cleavage of Benzylic Thioethers | Lanzi, Matteo; Merad, Jeremy; Boyarskaya, Dina V.; Maestri, Giovanni; Allain, Clemence; Masson, Geraldine | Organic Letters (2018), 20(17), 5247-5250","100-53-8, 720-44-5",2242735-44-8,,104-15-4,75-05-8,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""100-53-8"", ""smiles"": ""SCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""720-44-5"", ""smiles"": ""COc1ccc(C(O)c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""2242735-44-8"", ""yield_pct"": ""96"", ""smiles"": ""COc1ccc(C(SCc2ccccc2)c2ccccc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""104-15-4""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]",,
