reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-207-CAS-10834198,31-207-CAS-10834198,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,,,,Cc1ccc(C)cc1,Cc1ccc(C(=O)O)cc1.Cc1ccc(C=O)cc1.Cc1ccc(CO)cc1.Cc1ccc(Cc2cc(C)ccc2C)cc1.Cc1ccc(COO)cc1.Cc1ccc(COC(=O)c2ccc(C)cc2)cc1.Cc1ccc(COCc2ccc(C)cc2)cc1,Cc1ccc(C)cc1>>Cc1ccc(C(=O)O)cc1.Cc1ccc(C=O)cc1.Cc1ccc(CO)cc1.Cc1ccc(Cc2cc(C)ccc2C)cc1.Cc1ccc(COO)cc1.Cc1ccc(COC(=O)c2ccc(C)cc2)cc1.Cc1ccc(COCc2ccc(C)cc2)cc1,Photoactivated and photopassivated benzylic oxidation catalyzed by pristine and oxidized carbons,"Sereda, Grigoriy; Rajpara, Vikul","Catalysis Communications (2011), 12(7), 669-672","Photoactivated and photopassivated benzylic oxidation catalyzed by pristine and oxidized carbons | Sereda, Grigoriy; Rajpara, Vikul | Catalysis Communications (2011), 12(7), 669-672",106-42-3,"99-94-5, 104-87-0, 589-18-4, 721-45-9, 7523-31-1, 21086-87-3, 38460-98-9",7782-44-7,,,,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""106-42-3"", ""smiles"": ""Cc1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""99-94-5"", ""smiles"": ""Cc1ccc(C(=O)O)cc1""}, {""index"": 2, ""cas_rn"": ""104-87-0"", ""smiles"": ""Cc1ccc(C=O)cc1""}, {""index"": 3, ""cas_rn"": ""589-18-4"", ""smiles"": ""Cc1ccc(CO)cc1""}, {""index"": 4, ""cas_rn"": ""721-45-9"", ""smiles"": ""Cc1ccc(Cc2cc(C)ccc2C)cc1""}, {""index"": 5, ""cas_rn"": ""7523-31-1"", ""smiles"": ""Cc1ccc(COO)cc1""}, {""index"": 6, ""cas_rn"": ""21086-87-3"", ""smiles"": ""Cc1ccc(COC(=O)c2ccc(C)cc2)cc1""}, {""index"": 7, ""cas_rn"": ""38460-98-9"", ""smiles"": ""Cc1ccc(COCc2ccc(C)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]",[],[],"green chemistry-catalyst, photochemical (ambient light), multiwall carbon nanotubes used as catalyst, reaction carried out in absence of light did not produce hydroperoxide product, optimization study, optimized on catalyst, mechanism studied, scalable",
31-488-CAS-7310967,31-488-CAS-7310967,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,58,,,COc1ccc(C)cc1,COc1ccc(C(=O)O)cc1,COc1ccc(C)cc1>>COc1ccc(C(=O)O)cc1,Gold-catalyzed benzylic oxidation to carbonyl compounds,"Li, Huanrong; Li, Zhiping; Shi, Zhangjie","Tetrahedron (2009), 65(9), 1856-1858","Gold-catalyzed benzylic oxidation to carbonyl compounds | Li, Huanrong; Li, Zhiping; Shi, Zhangjie | Tetrahedron (2009), 65(9), 1856-1858",104-93-8,100-09-4,"75-91-2, 110-86-1, 7782-44-7, 7647-01-0",13682-61-6,"110-86-1, 124-18-5, 7732-18-5",,,,,,,2,1,58,,,,,,,"{""1"": 58}","[{""index"": 1, ""cas_rn"": ""104-93-8"", ""smiles"": ""COc1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""100-09-4"", ""yield_pct"": ""58"", ""smiles"": ""COc1ccc(C(=O)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""75-91-2""}, {""index"": 2, ""cas_rn"": ""110-86-1""}, {""index"": 3, ""cas_rn"": ""7782-44-7""}, {""index"": 4, ""cas_rn"": ""7647-01-0""}]","[{""index"": 1, ""cas_rn"": ""13682-61-6""}]","[{""index"": 1, ""cas_rn"": ""110-86-1""}, {""index"": 2, ""cas_rn"": ""124-18-5""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-488-CAS-8756059,31-488-CAS-8756059,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,99,,,Cc1ccc(Cl)cc1,O=C(O)c1ccc(Cl)cc1,Cc1ccc(Cl)cc1>>O=C(O)c1ccc(Cl)cc1,Direct and Selective Benzylic Oxidation of Alkylarenes via C-H Abstraction Using Alkali Metal Bromides,"Moriyama, Katsuhiko; Takemura, Misato; Togo, Hideo","Organic Letters (2012), 14(9), 2414-2417","Direct and Selective Benzylic Oxidation of Alkylarenes via C-H Abstraction Using Alkali Metal Bromides | Moriyama, Katsuhiko; Takemura, Misato; Togo, Hideo | Organic Letters (2012), 14(9), 2414-2417",106-43-4,74-11-3,"7758-02-3, 37222-66-5, 7757-83-7",,"75-09-2, 7732-18-5",,,,,,"General/Typical Procedure: 3. General Procedure for Direct Benzylic Oxidation of Alkylarenes (1) Using KBr/Oxone® System under Photochemical Conditions (Method B) (Table 2). To the solution of 1b (37.8 mg, 0.25 mmol) and Oxone® (184.4 mg, 0.30 mmol) in a mixture of CH2Cl2 (1.35 mL) and H2O (0.15 mL) was added KBr (37.5 mg, 0.30 mmol) at room temperature and stirred under visible light irradiation for 24 h. Saturated Na2SO3 aqueous solution (10 mL) was added to the reaction mixture and the product was extracted with AcOEt (15 mL × 3). The combined extracts were washed by brine (10 mL) and dried over Na2SO4. The organic phase was concentrated under reduced pressure and the crude product was purified by silica gel column chromatography (eluent: hexane/AcOEt = 20/1), to give the desired product 2b. 4-Nitroacetophenone (2b, commercially available) 4-Chlorobenzoic acid (2aa, commercially available) Yield &gt;99%. 1H NMR (400 MHz, CDCl3) δ 3.35 (brs, 1H), 7.58 (d, J = 8.6 Hz, 2H), 7.94 (d, J = 8.6 Hz, 2H). 13C NMR (100 MHz, CDCl3) δ 128.8 (2C), 129.6, 131.2 (2C), 137.8, 166.5. IR (KBr) 2839, 1685, 1592, 1425, 1324, 1092 cm-1.",2,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""106-43-4"", ""smiles"": ""Cc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""74-11-3"", ""yield_pct"": ""99"", ""smiles"": ""O=C(O)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""7758-02-3""}, {""index"": 2, ""cas_rn"": ""37222-66-5""}, {""index"": 3, ""cas_rn"": ""7757-83-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","photochemical, radical mechanism, product depends on amount of oxidant, amount of KBr, solvent and reaction mechanism, visible light used",
31-488-CAS-9034326,31-488-CAS-9034326,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,93,,,Cc1cccc(Br)c1,O=C(O)c1cccc(Br)c1,Cc1cccc(Br)c1>>O=C(O)c1cccc(Br)c1,Direct and Selective Benzylic Oxidation of Alkylarenes via C-H Abstraction Using Alkali Metal Bromides,"Moriyama, Katsuhiko; Takemura, Misato; Togo, Hideo","Organic Letters (2012), 14(9), 2414-2417","Direct and Selective Benzylic Oxidation of Alkylarenes via C-H Abstraction Using Alkali Metal Bromides | Moriyama, Katsuhiko; Takemura, Misato; Togo, Hideo | Organic Letters (2012), 14(9), 2414-2417",591-17-3,585-76-2,"7758-02-3, 37222-66-5, 7757-83-7",,"75-09-2, 7732-18-5",,,,,,"General/Typical Procedure: 3. General Procedure for Direct Benzylic Oxidation of Alkylarenes (1) Using KBr/Oxone® System under Photochemical Conditions (Method B) (Table 2). To the solution of 1b (37.8 mg, 0.25 mmol) and Oxone® (184.4 mg, 0.30 mmol) in a mixture of CH2Cl2 (1.35 mL) and H2O (0.15 mL) was added KBr (37.5 mg, 0.30 mmol) at room temperature and stirred under visible light irradiation for 24 h. Saturated Na2SO3 aqueous solution (10 mL) was added to the reaction mixture and the product was extracted with AcOEt (15 mL × 3). The combined extracts were washed by brine (10 mL) and dried over Na2SO4. The organic phase was concentrated under reduced pressure and the crude product was purified by silica gel column chromatography (eluent: hexane/AcOEt = 20/1), to give the desired product 2b. 4-Nitroacetophenone (2b, commercially available) 3-Bromobenzoic acid (2ab, commercially available) Yield 93%. 1H NMR (400 MHz, CDCl3) δ 7.37 (t, J = 8.0 Hz, 1H), 7.75 (d, J = 8.0 Hz, 1H), 8.05 (d, J = 8.0 Hz, 1H), 8.26 (s, 1H). 13C NMR (100 MHz, CDCl3) δ 122.6, 128.8, 130.1, 131.1, 133.2, 136.8, 170.6. IR (KBr) 2836, 1688, 1568, 1438, 1311 cm-1.",2,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""591-17-3"", ""smiles"": ""Cc1cccc(Br)c1""}]","[{""index"": 1, ""cas_rn"": ""585-76-2"", ""yield_pct"": ""93"", ""smiles"": ""O=C(O)c1cccc(Br)c1""}]","[{""index"": 1, ""cas_rn"": ""7758-02-3""}, {""index"": 2, ""cas_rn"": ""37222-66-5""}, {""index"": 3, ""cas_rn"": ""7757-83-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","photochemical, radical mechanism, product depends on amount of oxidant, amount of KBr, solvent and reaction mechanism, visible light used",
31-488-CAS-9304506,31-488-CAS-9304506,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,41,,,Cc1ccc(Br)cc1,O=C(O)c1ccc(Br)cc1.O=Cc1ccc(Br)cc1,Cc1ccc(Br)cc1>>O=C(O)c1ccc(Br)cc1.O=Cc1ccc(Br)cc1,Dirhodium(II) Complexes of 2-(Sulfonylimino)pyrrolidine: Synthesis and Application in Catalytic Benzylic Oxidation,"Wusiman, Abudureheman; Tusun, Xiarepati; Lu, Chong-Dao","European Journal of Organic Chemistry (2012), 2012(16), 3088-3092, S3088/1-S3088/45","Dirhodium(II) Complexes of 2-(Sulfonylimino)pyrrolidine: Synthesis and Application in Catalytic Benzylic Oxidation | Wusiman, Abudureheman; Tusun, Xiarepati; Lu, Chong-Dao | European Journal of Organic Chemistry (2012), 2012(16), 3088-3092, S3088/1-S3088/45",106-38-7,"586-76-5, 1122-91-4",75-91-2,1384190-41-3,7732-18-5,,,,,,,2,1,41,17,,,,,,"{""1"": 41, ""2"": 17}","[{""index"": 1, ""cas_rn"": ""106-38-7"", ""smiles"": ""Cc1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""586-76-5"", ""yield_pct"": ""41"", ""smiles"": ""O=C(O)c1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""1122-91-4"", ""yield_pct"": ""17"", ""smiles"": ""O=Cc1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""75-91-2""}]","[{""index"": 1, ""cas_rn"": ""1384190-41-3""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]",sealed vial used,
31-488-CAS-955771,31-488-CAS-955771,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,95,,,COc1cc2c(cc1C)C(C)(C)CCC2(C)C,COc1cc2c(cc1C(=O)O)C(C)(C)CCC2(C)C,COc1cc2c(cc1C)C(C)(C)CCC2(C)C>>COc1cc2c(cc1C(=O)O)C(C)(C)CCC2(C)C,Concise synthesis of the retinoic acid receptor (RAR) agonist AGN-193836 utilizing a photochemical benzylic oxidation,"Fish, Paul V.; Ralph, Michael J.","Green Chemistry Letters and Reviews (2012), 5(4), 535-538","Concise synthesis of the retinoic acid receptor (RAR) agonist AGN-193836 utilizing a photochemical benzylic oxidation | Fish, Paul V.; Ralph, Michael J. | Green Chemistry Letters and Reviews (2012), 5(4), 535-538",22825-12-3,203856-58-0,7782-44-7,106-95-6,141-78-6,,,,,,"3-Methoxy-5,5,8,8-tetramethyl-6,7-dihydronaphthalene-2-carboxylic acid (2). Allyl bromide (110 mL, 1.29 mmol, 0.3 equiv.) was added to a solution of tetralin 3 (1.00 g, 4.3 mmol) in EtOAc (20 mL) and the solution purged with oxygen gas for several minutes. The mixture was then irradiated with a 400 W medium pressure mercury lamp under an atmosphere of oxygen gas. The reaction mixture was intermittently purged with oxygen gas during the course of the reaction and the progress of the reaction was monitored by HPLC-MS where the complete conversion through to acid 2 was reached after 48 hours of irradiation. The solvents were then evaporated and the residue portioned between aqueous NaOH (2M) and Et2O. The aqueous phase was separated, washed with Et2O, acidified with HCl (2M) and extracted with EtOAc. The combined organic extracts weredried (MgSO4) and evaporated. 2 (1.07 g, 4.07 mmol, 95%) as a yellow solid. 1H (400 MHz, CDCl3) δ 10.70 (br, 1H), 8.11 (s, 1H), 6.90 (s, 1H), 4.03 (s, 3H), 1.71-1.61 (m, 4H), 1.29 (s, 6H), 1.27 (s, 6H); LCMS (ES) m/z 263 (MH+).",1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""22825-12-3"", ""smiles"": ""COc1cc2c(cc1C)C(C)(C)CCC2(C)C""}]","[{""index"": 1, ""cas_rn"": ""203856-58-0"", ""yield_pct"": ""95"", ""smiles"": ""COc1cc2c(cc1C(=O)O)C(C)(C)CCC2(C)C""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""106-95-6""}]","[{""index"": 1, ""cas_rn"": ""141-78-6""}]","green chemistry-process simplification, photochemical, medium pressure mercury lamp (400 W) used, key step, alternatively reaction carried out with KMnO4 in aqueous NaOH-pyridine decreased yield",
31-614-CAS-33763331,31-614-CAS-33763331,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,7,,,Cc1ccc(C(C)(C)C)cc1.O=C1c2ccccc2C(=O)N1O,CC(C)(C)c1ccc(C(=O)O)cc1.CC(C)(C)c1ccc(C=O)cc1.CC(C)(C)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1,Cc1ccc(C(C)(C)C)cc1.O=C1c2ccccc2C(=O)N1O>>CC(C)(C)c1ccc(C(=O)O)cc1.CC(C)(C)c1ccc(C=O)cc1.CC(C)(C)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1,Electrochemical PINOylation of Methylarenes: Improving the Scope and Utility of Benzylic Oxidation through Mediated Electrolysis,"Hoque, Asmaul Md; Twilton, Jack; Zhu, Jieru; Graaf, Matthew D.; Harper, Kaid C.; Tuca, Emilian; DiLabio, Gino A.; Stahl, Shannon S.","Journal of the American Chemical Society (2022), 144(33), 15295-15302","Electrochemical PINOylation of Methylarenes: Improving the Scope and Utility of Benzylic Oxidation through Mediated Electrolysis | Hoque, Asmaul Md; Twilton, Jack; Zhu, Jieru; Graaf, Matthew D.; Harper, Kaid C.; Tuca, Emilian; DiLabio, Gino A.; Stahl, Shannon S. | Journal of the American Chemical Society (2022), 144(33), 15295-15302","98-51-1, 524-38-9","98-73-7, 939-97-9, 1262052-38-9","110-86-1, 505-07-7, 7782-44-7",,"75-05-8, 75-09-2",,,,,,,1,1,7,9,2,,,,,"{""1"": 7, ""2"": 9, ""3"": 2}","[{""index"": 1, ""cas_rn"": ""98-51-1"", ""smiles"": ""Cc1ccc(C(C)(C)C)cc1""}, {""index"": 2, ""cas_rn"": ""524-38-9"", ""smiles"": ""O=C1c2ccccc2C(=O)N1O""}]","[{""index"": 1, ""cas_rn"": ""98-73-7"", ""yield_pct"": ""7"", ""smiles"": ""CC(C)(C)c1ccc(C(=O)O)cc1""}, {""index"": 2, ""cas_rn"": ""939-97-9"", ""yield_pct"": ""9"", ""smiles"": ""CC(C)(C)c1ccc(C=O)cc1""}, {""index"": 3, ""cas_rn"": ""1262052-38-9"", ""yield_pct"": ""2"", ""smiles"": ""CC(C)(C)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""110-86-1""}, {""index"": 2, ""cas_rn"": ""505-07-7""}, {""index"": 3, ""cas_rn"": ""7782-44-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","electrochemical, undivided cell used, constant current (10mA), platinum wire cathode and reticulated vitreous carbon anode used, cutoff potential at 0.5 to 0.8 V used, conversion 50%",
31-614-CAS-33763334,31-614-CAS-33763334,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,8,,,Cc1ccc(C(C)(C)C)cc1.O=C1c2ccccc2C(=O)N1O,CC(C)(C)c1ccc(C(=O)O)cc1.CC(C)(C)c1ccc(C=O)cc1.CC(C)(C)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1.CC(C)(C)c1ccc(Cn2oc(=O)c3ccccc3c2=O)cc1,Cc1ccc(C(C)(C)C)cc1.O=C1c2ccccc2C(=O)N1O>>CC(C)(C)c1ccc(C(=O)O)cc1.CC(C)(C)c1ccc(C=O)cc1.CC(C)(C)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1.CC(C)(C)c1ccc(Cn2oc(=O)c3ccccc3c2=O)cc1,Electrochemical PINOylation of Methylarenes: Improving the Scope and Utility of Benzylic Oxidation through Mediated Electrolysis,"Hoque, Asmaul Md; Twilton, Jack; Zhu, Jieru; Graaf, Matthew D.; Harper, Kaid C.; Tuca, Emilian; DiLabio, Gino A.; Stahl, Shannon S.","Journal of the American Chemical Society (2022), 144(33), 15295-15302","Electrochemical PINOylation of Methylarenes: Improving the Scope and Utility of Benzylic Oxidation through Mediated Electrolysis | Hoque, Asmaul Md; Twilton, Jack; Zhu, Jieru; Graaf, Matthew D.; Harper, Kaid C.; Tuca, Emilian; DiLabio, Gino A.; Stahl, Shannon S. | Journal of the American Chemical Society (2022), 144(33), 15295-15302","98-51-1, 524-38-9","98-73-7, 939-97-9, 1262052-38-9, 2820070-07-1","110-86-1, 505-07-7, 7782-44-7",,"75-05-8, 75-09-2",,,,,,,1,1,8,10,8,3,,,,"{""1"": 8, ""2"": 10, ""3"": 8, ""4"": 3}","[{""index"": 1, ""cas_rn"": ""98-51-1"", ""smiles"": ""Cc1ccc(C(C)(C)C)cc1""}, {""index"": 2, ""cas_rn"": ""524-38-9"", ""smiles"": ""O=C1c2ccccc2C(=O)N1O""}]","[{""index"": 1, ""cas_rn"": ""98-73-7"", ""yield_pct"": ""8"", ""smiles"": ""CC(C)(C)c1ccc(C(=O)O)cc1""}, {""index"": 2, ""cas_rn"": ""939-97-9"", ""yield_pct"": ""10"", ""smiles"": ""CC(C)(C)c1ccc(C=O)cc1""}, {""index"": 3, ""cas_rn"": ""1262052-38-9"", ""yield_pct"": ""8"", ""smiles"": ""CC(C)(C)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1""}, {""index"": 4, ""cas_rn"": ""2820070-07-1"", ""yield_pct"": ""3"", ""smiles"": ""CC(C)(C)c1ccc(Cn2oc(=O)c3ccccc3c2=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""110-86-1""}, {""index"": 2, ""cas_rn"": ""505-07-7""}, {""index"": 3, ""cas_rn"": ""7782-44-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","electrochemical, undivided cell used, constant current (10mA), platinum wire cathode and reticulated vitreous carbon anode used, cutoff potential at 0.5 to 0.8 V used, conversion 70%",
31-614-CAS-33766772,31-614-CAS-33766772,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,80,,,COc1ccc(C)cc1,COc1ccc(C(=O)O)cc1,COc1ccc(C)cc1>>COc1ccc(C(=O)O)cc1,"Chemoselective Benzylic Oxidation of Alkyl-Substituted Aromatics to Ketones with trans-3,5-Dihydroperoxy-3,5 Dimethyl-1,2-Dioxolane","Najminejad, Z.; Ghanipour, M.","Organic Preparations and Procedures International (2022), 54(6), 511-516","Chemoselective Benzylic Oxidation of Alkyl-Substituted Aromatics to Ketones with trans-3,5-Dihydroperoxy-3,5 Dimethyl-1,2-Dioxolane | Najminejad, Z.; Ghanipour, M. | Organic Preparations and Procedures International (2022), 54(6), 511-516",104-93-8,100-09-4,"1262958-39-3, 7757-83-7",,"75-05-8, 7732-18-5",,,,,,,2,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""104-93-8"", ""smiles"": ""COc1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""100-09-4"", ""yield_pct"": ""80"", ""smiles"": ""COc1ccc(C(=O)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""1262958-39-3""}, {""index"": 2, ""cas_rn"": ""7757-83-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","chemoselective, safety, DHPDMDO potentially explosive",
31-614-CAS-33766774,31-614-CAS-33766774,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,85,,,CCc1ccc(C)cc1,CC(=O)c1ccc(C)cc1.CC(=O)c1ccc(C(=O)O)cc1,CCc1ccc(C)cc1>>CC(=O)c1ccc(C)cc1.CC(=O)c1ccc(C(=O)O)cc1,"Chemoselective Benzylic Oxidation of Alkyl-Substituted Aromatics to Ketones with trans-3,5-Dihydroperoxy-3,5 Dimethyl-1,2-Dioxolane","Najminejad, Z.; Ghanipour, M.","Organic Preparations and Procedures International (2022), 54(6), 511-516","Chemoselective Benzylic Oxidation of Alkyl-Substituted Aromatics to Ketones with trans-3,5-Dihydroperoxy-3,5 Dimethyl-1,2-Dioxolane | Najminejad, Z.; Ghanipour, M. | Organic Preparations and Procedures International (2022), 54(6), 511-516",622-96-8,"122-00-9, 586-89-0","1262958-39-3, 7757-83-7",,"75-05-8, 7732-18-5",,,,,,,2,1,85,10,,,,,,"{""1"": 85, ""2"": 10}","[{""index"": 1, ""cas_rn"": ""622-96-8"", ""smiles"": ""CCc1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""122-00-9"", ""yield_pct"": ""85"", ""smiles"": ""CC(=O)c1ccc(C)cc1""}, {""index"": 2, ""cas_rn"": ""586-89-0"", ""yield_pct"": ""10"", ""smiles"": ""CC(=O)c1ccc(C(=O)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""1262958-39-3""}, {""index"": 2, ""cas_rn"": ""7757-83-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","chemoselective, safety, DHPDMDO potentially explosive",
31-614-CAS-35034782,31-614-CAS-35034782,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,80,,,COc1ccc(C)cc1,COc1ccc(C(=O)O)cc1,COc1ccc(C)cc1>>COc1ccc(C(=O)O)cc1,"Chemoselective benzylic oxidation of alkyl-substituted aromatics with singlet molecular oxygen generated from trans-3,5 hydroperoxy-3,5 dimethyl-1,2-dioxolan-3-yl ethaneperoxate","Najminejad, Zohreh","Synthetic Communications (2022), 52(24), 2301-2310","Chemoselective benzylic oxidation of alkyl-substituted aromatics with singlet molecular oxygen generated from trans-3,5 hydroperoxy-3,5 dimethyl-1,2-dioxolan-3-yl ethaneperoxate | Najminejad, Zohreh | Synthetic Communications (2022), 52(24), 2301-2310",104-93-8,100-09-4,"1310-58-3, 1450840-09-1, 7757-83-7",,"7732-18-5, 14592-56-4",,,,,,,2,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""104-93-8"", ""smiles"": ""COc1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""100-09-4"", ""yield_pct"": ""80"", ""smiles"": ""COc1ccc(C(=O)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""1450840-09-1""}, {""index"": 3, ""cas_rn"": ""7757-83-7""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}, {""index"": 2, ""cas_rn"": ""14592-56-4""}]","chemoselective, explosion, safety, trans-3,5-dihydroperoxy3,5-dimethyl-1,2-dioxolane, it is potentially explosive and should be handled with precautions",
31-614-CAS-35375706,31-614-CAS-35375706,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,91,,,Cc1ccccc1,O=C(O)c1ccccc1,Cc1ccccc1>>O=C(O)c1ccccc1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",108-88-3,65-85-0,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""108-88-3"", ""smiles"": ""Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""65-85-0"", ""yield_pct"": ""91"", ""smiles"": ""O=C(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), optimization study, optimized on catalyst and solvent, scalable (gram-scale), the catalyst can be recycled and reused 5 times without significant loss of activity, alternative preparation shown, ionic liquid used",
31-614-CAS-35375707,31-614-CAS-35375707,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,89,,,Cc1ccc(C(C)(C)C)cc1,CC(C)(C)c1ccc(C(=O)O)cc1,Cc1ccc(C(C)(C)C)cc1>>CC(C)(C)c1ccc(C(=O)O)cc1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",98-51-1,98-73-7,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""98-51-1"", ""smiles"": ""Cc1ccc(C(C)(C)C)cc1""}]","[{""index"": 1, ""cas_rn"": ""98-73-7"", ""yield_pct"": ""89"", ""smiles"": ""CC(C)(C)c1ccc(C(=O)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
