reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-085-CAS-18526277,31-085-CAS-18526277,Reaction_20251110_2143 (3).rdf,Paal–Knorr synthesis,16,,,c1ccc2[nH]ccc2c1.CC(=O)C(=CC(=O)c1ccccc1)C(C)=O,CC(=O)c1c(C)oc(-c2ccccc2)c1-c1c[nH]c2ccccc12.CC(=O)C(C(C)=O)C(C(=O)c1ccccc1)c1c[nH]c2ccccc12,c1ccc2[nH]ccc2c1.CC(=O)C(=CC(=O)c1ccccc1)C(C)=O>>CC(=O)c1c(C)oc(-c2ccccc2)c1-c1c[nH]c2ccccc12.CC(=O)C(C(C)=O)C(C(=O)c1ccccc1)c1c[nH]c2ccccc12,"Reaction of electron-deficient 3-acetyl-1-arylpent-2-ene-1,4-diones as a building block of heterocycles","Kawabata, Shun; Oishi, Akihiro; Nishino, Hiroshi","Heterocycles (2017), 94(8), 1479-1505","Reaction of electron-deficient 3-acetyl-1-arylpent-2-ene-1,4-diones as a building block of heterocycles | Kawabata, Shun; Oishi, Akihiro; Nishino, Hiroshi | Heterocycles (2017), 94(8), 1479-1505","120-72-9, 89201-18-3","1316302-66-5, 1883769-19-4",,,67-56-1,,,,,,,1,1,16,80,,,,,,"{""1"": 16, ""2"": 80}","[{""index"": 1, ""cas_rn"": ""120-72-9"", ""smiles"": ""c1ccc2[nH]ccc2c1""}, {""index"": 2, ""cas_rn"": ""89201-18-3"", ""smiles"": ""CC(=O)C(=CC(=O)c1ccccc1)C(C)=O""}]","[{""index"": 1, ""cas_rn"": ""1316302-66-5"", ""yield_pct"": ""16"", ""smiles"": ""CC(=O)c1c(C)oc(-c2ccccc2)c1-c1c[nH]c2ccccc12""}, {""index"": 2, ""cas_rn"": ""1883769-19-4"", ""yield_pct"": ""80"", ""smiles"": ""CC(=O)C(C(C)=O)C(C(=O)c1ccccc1)c1c[nH]c2ccccc12""}]",[],[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]","Michael addition, alternate reaction conditions also shown",
31-309-CAS-13994710,31-309-CAS-13994710,Reaction_20251110_2143 (2).rdf,Paal–Knorr synthesis,84,,,CC(=O)CCC(C)=O.COC(=O)[C@@H](N)Cc1ccccc1,COC(=O)[C@H](Cc1ccccc1)n1c(C)ccc1C,CC(=O)CCC(C)=O.COC(=O)[C@@H](N)Cc1ccccc1>>COC(=O)[C@H](Cc1ccccc1)n1c(C)ccc1C,Unique chemoselective Paal-Knorr reaction catalyzed by MgI2 etherate under solvent-free conditions,"Zhang, Xingxian; Weng, Guodong; Zhang, Yongdong; Li, Pengcheng","Tetrahedron (2015), 71(18), 2595-2602","Unique chemoselective Paal-Knorr reaction catalyzed by MgI2 etherate under solvent-free conditions | Zhang, Xingxian; Weng, Guodong; Zhang, Yongdong; Li, Pengcheng | Tetrahedron (2015), 71(18), 2595-2602","110-13-4, 2577-90-4",116763-03-2,,1698053-05-2,,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}, {""index"": 2, ""cas_rn"": ""2577-90-4"", ""smiles"": ""COC(=O)[C@@H](N)Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""116763-03-2"", ""yield_pct"": ""84"", ""smiles"": ""COC(=O)[C@H](Cc1ccccc1)n1c(C)ccc1C""}]",[],"[{""index"": 1, ""cas_rn"": ""1698053-05-2""}]",[],"chemoselective, green chemistry, no solvent, Paal-Knorr reaction",
31-309-CAS-14013515,31-309-CAS-14013515,Reaction_20251110_2143 (2).rdf,Paal–Knorr synthesis,85,,,Cc1ccc(N)cc1.CC(=O)CCC(C)=O,Cc1ccc(-n2c(C)ccc2C)cc1,Cc1ccc(N)cc1.CC(=O)CCC(C)=O>>Cc1ccc(-n2c(C)ccc2C)cc1,Modified Paal-Knorr synthesis of novel and known pyrroles using tungstate sulfuric acid as a recyclable catalyst,"Karami, Bahador; Jamshidi, Masih; Khodabakshi, Saeed","Letters in Organic Chemistry (2013), 10(1), 12-16","Modified Paal-Knorr synthesis of novel and known pyrroles using tungstate sulfuric acid as a recyclable catalyst | Karami, Bahador; Jamshidi, Masih; Khodabakshi, Saeed | Letters in Organic Chemistry (2013), 10(1), 12-16","106-49-0, 110-13-4",5044-26-8,,878541-13-0,,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""106-49-0"", ""smiles"": ""Cc1ccc(N)cc1""}, {""index"": 2, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""5044-26-8"", ""yield_pct"": ""85"", ""smiles"": ""Cc1ccc(-n2c(C)ccc2C)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""878541-13-0""}]",[],"green chemistry-catalyst, thermal, no solvent, catalyst recyclable, tungstate sulfuric acid prepared and used as solid acid catalyst, Paal-Knorr synthesis",
31-309-CAS-14065478,31-309-CAS-14065478,Reaction_20251110_2143 (3).rdf,Paal–Knorr synthesis,15,,,Nc1ccc(N)cc1.CC(=O)CCC(C)=O,Cc1ccc(C)n1-c1ccc(N)cc1.Cc1ccc(C)n1-c1ccc(-n2c(C)ccc2C)cc1,Nc1ccc(N)cc1.CC(=O)CCC(C)=O>>Cc1ccc(C)n1-c1ccc(N)cc1.Cc1ccc(C)n1-c1ccc(-n2c(C)ccc2C)cc1,Greener Paal-Knorr Pyrrole Synthesis by Mechanical Activation,"Akelis, Liudvikas; Rousseau, Jolanta; Juskenas, Robertas; Dodonova, Jelena; Rousseau, Cyril; Menuel, Stephane; Prevost, Dominique; Tumkevicius, Sigitas; Monflier, Eric; Hapiot, Frederic","European Journal of Organic Chemistry (2016), 2016(1), 31-35","Greener Paal-Knorr Pyrrole Synthesis by Mechanical Activation | Akelis, Liudvikas; Rousseau, Jolanta; Juskenas, Robertas; Dodonova, Jelena; Rousseau, Cyril; Menuel, Stephane; Prevost, Dominique; Tumkevicius, Sigitas; Monflier, Eric; Hapiot, Frederic | European Journal of Organic Chemistry (2016), 2016(1), 31-35","106-50-3, 110-13-4","60176-19-4, 136660-99-6",,77-92-9,,,,,,,,1,1,15,78,,,,,,"{""1"": 15, ""2"": 78}","[{""index"": 1, ""cas_rn"": ""106-50-3"", ""smiles"": ""Nc1ccc(N)cc1""}, {""index"": 2, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""60176-19-4"", ""yield_pct"": ""15"", ""smiles"": ""Cc1ccc(C)n1-c1ccc(N)cc1""}, {""index"": 2, ""cas_rn"": ""136660-99-6"", ""yield_pct"": ""78"", ""smiles"": ""Cc1ccc(C)n1-c1ccc(-n2c(C)ccc2C)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""77-92-9""}]",[],"green chemistry, Paal-Knorr Pyrrole Synthesis, Shaker mill (30Hz) used, products depend on stoichiometry of reactants",
31-309-CAS-14084156,31-309-CAS-14084156,Reaction_20251110_2143 (1).rdf,Paal–Knorr synthesis,90,,,CC(=O)CCC(C)=O.CCCCCCN,CCCCCCn1c(C)ccc1C,CC(=O)CCC(C)=O.CCCCCCN>>CCCCCCn1c(C)ccc1C,The application of iron (III) phosphate in the synthesis of N-substituted pyrroles,"Samadi, Marjan; Behbahani, Farahnaz K.","Journal of the Chilean Chemical Society (2015), 60(2), 2881-2884","The application of iron (III) phosphate in the synthesis of N-substituted pyrroles | Samadi, Marjan; Behbahani, Farahnaz K. | Journal of the Chilean Chemical Society (2015), 60(2), 2881-2884","110-13-4, 111-26-2",20293-42-9,,10045-86-0,,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}, {""index"": 2, ""cas_rn"": ""111-26-2"", ""smiles"": ""CCCCCCN""}]","[{""index"": 1, ""cas_rn"": ""20293-42-9"", ""yield_pct"": ""90"", ""smiles"": ""CCCCCCn1c(C)ccc1C""}]",[],"[{""index"": 1, ""cas_rn"": ""10045-86-0""}]",[],"green chemistry, no solvent, reusable catalyst, Paal-Knorr reaction",
31-309-CAS-14086555,31-309-CAS-14086555,Reaction_20251110_2143.rdf,Paal–Knorr synthesis,98,,,CC(=O)CCC(C)=O.NC1CCCC1,Cc1ccc(C)n1C1CCCC1,CC(=O)CCC(C)=O.NC1CCCC1>>Cc1ccc(C)n1C1CCCC1,An efficient and green procedure for synthesis of pyrrole derivatives by Paal-Knorr condensation using sodium dodecyl sulfate in aqueous micellar,"Veisi, Hojat; Azadbakht, Reza; Ezadifar, Mehdi; Hemmati, Saba","Journal of Heterocyclic Chemistry (2013), 50(S1), E241-E246","An efficient and green procedure for synthesis of pyrrole derivatives by Paal-Knorr condensation using sodium dodecyl sulfate in aqueous micellar | Veisi, Hojat; Azadbakht, Reza; Ezadifar, Mehdi; Hemmati, Saba | Journal of Heterocyclic Chemistry (2013), 50(S1), E241-E246","110-13-4, 1003-03-8",54609-13-1,,151-21-3,7732-18-5,,,,,,,1,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}, {""index"": 2, ""cas_rn"": ""1003-03-8"", ""smiles"": ""NC1CCCC1""}]","[{""index"": 1, ""cas_rn"": ""54609-13-1"", ""yield_pct"": ""98"", ""smiles"": ""Cc1ccc(C)n1C1CCCC1""}]",[],"[{""index"": 1, ""cas_rn"": ""151-21-3""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry, green chemistry-solvent, Paal-Knorr pyrrole synthesis",
31-309-CAS-14128745,31-309-CAS-14128745,Reaction_20251110_2143.rdf,Paal–Knorr synthesis,98,,,NCc1ccccc1.CC(=O)CCC(C)=O,Cc1ccc(C)n1Cc1ccccc1,NCc1ccccc1.CC(=O)CCC(C)=O>>Cc1ccc(C)n1Cc1ccccc1,An efficient and green procedure for synthesis of pyrrole derivatives by Paal-Knorr condensation using sodium dodecyl sulfate in aqueous micellar,"Veisi, Hojat; Azadbakht, Reza; Ezadifar, Mehdi; Hemmati, Saba","Journal of Heterocyclic Chemistry (2013), 50(S1), E241-E246","An efficient and green procedure for synthesis of pyrrole derivatives by Paal-Knorr condensation using sodium dodecyl sulfate in aqueous micellar | Veisi, Hojat; Azadbakht, Reza; Ezadifar, Mehdi; Hemmati, Saba | Journal of Heterocyclic Chemistry (2013), 50(S1), E241-E246","100-46-9, 110-13-4",5044-20-2,,151-21-3,7732-18-5,,,,,,,1,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""100-46-9"", ""smiles"": ""NCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""5044-20-2"", ""yield_pct"": ""98"", ""smiles"": ""Cc1ccc(C)n1Cc1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""151-21-3""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry, green chemistry-solvent, Paal-Knorr pyrrole synthesis",
31-309-CAS-14129649,31-309-CAS-14129649,Reaction_20251110_2143.rdf,Paal–Knorr synthesis,96,,,NCCc1c[nH]c2ccccc12.CC(=O)CCC(C)=O,Cc1ccc(C)n1CCc1c[nH]c2ccccc12,NCCc1c[nH]c2ccccc12.CC(=O)CCC(C)=O>>Cc1ccc(C)n1CCc1c[nH]c2ccccc12,"Sulfamic acid heterogenized on functionalized magnetic Fe3O4 nanoparticles with diaminoglyoxime as a green, efficient and reusable catalyst for one-pot synthesis of substituted pyrroles in aqueous phase","Veisi, Hojat; Mohammadi, Pourya; Gholami, Javad","Applied Organometallic Chemistry (2014), 28(12), 868-873","Sulfamic acid heterogenized on functionalized magnetic Fe3O4 nanoparticles with diaminoglyoxime as a green, efficient and reusable catalyst for one-pot synthesis of substituted pyrroles in aqueous phase | Veisi, Hojat; Mohammadi, Pourya; Gholami, Javad | Applied Organometallic Chemistry (2014), 28(12), 868-873","61-54-1, 110-13-4",95399-28-3,,1809092-43-0,"64-17-5, 7732-18-5",,,,complexed with triiron tetraoxide,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""61-54-1"", ""smiles"": ""NCCc1c[nH]c2ccccc12""}, {""index"": 2, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""95399-28-3"", ""yield_pct"": ""96"", ""smiles"": ""Cc1ccc(C)n1CCc1c[nH]c2ccccc12""}]",[],"[{""index"": 1, ""cas_rn"": ""1809092-43-0"", ""amd"": ""complexed with triiron tetraoxide""}]","[{""index"": 1, ""cas_rn"": ""64-17-5""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry-catalyst, solid-supported catalyst, Paal-Knorr synthesis, catalyst prepared and used, reusable catalyst, diaminoglyoxime sulfamic acid supported on Fe3O4 nanoparticles",
31-309-CAS-1413101,31-309-CAS-1413101,Reaction_20251110_2143 (3).rdf,Paal–Knorr synthesis,73,,,CC(=O)CCC(C)=O.Nc1cc(F)cc(F)c1,Cc1ccc(C)n1-c1cc(F)cc(F)c1,CC(=O)CCC(C)=O.Nc1cc(F)cc(F)c1>>Cc1ccc(C)n1-c1cc(F)cc(F)c1,Unique chemoselective Paal-Knorr reaction catalyzed by MgI2 etherate under solvent-free conditions,"Zhang, Xingxian; Weng, Guodong; Zhang, Yongdong; Li, Pengcheng","Tetrahedron (2015), 71(18), 2595-2602","Unique chemoselective Paal-Knorr reaction catalyzed by MgI2 etherate under solvent-free conditions | Zhang, Xingxian; Weng, Guodong; Zhang, Yongdong; Li, Pengcheng | Tetrahedron (2015), 71(18), 2595-2602","110-13-4, 372-39-4",590420-95-4,,1698053-05-2,,,,,,,,1,1,73,,,,,,,"{""1"": 73}","[{""index"": 1, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}, {""index"": 2, ""cas_rn"": ""372-39-4"", ""smiles"": ""Nc1cc(F)cc(F)c1""}]","[{""index"": 1, ""cas_rn"": ""590420-95-4"", ""yield_pct"": ""73"", ""smiles"": ""Cc1ccc(C)n1-c1cc(F)cc(F)c1""}]",[],"[{""index"": 1, ""cas_rn"": ""1698053-05-2""}]",[],"chemoselective, green chemistry, no solvent, Paal-Knorr reaction",
31-309-CAS-1414101,31-309-CAS-1414101,Reaction_20251110_2143 (3).rdf,Paal–Knorr synthesis,76,,,CC(=O)CCC(C)=O.Nc1cccc2cc3ccccc3cc12,Cc1ccc(C)n1-c1cccc2cc3ccccc3cc12,CC(=O)CCC(C)=O.Nc1cccc2cc3ccccc3cc12>>Cc1ccc(C)n1-c1cccc2cc3ccccc3cc12,Simple Synthesis of Pyrroles Under Solvent-Free Conditions,"De, Surya K.","Synthetic Communications (2008), 38(16), 2768-2774","Simple Synthesis of Pyrroles Under Solvent-Free Conditions | De, Surya K. | Synthetic Communications (2008), 38(16), 2768-2774","110-13-4, 610-49-1",357657-04-6,,52093-27-3,,,,,,,"General/Typical Procedure: Typical Procedure A mixture of hexane-2,5-dione (684 mg, 6 mmol), aniline (465 mg, 5 mmol), and Pr(OTf)3 (294mg, 10mol%) was stirred at room temperature under solvent-free conditions for 2 h. After completion of the reaction, as indicated by thin layer chromotography (TLC), the reaction mixture was diluted with ethyl acetate. The organic layer was washed with brine, dried (MgSO4), and concentrated in vacuo. The residue was purified by silica-gel column chromatography (15% ethyl acetate in hexane) to afford the pure product (735 mg) in 86% yield. All compounds are known and were identified by comparison with those of the authentic samples.[9-15] 1-(Anthracen-1-yl)-2,5-dimethyl-1H-pyrrole (2j, entry 10): Yield 76%. Mp 183-184°C; 1H NMR (300 MHz, CDCl3) δ 1.95 (s, 6 H), 6.04 (s, 2 H), 7.35-7.59 (m, 4 H), 7.71 (s, 1 H), 7.92 (d, J = 8 Hz, 1 H), 8.02 (d, J = 7.9 Hz, 1 H), 8.10 (d, J = 8.4Hz, 1 H), 8.52 (s, 1 H): HRMS calcd. for C20H17N: 271.1361, found: 271.1362. Anal. calcd. for C20H17N: C, 88.52; H, 6.31; N, 5.16. Found: C, 88.58; H, 6.37; N, 5.20.",1,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}, {""index"": 2, ""cas_rn"": ""610-49-1"", ""smiles"": ""Nc1cccc2cc3ccccc3cc12""}]","[{""index"": 1, ""cas_rn"": ""357657-04-6"", ""yield_pct"": ""76"", ""smiles"": ""Cc1ccc(C)n1-c1cccc2cc3ccccc3cc12""}]",[],"[{""index"": 1, ""cas_rn"": ""52093-27-3""}]",[],no solvent,
31-309-CAS-14141393,31-309-CAS-14141393,Reaction_20251110_2143 (1).rdf,Paal–Knorr synthesis,88,,,Nc1cccc(C(F)(F)F)c1.CC(=O)CCC(C)=O,Cc1ccc(C)n1-c1cccc(C(F)(F)F)c1,Nc1cccc(C(F)(F)F)c1.CC(=O)CCC(C)=O>>Cc1ccc(C)n1-c1cccc(C(F)(F)F)c1,The Paal-Knorr reaction revisited. A catalyst and solvent-free synthesis of underivatized and N-substituted pyrroles,"Cho, Hyejin; Madden, Richard; Nisanci, Bilal; Torok, Bela","Green Chemistry (2015), 17(2), 1088-1099","The Paal-Knorr reaction revisited. A catalyst and solvent-free synthesis of underivatized and N-substituted pyrroles | Cho, Hyejin; Madden, Richard; Nisanci, Bilal; Torok, Bela | Green Chemistry (2015), 17(2), 1088-1099","98-16-8, 110-13-4",570-04-7,,,,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""98-16-8"", ""smiles"": ""Nc1cccc(C(F)(F)F)c1""}, {""index"": 2, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""570-04-7"", ""yield_pct"": ""88"", ""smiles"": ""Cc1ccc(C)n1-c1cccc(C(F)(F)F)c1""}]",[],[],[],"green chemistry, no solvent, Paal-Knorr reaction",
31-309-CAS-14228795,31-309-CAS-14228795,Reaction_20251110_2143 (1).rdf,Paal–Knorr synthesis,89,,,CCCCN.CC(C)C(=O)C(C(=O)Nc1ccccc1)C(C(=O)c1ccc(F)cc1)c1ccccc1,CCCCn1c(-c2ccc(F)cc2)c(-c2ccccc2)c(C(=O)Nc2ccccc2)c1C(C)C,CCCCN.CC(C)C(=O)C(C(=O)Nc1ccccc1)C(C(=O)c1ccc(F)cc1)c1ccccc1>>CCCCn1c(-c2ccc(F)cc2)c(-c2ccccc2)c(C(=O)Nc2ccccc2)c1C(C)C,An efficient synthesis of highly substituted pyrrole and bis pyrrole derivatives,"Sagyam, Rajeshwar Reddy; Vurimidi, Himabindu; Padi, Pratap Reddy; Ghanta, Mahesh Reddy","Journal of Heterocyclic Chemistry (2007), 44(4), 923-926","An efficient synthesis of highly substituted pyrrole and bis pyrrole derivatives | Sagyam, Rajeshwar Reddy; Vurimidi, Himabindu; Padi, Pratap Reddy; Ghanta, Mahesh Reddy | Journal of Heterocyclic Chemistry (2007), 44(4), 923-926","109-73-9, 125971-96-2",947766-02-1,104-15-4,,110-82-7,,,,,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""109-73-9"", ""smiles"": ""CCCCN""}, {""index"": 2, ""cas_rn"": ""125971-96-2"", ""smiles"": ""CC(C)C(=O)C(C(=O)Nc1ccccc1)C(C(=O)c1ccc(F)cc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""947766-02-1"", ""yield_pct"": ""89"", ""smiles"": ""CCCCn1c(-c2ccc(F)cc2)c(-c2ccccc2)c(C(=O)Nc2ccccc2)c1C(C)C""}]","[{""index"": 1, ""cas_rn"": ""104-15-4""}]",[],"[{""index"": 1, ""cas_rn"": ""110-82-7""}]",,
31-309-CAS-14272414,31-309-CAS-14272414,Reaction_20251110_2143 (3).rdf,Paal–Knorr synthesis,91,,,Nc1ccccc1.NCc1ccccc1.CC(=O)CCC(C)=O,Cc1ccc(C)n1-c1ccccc1.Cc1ccc(C)n1Cc1ccccc1,Nc1ccccc1.NCc1ccccc1.CC(=O)CCC(C)=O>>Cc1ccc(C)n1-c1ccccc1.Cc1ccc(C)n1Cc1ccccc1,Unique chemoselective Paal-Knorr reaction catalyzed by MgI2 etherate under solvent-free conditions,"Zhang, Xingxian; Weng, Guodong; Zhang, Yongdong; Li, Pengcheng","Tetrahedron (2015), 71(18), 2595-2602","Unique chemoselective Paal-Knorr reaction catalyzed by MgI2 etherate under solvent-free conditions | Zhang, Xingxian; Weng, Guodong; Zhang, Yongdong; Li, Pengcheng | Tetrahedron (2015), 71(18), 2595-2602","62-53-3, 100-46-9, 110-13-4","83-24-9, 5044-20-2",,1698053-05-2,,,,,,,,1,1,91,1,,,,,,"{""1"": 91, ""2"": 1}","[{""index"": 1, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""100-46-9"", ""smiles"": ""NCc1ccccc1""}, {""index"": 3, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""83-24-9"", ""yield_pct"": ""91"", ""smiles"": ""Cc1ccc(C)n1-c1ccccc1""}, {""index"": 2, ""cas_rn"": ""5044-20-2"", ""yield_pct"": ""1"", ""smiles"": ""Cc1ccc(C)n1Cc1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1698053-05-2""}]",[],"chemoselective, green chemistry, no solvent, Paal-Knorr reaction, alternative preparation shown",
31-309-CAS-14295464,31-309-CAS-14295464,Reaction_20251110_2143 (3).rdf,Paal–Knorr synthesis,76,,,Cc1cccc(N)c1.CC(=O)CCC(C)=O,Cc1cccc(-n2c(C)ccc2C)c1,Cc1cccc(N)c1.CC(=O)CCC(C)=O>>Cc1cccc(-n2c(C)ccc2C)c1,The Paal-Knorr reaction revisited. A catalyst and solvent-free synthesis of underivatized and N-substituted pyrroles,"Cho, Hyejin; Madden, Richard; Nisanci, Bilal; Torok, Bela","Green Chemistry (2015), 17(2), 1088-1099","The Paal-Knorr reaction revisited. A catalyst and solvent-free synthesis of underivatized and N-substituted pyrroles | Cho, Hyejin; Madden, Richard; Nisanci, Bilal; Torok, Bela | Green Chemistry (2015), 17(2), 1088-1099","108-44-1, 110-13-4",32570-10-8,,,,,,,,,,1,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""108-44-1"", ""smiles"": ""Cc1cccc(N)c1""}, {""index"": 2, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""32570-10-8"", ""yield_pct"": ""76"", ""smiles"": ""Cc1cccc(-n2c(C)ccc2C)c1""}]",[],[],[],"green chemistry, no solvent, Paal-Knorr reaction",
31-309-CAS-14318914,31-309-CAS-14318914,Reaction_20251110_2143 (2).rdf,Paal–Knorr synthesis,87,,,NC1CCCCC1.CC(=O)CCC(C)=O,Cc1ccc(C)n1C1CCCCC1,NC1CCCCC1.CC(=O)CCC(C)=O>>Cc1ccc(C)n1C1CCCCC1,Efficient synthesis of N-substituted pyrroles catalyzed by a novel an organic-inorganic hybrid solid acid catalyst,"Gao, Lanchang; Bing, Liu; Zhang, Zehui; Huang, Kecheng; Hu, Xiaoyun; Deng, Kejian","Journal of Organometallic Chemistry (2013), 73526-31","Efficient synthesis of N-substituted pyrroles catalyzed by a novel an organic-inorganic hybrid solid acid catalyst | Gao, Lanchang; Bing, Liu; Zhang, Zehui; Huang, Kecheng; Hu, Xiaoyun; Deng, Kejian | Journal of Organometallic Chemistry (2013), 73526-31","108-91-8, 110-13-4",24836-02-0,,1266339-85-8,75-05-8,,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""108-91-8"", ""smiles"": ""NC1CCCCC1""}, {""index"": 2, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""24836-02-0"", ""yield_pct"": ""87"", ""smiles"": ""Cc1ccc(C)n1C1CCCCC1""}]",[],"[{""index"": 1, ""cas_rn"": ""1266339-85-8""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]",,
31-309-CAS-14334752,31-309-CAS-14334752,Reaction_20251110_2143 (3).rdf,Paal–Knorr synthesis,70,,,Nc1cccc(N)c1.CC(=O)CCC(C)=O,Cc1ccc(C)n1-c1cccc(-n2c(C)ccc2C)c1.Cc1ccc(C)n1-c1cccc(N)c1,Nc1cccc(N)c1.CC(=O)CCC(C)=O>>Cc1ccc(C)n1-c1cccc(-n2c(C)ccc2C)c1.Cc1ccc(C)n1-c1cccc(N)c1,Greener Paal-Knorr Pyrrole Synthesis by Mechanical Activation,"Akelis, Liudvikas; Rousseau, Jolanta; Juskenas, Robertas; Dodonova, Jelena; Rousseau, Cyril; Menuel, Stephane; Prevost, Dominique; Tumkevicius, Sigitas; Monflier, Eric; Hapiot, Frederic","European Journal of Organic Chemistry (2016), 2016(1), 31-35","Greener Paal-Knorr Pyrrole Synthesis by Mechanical Activation | Akelis, Liudvikas; Rousseau, Jolanta; Juskenas, Robertas; Dodonova, Jelena; Rousseau, Cyril; Menuel, Stephane; Prevost, Dominique; Tumkevicius, Sigitas; Monflier, Eric; Hapiot, Frederic | European Journal of Organic Chemistry (2016), 2016(1), 31-35","108-45-2, 110-13-4","201023-86-1, 247225-33-8",,77-92-9,,,,,,,,1,1,70,14,,,,,,"{""1"": 70, ""2"": 14}","[{""index"": 1, ""cas_rn"": ""108-45-2"", ""smiles"": ""Nc1cccc(N)c1""}, {""index"": 2, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""201023-86-1"", ""yield_pct"": ""70"", ""smiles"": ""Cc1ccc(C)n1-c1cccc(-n2c(C)ccc2C)c1""}, {""index"": 2, ""cas_rn"": ""247225-33-8"", ""yield_pct"": ""14"", ""smiles"": ""Cc1ccc(C)n1-c1cccc(N)c1""}]",[],"[{""index"": 1, ""cas_rn"": ""77-92-9""}]",[],"green chemistry, Paal-Knorr Pyrrole Synthesis, Shaker mill (30Hz) used, products depend on stoichiometry of reactants",
