reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-001-CAS-14203887,31-001-CAS-14203887,Reaction_20251106_1107.rdf,Anhydride coupling,70,,,CCCCN.O=C1CC(CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O1,CCCCN1C(=O)CC(CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=O,CCCCN.O=C1CC(CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O1>>CCCCN1C(=O)CC(CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=O,"New succinamic acids, -γ-lactones, and -succinimides from (3-perfluoroalkyl-2-iodoalkyl)succinic acid anhydrides and amines","Brace, Neal O.; Mull, Steven G.","Journal of Fluorine Chemistry (2006), 127(1), 108-125","New succinamic acids, -γ-lactones, and -succinimides from (3-perfluoroalkyl-2-iodoalkyl)succinic acid anhydrides and amines | Brace, Neal O.; Mull, Steven G. | Journal of Fluorine Chemistry (2006), 127(1), 108-125","109-73-9, 674786-55-1",915798-04-8,,,"67-66-3, 108-88-3",,,,,,,2,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""109-73-9"", ""smiles"": ""CCCCN""}, {""index"": 2, ""cas_rn"": ""674786-55-1"", ""smiles"": ""O=C1CC(CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O1""}]","[{""index"": 1, ""cas_rn"": ""915798-04-8"", ""yield_pct"": ""70"", ""smiles"": ""CCCCN1C(=O)CC(CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=O""}]",[],[],"[{""index"": 1, ""cas_rn"": ""67-66-3""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]","Dean-Stark trap used in stage 2, other product also detected",
31-366-CAS-11387374,31-366-CAS-11387374,Reaction_20251106_1106.rdf,Anhydride coupling,98,,,Nc1ccccc1.O=C1OC(=O)c2ccccc21,O=C(O)c1ccccc1C(=O)Nc1ccccc1,Nc1ccccc1.O=C1OC(=O)c2ccccc21>>O=C(O)c1ccccc1C(=O)Nc1ccccc1,Additive-free chemoselective acylation of amines,"Temperini, Andrea; Terlizzi, Raffaella; Testaferri, Lorenzo; Tiecco, Marcello","Synthetic Communications (2010), 40(2), 295-302","Additive-free chemoselective acylation of amines | Temperini, Andrea; Terlizzi, Raffaella; Testaferri, Lorenzo; Tiecco, Marcello | Synthetic Communications (2010), 40(2), 295-302","62-53-3, 85-44-9",4727-29-1,,,141-78-6,,,,,,"General/Typical Procedure: Pivalation Pivalic anhydride (0.40mL, 2.2 mmol) was added to a solution of 1H-1,2,3-benzotriazole (0.24 g, 2.0 mmol) in 4mL of EtOAc. The resulting mixture was stirred, under nitrogen, for 8 h. The reaction was then quenched by addition of 10% aq potassium carbonate solution (10 mL). The reaction mixture was then extracted with ethyl acetate (3 x 6 mL), and the combined organic layers were dried over anhydrous sodium sulfate and then evaporated (method C). 1-(2,2-Dimethylpropanoyl)-1H-1,2,3-benzotriazole[9] was obtained in 75% isolated yield (Table 2, entry 5). Table 2. Entry 3, yield 98%.",1,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""85-44-9"", ""smiles"": ""O=C1OC(=O)c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""4727-29-1"", ""yield_pct"": ""98"", ""smiles"": ""O=C(O)c1ccccc1C(=O)Nc1ccccc1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""141-78-6""}]",,
31-366-CAS-11389486,31-366-CAS-11389486,Reaction_20251106_1106 (2).rdf,Anhydride coupling,77,,,CC1CCNCC1.COc1ccc(-c2csc3c(=O)oc(=O)[nH]c23)cc1,COc1ccc(-c2csc(C(=O)O)c2NC(=O)N2CCC(C)CC2)cc1,CC1CCNCC1.COc1ccc(-c2csc3c(=O)oc(=O)[nH]c23)cc1>>COc1ccc(-c2csc(C(=O)O)c2NC(=O)N2CCC(C)CC2)cc1,Solution-phase parallel synthesis of a 1140-member ureidothiophene carboxylic acid library,"Le Foulon, Francois-Xavier; Braud, Emmanuelle; Fabis, Frederic; Lancelot, Jean-Charles; Rault, Sylvain","Journal of Combinatorial Chemistry (2005), 7(2), 253-257","Solution-phase parallel synthesis of a 1140-member ureidothiophene carboxylic acid library | Le Foulon, Francois-Xavier; Braud, Emmanuelle; Fabis, Frederic; Lancelot, Jean-Charles; Rault, Sylvain | Journal of Combinatorial Chemistry (2005), 7(2), 253-257","626-58-4, 649757-50-6",845864-40-6,7647-01-0,,7732-18-5,,,,,,"General/Typical Procedure: General procedure for parallel synthesis of ureidothiophene carboxylic acid library: In a typical run, we realized the reactions with 8 thiaisatoic anhydrides A{1-19} and 10 amines B{1-60}. In a crystallizing dish intended to one selected amine, we disposed 1 mmole of each of the eight anhydrides in 8 glass jars. Water (10 ml) was added to give an aqueous suspension of thiaisatoic anhydride and efficient magnetic stirring was performed. The addition of 2.2 mmoles of primary or secondary amines allowed the quick apparition of a solution. Magnetic stirring was pursued for 2 hours. About 5ml of a 37% hydrochloric acid solution were then added, the precipitate which was formed was filtered off and washed with water to give ureidothiophene carboxylic acids. Analysis by 1H NMR and LC/MS identified successful reaction. carbonylaminothiophene-2-carboxylic acid A4B8 Yield: 77%",2,1,77,,,,,,,"{""1"": 77}","[{""index"": 1, ""cas_rn"": ""626-58-4"", ""smiles"": ""CC1CCNCC1""}, {""index"": 2, ""cas_rn"": ""649757-50-6"", ""smiles"": ""COc1ccc(-c2csc3c(=O)oc(=O)[nH]c23)cc1""}]","[{""index"": 1, ""cas_rn"": ""845864-40-6"", ""yield_pct"": ""77"", ""smiles"": ""COc1ccc(-c2csc(C(=O)O)c2NC(=O)N2CCC(C)CC2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","combinatorial, solution phase synthesis",
31-366-CAS-11399394,31-366-CAS-11399394,Reaction_20251106_1106.rdf,Anhydride coupling,94,,,CC(=O)OC(C)=O.Nc1cccc(Br)c1,CC(=O)Nc1cccc(Br)c1,CC(=O)OC(C)=O.Nc1cccc(Br)c1>>CC(=O)Nc1cccc(Br)c1,"Iron-Doped Single-Walled Carbon Nanotubes as New Heterogeneous and Highly Efficient Catalyst for Acylation of Alcohols, Phenols, Carboxylic Acids and Amines under Solvent-Free Conditions","Sharghi, Hashem; Jokar, Mahboubeh; Doroodmand, Mohammad Mahdi","Advanced Synthesis & Catalysis (2011), 353(2+3), 426-442","Iron-Doped Single-Walled Carbon Nanotubes as New Heterogeneous and Highly Efficient Catalyst for Acylation of Alcohols, Phenols, Carboxylic Acids and Amines under Solvent-Free Conditions | Sharghi, Hashem; Jokar, Mahboubeh; Doroodmand, Mohammad Mahdi | Advanced Synthesis & Catalysis (2011), 353(2+3), 426-442","108-24-7, 591-19-5",621-38-5,,"7439-89-6, 7440-44-0",,,,,iron-doped,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""108-24-7"", ""smiles"": ""CC(=O)OC(C)=O""}, {""index"": 2, ""cas_rn"": ""591-19-5"", ""smiles"": ""Nc1cccc(Br)c1""}]","[{""index"": 1, ""cas_rn"": ""621-38-5"", ""yield_pct"": ""94"", ""smiles"": ""CC(=O)Nc1cccc(Br)c1""}]",[],"[{""index"": 1, ""cas_rn"": ""7439-89-6""}, {""index"": 2, ""cas_rn"": ""7440-44-0"", ""amd"": ""iron-doped""}]",[],"Fe-doped single-walled carbon nanotubes used as catalyst, no solvent",
31-366-CAS-11409203,31-366-CAS-11409203,Reaction_20251106_1106.rdf,Anhydride coupling,100,,,CC(=O)OC(C)=O.C1CCNCC1,CC(=O)N1CCCCC1,CC(=O)OC(C)=O.C1CCNCC1>>CC(=O)N1CCCCC1,Highly efficient chemoselective N-acylation with water microreaction system in the absence of catalyst,"Sato, Masahiro; Matsushima, Keiichiro; Kawanami, Hajime; Chatterjee, Maya; Yokoyama, Toshiro; Ikuhsima, Yutaka; Suzuki, Toshishige Maro","Lab on a Chip (2009), 9(20), 2877-2880","Highly efficient chemoselective N-acylation with water microreaction system in the absence of catalyst | Sato, Masahiro; Matsushima, Keiichiro; Kawanami, Hajime; Chatterjee, Maya; Yokoyama, Toshiro; Ikuhsima, Yutaka; Suzuki, Toshishige Maro | Lab on a Chip (2009), 9(20), 2877-2880","108-24-7, 110-89-4",618-42-8,7732-18-5,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""108-24-7"", ""smiles"": ""CC(=O)OC(C)=O""}, {""index"": 2, ""cas_rn"": ""110-89-4"", ""smiles"": ""C1CCNCC1""}]","[{""index"": 1, ""cas_rn"": ""618-42-8"", ""yield_pct"": ""100"", ""smiles"": ""CC(=O)N1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]",[],[],"green chemistry, alternative reaction conditions shown, water mediated microreaction system used",
31-366-CAS-11415859,31-366-CAS-11415859,Reaction_20251106_1107.rdf,Anhydride coupling,70,,,CC1CCCCC1N.O=c1[nH]c2cc(-c3ccccc3)sc2c(=O)o1,CC1CCCCC1NC(=O)Nc1cc(-c2ccccc2)sc1C(=O)O,CC1CCCCC1N.O=c1[nH]c2cc(-c3ccccc3)sc2c(=O)o1>>CC1CCCCC1NC(=O)Nc1cc(-c2ccccc2)sc1C(=O)O,Solution-phase parallel synthesis of a 1140-member ureidothiophene carboxylic acid library,"Le Foulon, Francois-Xavier; Braud, Emmanuelle; Fabis, Frederic; Lancelot, Jean-Charles; Rault, Sylvain","Journal of Combinatorial Chemistry (2005), 7(2), 253-257","Solution-phase parallel synthesis of a 1140-member ureidothiophene carboxylic acid library | Le Foulon, Francois-Xavier; Braud, Emmanuelle; Fabis, Frederic; Lancelot, Jean-Charles; Rault, Sylvain | Journal of Combinatorial Chemistry (2005), 7(2), 253-257","7003-32-9, 478028-43-2",845865-98-7,7647-01-0,,7732-18-5,,,,,,"General/Typical Procedure: General procedure for parallel synthesis of ureidothiophene carboxylic acid library: In a typical run, we realized the reactions with 8 thiaisatoic anhydrides A{1-19} and 10 amines B{1-60}. In a crystallizing dish intended to one selected amine, we disposed 1 mmole of each of the eight anhydrides in 8 glass jars. Water (10 ml) was added to give an aqueous suspension of thiaisatoic anhydride and efficient magnetic stirring was performed. The addition of 2.2 mmoles of primary or secondary amines allowed the quick apparition of a solution. Magnetic stirring was pursued for 2 hours. About 5ml of a 37% hydrochloric acid solution were then added, the precipitate which was formed was filtered off and washed with water to give ureidothiophene carboxylic acids. Analysis by 1H NMR and LC/MS identified successful reaction. compd A12B30 m/z: 358.20 ESI+: 358.95 ESI-: 356.95",2,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""7003-32-9"", ""smiles"": ""CC1CCCCC1N""}, {""index"": 2, ""cas_rn"": ""478028-43-2"", ""smiles"": ""O=c1[nH]c2cc(-c3ccccc3)sc2c(=O)o1""}]","[{""index"": 1, ""cas_rn"": ""845865-98-7"", ""yield_pct"": ""70"", ""smiles"": ""CC1CCCCC1NC(=O)Nc1cc(-c2ccccc2)sc1C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","combinatorial, solution phase synthesis",
31-366-CAS-11422399,31-366-CAS-11422399,Reaction_20251106_1106 (2).rdf,Anhydride coupling,84,,,CCOC(N)=O.O=C(OC(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,CCOC(=O)NC(=O)c1ccc(Cl)cc1,CCOC(N)=O.O=C(OC(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1>>CCOC(=O)NC(=O)c1ccc(Cl)cc1,Silica sulfuric acid: a versatile and reusable heterogeneous catalyst for the synthesis of N-acyl carbamates and oxazolidinones under solvent-free conditions,"Wu, Liqiang; Yang, Xiaojuan; Yan, Fulin","Bulletin of the Chemical Society of Ethiopia (2011), 25(1), 151-155","Silica sulfuric acid: a versatile and reusable heterogeneous catalyst for the synthesis of N-acyl carbamates and oxazolidinones under solvent-free conditions | Wu, Liqiang; Yang, Xiaojuan; Yan, Fulin | Bulletin of the Chemical Society of Ethiopia (2011), 25(1), 151-155","51-79-6, 790-41-0",13733-20-5,,7664-93-9,,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""51-79-6"", ""smiles"": ""CCOC(N)=O""}, {""index"": 2, ""cas_rn"": ""790-41-0"", ""smiles"": ""O=C(OC(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""13733-20-5"", ""yield_pct"": ""84"", ""smiles"": ""CCOC(=O)NC(=O)c1ccc(Cl)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""7664-93-9""}]",[],"solid-supported catalyst, catalyst on silica, silica used, no solvent",
31-366-CAS-11422406,31-366-CAS-11422406,Reaction_20251106_1106 (1).rdf,Anhydride coupling,92,,,CSCC[C@H](N)C(=O)O.O=C1OC(=O)c2ccccc21,CSCC[C@@H](C(=O)O)N1C(=O)c2ccccc2C1=O,CSCC[C@H](N)C(=O)O.O=C1OC(=O)c2ccccc21>>CSCC[C@@H](C(=O)O)N1C(=O)c2ccccc2C1=O,Synthesis and antimicrobial activity of a N-phthalimido and acetimido derivatives from amino acids and anhydrides,"Reddy, C. Uma Maheswara; Jayakar, B.; Srinivasan, R.","International Journal of Pharma and Bio Sciences (2010), 1(4), 81-86","Synthesis and antimicrobial activity of a N-phthalimido and acetimido derivatives from amino acids and anhydrides | Reddy, C. Uma Maheswara; Jayakar, B.; Srinivasan, R. | International Journal of Pharma and Bio Sciences (2010), 1(4), 81-86","63-68-3, 85-44-9",29588-91-8,,,7732-18-5,,,,,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""63-68-3"", ""smiles"": ""CSCC[C@H](N)C(=O)O""}, {""index"": 2, ""cas_rn"": ""85-44-9"", ""smiles"": ""O=C1OC(=O)c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""29588-91-8"", ""yield_pct"": ""92"", ""smiles"": ""CSCC[C@@H](C(=O)O)N1C(=O)c2ccccc2C1=O""}]",[],[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]",,
31-366-CAS-11423369,31-366-CAS-11423369,Reaction_20251106_1106 (2).rdf,Anhydride coupling,75,,,O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F.CC(=O)N[C@@H]1CCCC[C@H]1OCc1ccccc1,O=C(N[C@H]1CCCC[C@@H]1OCc1ccccc1)C(F)(F)C(F)(F)C(F)(F)F,O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F.CC(=O)N[C@@H]1CCCC[C@H]1OCc1ccccc1>>O=C(N[C@H]1CCCC[C@@H]1OCc1ccccc1)C(F)(F)C(F)(F)C(F)(F)F,High yielding N-transacylation of secondary amides in acids labile molecules by the action of perfluorinated anhydrides in the presence of a mild base,"Rota, Paola; Allevi, Pietro; Costa, Maria L.; Anastasia, Mario","Tetrahedron: Asymmetry (2010), 21(21-22), 2681-2686","High yielding N-transacylation of secondary amides in acids labile molecules by the action of perfluorinated anhydrides in the presence of a mild base | Rota, Paola; Allevi, Pietro; Costa, Maria L.; Anastasia, Mario | Tetrahedron: Asymmetry (2010), 21(21-22), 2681-2686","336-59-4, 98454-37-6",1224232-11-4,"121-44-8, 67-56-1",,75-05-8,,,,,,,2,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""336-59-4"", ""smiles"": ""O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F""}, {""index"": 2, ""cas_rn"": ""98454-37-6"", ""smiles"": ""CC(=O)N[C@@H]1CCCC[C@H]1OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1224232-11-4"", ""yield_pct"": ""75"", ""smiles"": ""O=C(N[C@H]1CCCC[C@@H]1OCc1ccccc1)C(F)(F)C(F)(F)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""121-44-8""}, {""index"": 2, ""cas_rn"": ""67-56-1""}]",[],"[{""index"": 1, ""cas_rn"": ""75-05-8""}]","thermal (in stage 1), sealed tube used in stage 1",
31-366-CAS-11427442,31-366-CAS-11427442,Reaction_20251106_1106.rdf,Anhydride coupling,100,,,CC(=O)OC(C)=O.CSCCC(N)P(=O)(O)O,CSCCC(NC(C)=O)P(=O)(O)O,CC(=O)OC(C)=O.CSCCC(N)P(=O)(O)O>>CSCCC(NC(C)=O)P(=O)(O)O,1-(N-acylamino)alkanephosphonates. Part IV. N-acylation of 1-aminoalkanephosphonic acids,"Kudzin, Z. H.; Depczynski, R.; Andrijewski, G.; Drabowicz, J.; Luczak, J.","Polish Journal of Chemistry (2005), 79(3), 499-513","1-(N-acylamino)alkanephosphonates. Part IV. N-acylation of 1-aminoalkanephosphonic acids | Kudzin, Z. H.; Depczynski, R.; Andrijewski, G.; Drabowicz, J.; Luczak, J. | Polish Journal of Chemistry (2005), 79(3), 499-513","108-24-7, 30411-90-6",866605-72-3,64-19-7,,64-19-7,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""108-24-7"", ""smiles"": ""CC(=O)OC(C)=O""}, {""index"": 2, ""cas_rn"": ""30411-90-6"", ""smiles"": ""CSCCC(N)P(=O)(O)O""}]","[{""index"": 1, ""cas_rn"": ""866605-72-3"", ""yield_pct"": ""100"", ""smiles"": ""CSCCC(NC(C)=O)P(=O)(O)O""}]","[{""index"": 1, ""cas_rn"": ""64-19-7""}]",[],"[{""index"": 1, ""cas_rn"": ""64-19-7""}]",,
31-366-CAS-11441779,31-366-CAS-11441779,Reaction_20251106_1106.rdf,Anhydride coupling,100,,,CCCC(=O)OC(=O)CCC.NC(Cc1ccccc1)P(=O)(O)O,CCCC(=O)NC(Cc1ccccc1)P(=O)(O)O,CCCC(=O)OC(=O)CCC.NC(Cc1ccccc1)P(=O)(O)O>>CCCC(=O)NC(Cc1ccccc1)P(=O)(O)O,1-(N-acylamino)alkanephosphonates. Part IV. N-acylation of 1-aminoalkanephosphonic acids,"Kudzin, Z. H.; Depczynski, R.; Andrijewski, G.; Drabowicz, J.; Luczak, J.","Polish Journal of Chemistry (2005), 79(3), 499-513","1-(N-acylamino)alkanephosphonates. Part IV. N-acylation of 1-aminoalkanephosphonic acids | Kudzin, Z. H.; Depczynski, R.; Andrijewski, G.; Drabowicz, J.; Luczak, J. | Polish Journal of Chemistry (2005), 79(3), 499-513","106-31-0, 6324-00-1",866605-66-5,,,7732-18-5,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""106-31-0"", ""smiles"": ""CCCC(=O)OC(=O)CCC""}, {""index"": 2, ""cas_rn"": ""6324-00-1"", ""smiles"": ""NC(Cc1ccccc1)P(=O)(O)O""}]","[{""index"": 1, ""cas_rn"": ""866605-66-5"", ""yield_pct"": ""100"", ""smiles"": ""CCCC(=O)NC(Cc1ccccc1)P(=O)(O)O""}]",[],[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]",,
31-366-CAS-11460427,31-366-CAS-11460427,Reaction_20251106_1106 (2).rdf,Anhydride coupling,75,,,O=C1C=CC(=O)O1.NCCCNc1ccnc2cc(Cl)ccc12,O=C1C=CC(=O)N1CCCNc1ccnc2cc(Cl)ccc12,O=C1C=CC(=O)O1.NCCCNc1ccnc2cc(Cl)ccc12>>O=C1C=CC(=O)N1CCCNc1ccnc2cc(Cl)ccc12,"Property-based design and synthesis of new chloroquine hybrids via simple incorporation of 2-imino-thiazolidin-4-one or 1H-pyrrol-2,5-dione fragments on the 4-amino-7-chloroquinoline side chain","Rojas, Fernando A.; Kouznetsov, Vladimir V.","Journal of the Brazilian Chemical Society (2011), 22(9), 1774-1781","Property-based design and synthesis of new chloroquine hybrids via simple incorporation of 2-imino-thiazolidin-4-one or 1H-pyrrol-2,5-dione fragments on the 4-amino-7-chloroquinoline side chain | Rojas, Fernando A.; Kouznetsov, Vladimir V. | Journal of the Brazilian Chemical Society (2011), 22(9), 1774-1781","108-31-6, 7597-14-0",1344106-87-1,"127-09-3, 144-55-8",,"75-09-2, 108-24-7, 7732-18-5",,,,,,,3,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""108-31-6"", ""smiles"": ""O=C1C=CC(=O)O1""}, {""index"": 2, ""cas_rn"": ""7597-14-0"", ""smiles"": ""NCCCNc1ccnc2cc(Cl)ccc12""}]","[{""index"": 1, ""cas_rn"": ""1344106-87-1"", ""yield_pct"": ""75"", ""smiles"": ""O=C1C=CC(=O)N1CCCNc1ccnc2cc(Cl)ccc12""}]","[{""index"": 1, ""cas_rn"": ""127-09-3""}, {""index"": 2, ""cas_rn"": ""144-55-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-24-7""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-366-CAS-11465771,31-366-CAS-11465771,Reaction_20251106_1106 (2).rdf,Anhydride coupling,82,,,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12.CCOC(=O)c1c(N)sc2c1CCCCC2,CCOC(=O)c1c(-n2c(=O)c3cc4c(=O)n(-c5sc6c(c5C(=O)OCC)CCCCC6)c(=O)c4cc3c2=O)sc2c1CCCCC2,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12.CCOC(=O)c1c(N)sc2c1CCCCC2>>CCOC(=O)c1c(-n2c(=O)c3cc4c(=O)n(-c5sc6c(c5C(=O)OCC)CCCCC6)c(=O)c4cc3c2=O)sc2c1CCCCC2,"Synthesis and reactions of some new substituted pyridine and pyrimidine derivatives as analgesic, anticonvulsant and antiparkinsonian agents","Amr, Abd El-Galil E.; Hayam, H. Sayed; Abdulla, Mohamed M.","Archiv der Pharmazie (Weinheim, Germany) (2005), 338(9), 433-440","Synthesis and reactions of some new substituted pyridine and pyrimidine derivatives as analgesic, anticonvulsant and antiparkinsonian agents | Amr, Abd El-Galil E.; Hayam, H. Sayed; Abdulla, Mohamed M. | Archiv der Pharmazie (Weinheim, Germany) (2005), 338(9), 433-440","89-32-7, 40106-13-6",888724-05-8,,,64-19-7,,,,,,,1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""89-32-7"", ""smiles"": ""O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12""}, {""index"": 2, ""cas_rn"": ""40106-13-6"", ""smiles"": ""CCOC(=O)c1c(N)sc2c1CCCCC2""}]","[{""index"": 1, ""cas_rn"": ""888724-05-8"", ""yield_pct"": ""82"", ""smiles"": ""CCOC(=O)c1c(-n2c(=O)c3cc4c(=O)n(-c5sc6c(c5C(=O)OCC)CCCCC6)c(=O)c4cc3c2=O)sc2c1CCCCC2""}]",[],[],"[{""index"": 1, ""cas_rn"": ""64-19-7""}]",glacial acetic acid used,
31-366-CAS-11479708,31-366-CAS-11479708,Reaction_20251106_1106 (2).rdf,Anhydride coupling,78,,,Nc1ccccc1.CC(C)(C)C(=O)OC(=O)c1ccccc1,O=C(Nc1ccccc1)c1ccccc1,Nc1ccccc1.CC(C)(C)C(=O)OC(=O)c1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,Reaction of diazonium salts with transition metals. 6. Preparation of mixed acid anhydrides from arenediazonium salts and sodium carboxylates under palladium(0) catalysis,"Kikukawa, Kiyoshi; Kono, Kiyoshi; Nagira, Kazuhiko; Wada, Fumio; Matsuda, Tsutomu","Journal of Organic Chemistry (1981), 46(22), 4413-16","Reaction of diazonium salts with transition metals. 6. Preparation of mixed acid anhydrides from arenediazonium salts and sodium carboxylates under palladium(0) catalysis | Kikukawa, Kiyoshi; Kono, Kiyoshi; Nagira, Kazuhiko; Wada, Fumio; Matsuda, Tsutomu | Journal of Organic Chemistry (1981), 46(22), 4413-16","62-53-3, 19820-60-1",93-98-1,,,,,,,,,,1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""19820-60-1"", ""smiles"": ""CC(C)(C)C(=O)OC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""93-98-1"", ""yield_pct"": ""78"", ""smiles"": ""O=C(Nc1ccccc1)c1ccccc1""}]",[],[],[],,
31-366-CAS-1149208,31-366-CAS-1149208,Reaction_20251106_1106.rdf,Anhydride coupling,93,,,NCCN.Cc1ccc2c(c1)C(=O)OC2=O,Cc1ccc2c(c1)C(=O)N(CCN1C(=O)c3ccc(C)cc3C1=O)C2=O,NCCN.Cc1ccc2c(c1)C(=O)OC2=O>>Cc1ccc2c(c1)C(=O)N(CCN1C(=O)c3ccc(C)cc3C1=O)C2=O,Efficient microwave-assisted synthesis of bisimides,"Guzman-Lucero, Diego; Likhanova, Natalya V.; Hopfl, Herbert; Guzman, Javier; Likhatchev, Dmitri; Martinez-Palou, Rafael","ARKIVOC (Gainesville, FL, United States) (2006), (10), 7-20","Efficient microwave-assisted synthesis of bisimides | Guzman-Lucero, Diego; Likhanova, Natalya V.; Hopfl, Herbert; Guzman, Javier; Likhatchev, Dmitri; Martinez-Palou, Rafael | ARKIVOC (Gainesville, FL, United States) (2006), (10), 7-20","107-15-3, 19438-61-0",913945-66-1,,,64-19-7,,,,,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""107-15-3"", ""smiles"": ""NCCN""}, {""index"": 2, ""cas_rn"": ""19438-61-0"", ""smiles"": ""Cc1ccc2c(c1)C(=O)OC2=O""}]","[{""index"": 1, ""cas_rn"": ""913945-66-1"", ""yield_pct"": ""93"", ""smiles"": ""Cc1ccc2c(c1)C(=O)N(CCN1C(=O)c3ccc(C)cc3C1=O)C2=O""}]",[],[],"[{""index"": 1, ""cas_rn"": ""64-19-7""}]","microwave irradiation, 300W",
