reaction_smiles,detected_reaction_type,reaction_key
Oc1ccc(F)cc1.NCCCNc1ccnc2cc(Br)ccc12.COc1cccc(C=O)c1O>>COc1cccc(CNCCCNc2ccnc3cc(Oc4ccc(F)cc4)ccc23)c1O.Cl,Reductive_amination / C_O_Coupling,|Ar-CHO|Ar-OH|HeteroAr-Br|RCH2-NH2 -> Bn-NHR|RCH2-NHR | bond_formed: C-N; C(ar)-O | bond_formed_labeled: C-N; C(ar)-O | bond_broken: C-O; Br-C(ar) | spectators: Ar-F|Ar-OR|HeteroAr-H|HeteroAr-NHR|Quinoline | events: LGDisp+C-N+C-O | reaction_types: Reductive_amination+C_O_Coupling
Nc1ccc(S(N)(=O)=O)cc1.O=Cc1cccc(Cl)c1O.Brc1nc2ccccc2s1.O=C(O)C(F)(F)F>>O=C(O)C(F)(F)F.O=S(=O)(Nc1nc2ccccc2s1)c1ccc(NCc2cccc(Cl)c2O)cc1,C_N_Coupling,|Ar-CHO|Ar-NH2|Ar-SO2NH2|HeteroAr-Br -> Ar-NHR|Ar-SO2NHR | spectators: Alkyl-CO2H|Alkyl-F|Ar-Cl|Ar-OH|HeteroAr-H|Thiazole | events: LGDisp+C-N
Br[Zn]CC1CCCCC1.NCCCNc1ccnc2cc(Br)ccc12.O=Cc1cccc2c1OCO2>>Cl.c1cc(CNCCCNc2ccnc3cc(CC4CCCCC4)ccc23)c2c(c1)OCO2,Reductive_amination,|Ar-CHO|HeteroAr-Br|RCH2-NH2|RCH2-Zn* -> Bn-NHR|RCH2-NHR | bond_formed: C-N; C-C(ar) | bond_formed_labeled: C-N; C-C(ar) | bond_broken: C-O; Br-C(ar); C-Zn | spectators: Ar-OR|HeteroAr-H|HeteroAr-NHR|Quinoline | events: LGDisp+C-N+C-C
N#Cc1ccc(C[Zn]Br)cc1.NCCCNc1ccnc2cc(Br)ccc12.O=Cc1cccc2c1OCO2>>Cl.N#Cc1ccc(Cc2ccc3c(NCCCNCc4cccc5c4OCO5)ccnc3c2)cc1,Reductive_amination,|Ar-CHO|HeteroAr-Br|RCH2-NH2|RCH2-Zn* -> Bn-NHR|RCH2-NHR | bond_formed: C-C(ar); C-N | bond_formed_labeled: C-C(ar); C-N | bond_broken: C-Zn; Br-C(ar); C-O | spectators: Ar-Alkyl|Ar-CN|Ar-OR|HeteroAr-H|HeteroAr-NHR|Quinoline | events: LGDisp+C-N+C-C
CC(C)CC[Zn]Br.NCCCNc1ccnc2cc(Br)ccc12.O=Cc1cccc2c1OCO2>>CC(C)CCc1ccc2c(NCCCNCc3cccc4c3OCO4)ccnc2c1.Cl,Reductive_amination,|Ar-CHO|HeteroAr-Br|RCH2-NH2|RCH2-Zn* -> Bn-NHR|RCH2-NHR | spectators: Ar-OR|HeteroAr-H|HeteroAr-NHR|Quinoline | events: LGDisp+C-N+C-C
CCC(CC)[Zn]Br.NCCCNc1ccnc2cc(Br)ccc12.O=Cc1cccc2c1OCO2>>CCC(CC)c1ccc2c(NCCCNCc3cccc4c3OCO4)ccnc2c1.Cl,Reductive_amination,|Ar-CHO|HeteroAr-Br|R2CH-Zn*|RCH2-NH2 -> Bn-NHR|RCH2-NHR | bond_formed: C-C(ar); C-N | bond_formed_labeled: C-C(ar); C-N | bond_broken: C-Zn; Br-C(ar); C-O | spectators: Ar-OR|HeteroAr-H|HeteroAr-NHR|Quinoline | events: LGDisp+C-N+C-C
C1CCNC1.O=S(=O)(Cl)c1ncccc1Br.O=Cc1ccc(B(O)O)cc1.C1CC2CNC(C1)C2>>O=S(=O)(c1ncccc1-c1ccc(CN2CC3CCCC2C3)cc1)N1CCCC1,Reductive_amination / C_N_Coupling / Chan_Lam_C_N_Coupling / Suzuki_miyaura,|Ar-B(OH)2|Ar-CHO|Ar-SO2Cl|HeteroAr-Br|R2CH-NHR|RCH2-NHR -> Bn-NR2|R2CH-NR2|RCH2-NR2 | spectators: HeteroAr-H|Pyridine | events: LGDisp+C-N+C-C | reaction_types: Reductive_amination+C_N_Coupling+Chan_Lam_C_N_Coupling+Suzuki_miyaura
OB(O)c1ccc(F)cc1.NCCCNc1ccnc2cc(Br)ccc12.O=Cc1ccco1>>Cl.Fc1ccc(-c2ccc3c(NCCCNCc4ccco4)ccnc3c2)cc1,Reductive_amination / Suzuki_miyaura,|Ar-B(OH)2|Ar-CHO|HeteroAr-Br|RCH2-NH2 -> Bn-NHR|RCH2-NHR | bond_formed: C(ar)-C(ar); C-N | bond_formed_labeled: C(ar)-C(ar); C-N | bond_broken: B-C(ar); Br-C(ar); C-O | spectators: Ar-F|Furan|HeteroAr-H|HeteroAr-NHR|Quinoline | events: LGDisp+C-N+C-C | reaction_types: Reductive_amination+Suzuki_miyaura
O=S(=O)(c1ccccc1Br)N1CCCC1.O=Cc1ccc(B(O)O)cn1.CC(C)CN>>CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cn1,Reductive_amination / Suzuki_miyaura,|Ar-Br|Ar-CHO|HeteroAr-B(OH)2|RCH2-NH2 -> Bn-NHR|RCH2-NHR | spectators: Ar-SO2NR2|HeteroAr-H|Pyridine | events: LGDisp+C-N+C-C | reaction_types: Reductive_amination+Suzuki_miyaura
O=S(=O)(c1ccccc1Br)N1CCCC1.O=Cc1ccc(B(O)O)nc1.C1CC2CNC(C1)C2>>O=S(=O)(c1ccccc1-c1ccc(CN2CC3CCCC2C3)cn1)N1CCCC1,Reductive_amination / Suzuki_miyaura,|Ar-B(OH)2|Ar-Br|Ar-CHO|R2CH-NHR|RCH2-NHR -> Bn-NR2|R2CH-NR2|RCH2-NR2 | spectators: Ar-SO2NR2|HeteroAr-H|Pyridine | events: LGDisp+C-N+C-C | reaction_types: Reductive_amination+Suzuki_miyaura
OB(O)c1ccc2c(c1)OCO2.NCCCNc1ccnc2cc(Br)ccc12.O=Cc1ccco1>>Cl.c1coc(CNCCCNc2ccnc3cc(-c4ccc5c(c4)OCO5)ccc23)c1,Reductive_amination / Suzuki_miyaura,|Ar-B(OH)2|Ar-CHO|HeteroAr-Br|RCH2-NH2 -> Bn-NHR|RCH2-NHR | bond_formed: C-N; C(ar)-C(ar) | bond_formed_labeled: C-N; C(ar)-C(ar) | bond_broken: C-O; Br-C(ar); B-C(ar) | spectators: Ar-OR|Furan|HeteroAr-H|HeteroAr-NHR|Quinoline | events: LGDisp+C-N+C-C | reaction_types: Reductive_amination+Suzuki_miyaura
O=S(=O)(Cl)c1ccccc1Br.C[C@@H]1COCCN1.O=Cc1ccc(B(O)O)cc1.CN1CCNCC1>>C[C@@H]1COCCN1S(=O)(=O)c1ccccc1-c1ccc(CN2CCN(C)CC2)cc1,Reductive_amination / C_N_Coupling / Chan_Lam_C_N_Coupling / Suzuki_miyaura,|Ar-B(OH)2|Ar-Br|Ar-CHO|Ar-SO2Cl|R2CH-NHR|RCH2-NHR -> Bn-NR2|RCH2-NR2 | spectators: CH3-NR2|RCH2-NR2|RCH2-OR | events: LGDisp+C-N+C-C | reaction_types: Reductive_amination+C_N_Coupling+Chan_Lam_C_N_Coupling+Suzuki_miyaura
CON(C)C(=O)[C@H](CC(=O)OC(C)(C)C)NC(=O)OCC1c2ccccc2-c2ccccc21.Cl.NNC(N)=O>>CC(C)(C)OC(=O)C[C@@H](C=NNC(N)=O)NC(=O)OCC1c2ccccc2-c2ccccc21,Unknown,|Alkyl-NRCOR|Inorganic|R2CH-CONR2|R_acidic-H|Unclassified-Reactant -> [] | spectators: Ar-Alkyl|Ar-Ar|RCH2-CO2R
C1COCCN1.O=Cc1ccc(C#Cc2ccc(OC3CCCCO3)cc2)cc1>>C(#Cc1ccc(OC2CCCCO2)cc1)c1ccc(CN2CCOCC2)cc1,Reductive_amination,|Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 | spectators: Ar-Alkynyl|Ar-OR|RCH2-OR
O=Cc1ccccn1.COC(=O)[C@H](CC(C)C)NC(=O)c1ccc(N)cc1-c1cccc2ccccc12.Cl>>COC(=O)[C@H](CC(C)C)NC(=O)c1ccc(NCc2ccccn2)cc1-c1cccc2ccccc12,Reductive_amination,|Ar-CHO|Ar-NH2|Inorganic -> Bn-NHR | spectators: Alkyl-NHCOR|Ar-Ar|Ar-CONHR|HeteroAr-H|Pyridine|R2CH-CO2R|R_acidic-H
O=Cc1ccc(F)cc1.COC(=O)[C@@H]1CCC[C@@H]1N>>COC(=O)[C@H]1CCC[C@H]1NCc1ccc(F)cc1,Reductive_amination,|Ar-CHO|R2CH-NH2 -> Bn-NHR|R2CH-NHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Ar-F|R2CH-CO2R|R_acidic-H
NCc1ccsc1.C[C@H](CCNC(=O)OC(C)(C)C)N1CCC(=O)CC1>>C[C@H](CCNC(=O)OC(C)(C)C)N1CCC(NCc2ccsc2)CC1,Reductive_amination,|Bn-NH2|RCH2-COR|R_acidic-H -> Bn-NHR|R2CH-NHR | spectators: HeteroAr-H|R2CH-NR2|RCH2-NR2|Thiophene
CC(C=O)Cc1ccc(C(C)(C)C)cc1.C1COCCN1>>CC(Cc1ccc(C(C)(C)C)cc1)CN1CCOCC1,Reductive_amination,|R2CH-CHO|RCH2-NHR|R_acidic-H -> RCH2-NR2 | spectators: Ar-Alkyl|RCH2-OR
O=CCCl.CCOC(=O)C(C)NCc1ccccc1>>CCOC(=O)C(C)N(CCCl)Cc1ccccc1,Reductive_amination,|Bn-NHR|R2CH-NHR|RCH2-CHO -> Bn-NR2|R2CH-NR2|RCH2-NR2 | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: R2CH-CO2R|RCH2-Cl|R_acidic-H
N#Cc1ccc(N=C=O)cc1.CC(C)(C)OC(=O)N1CCNCC1.CC(C)(C)OC(=O)N1CCC[C@@H](C=O)C1>>CC(C)(C)OC(=O)N1CCC[C@@H](CN2CCN(C(=O)Nc3ccc(C#N)cc3)CC2)C1,Reductive_amination,|R2CH-CHO|RCH2-NHR|R_acidic-H -> RCH2-NR2 | spectators: Ar-CN
O=Cc1cccc(C(F)(F)F)c1.COC(=O)[C@@H]1CCC[C@@H]1N>>COC(=O)[C@@H]1CCC[C@@H]1NCc1cccc(C(F)(F)F)c1,Reductive_amination,|Ar-CHO|R2CH-NH2 -> Bn-NHR|R2CH-NHR | spectators: Ar-CF3|R2CH-CO2R|R_acidic-H
O=Cc1ccc(C2CCCCC2)cc1.Nc1ccc(C(=O)OCc2ccccc2)c(OCc2ccccc2)c1>>O=C(OCc1ccccc1)c1ccc(NCc2ccc(C3CCCCC3)cc2)cc1OCc1ccccc1,Reductive_amination,|Ar-CHO|Ar-NH2 -> Bn-NHR | spectators: Ar-Alkyl|Ar-CO2R|Ar-OR|Bn-OR
N#Cc1ccc(C=O)cc1.N[C@H]1CC[C@@H](C(c2ccccc2)c2ccccc2)NC1>>N#Cc1ccc(CN[C@H]2CC[C@@H](C(c3ccccc3)c3ccccc3)NC2)cc1,Reductive_amination,|Ar-CHO|R2CH-NH2 -> Bn-NHR|R2CH-NHR | spectators: Ar-Alkyl|Ar-CN|R2CH-NHR|RCH2-NHR
O=C1CCCC1.C=C1CN(S(=O)(=O)c2ccc(C)cc2)CCCNCCCN(S(=O)(=O)c2ccc(C)cc2)C1.Cl>>C=C1CN(S(=O)(=O)c2ccc(C)cc2)CCCN(C2CCCC2)CCCN(S(=O)(=O)c2ccc(C)cc2)C1,Reductive_amination,|Inorganic|RCH2-COR|RCH2-NHR|R_acidic-H -> R2CH-NR2|RCH2-NR2 | spectators: Ar-Alkyl|Ar-SO2NR2
O=Cc1cn[nH]c1.Nc1ccccc1C(=O)c1n[nH]c2ccccc12>>O=C(c1ccccc1NCc1cn[nH]c1)c1n[nH]c2ccccc12,Reductive_amination,|Ar-CHO|Ar-NH2 -> Bn-NHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Ar-COR|AromN-H|HeteroAr-H|Pyrazole
Nc1cccc(Cc2ccccc2)c1.COP(=O)(OC)C(F)C/C=C(\C)CC/C=C(\C)C=O>>COP(=O)(OC)C(F)C/C=C(\C)CC/C=C(\C)CNc1cccc(Cc2ccccc2)c1,Reductive_amination,|Alkenyl-CHO|Ar-NH2 -> RCH2-NHR | spectators: Ar-Alkyl|R2CH-F
Nc1ccccc1CCCO.Cc1ccc(O)c(Cn2c(NCCCN3CCOCC3)nc3ccc(C=O)cc32)n1>>Cc1ccc(O)c(Cn2c(NCCCN3CCOCC3)nc3ccc(CNc4ccccc4CCCO)cc32)n1,Reductive_amination,|Ar-CHO|Ar-NH2 -> Bn-NHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Alkyl-AromN|Ar-Alkyl|HeteroAr-H|HeteroAr-NHR|HeteroAr-OH|Pyridine|RCH2-NHR|RCH2-NR2|RCH2-OH|RCH2-OR
CN.Cl.O=C1CC=C(c2c[nH]c3ccc([N+](=O)[O-])cc23)CC1>>CNC1CC=C(c2c[nH]c3ccc([N+](=O)[O-])cc23)CC1,Reductive_amination,|CH3-NH2|Inorganic|RCH2-COR -> R2CH-NHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Ar-Alkenyl|Ar-NO2|AromN-H|HeteroAr-H|Indole
c1ccc(CN2CCNCC2)cc1.CC(C)N1CCC(Oc2ccc(C=O)cc2)CC1>>CC(C)N1CCC(Oc2ccc(CN3CCN(Cc4ccccc4)CC3)cc2)CC1,Reductive_amination,|Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 | spectators: Ar-OR|Bn-NR2|R2CH-NR2|RCH2-NR2
COC(=O)C1CCCC1=O.NCCC1CC1>>COC(=O)[C@H]1CCC[C@H]1NCCC1CC1,Reductive_amination,|RCH2-COR|RCH2-NH2 -> R2CH-NHR|RCH2-NHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: R2CH-CO2R|R_acidic-H
O=Cc1cc2c(nn1)OCCO2.COc1cnc2ccc(F)c(C[C@H](O)[C@@H]3CC[C@@H](N)CO3)c2n1>>COc1cnc2ccc(F)c(C[C@H](O)[C@@H]3CC[C@@H](NCc4cc5c(nn4)OCCO5)CO3)c2n1,Reductive_amination,|Ar-CHO|R2CH-NH2 -> Bn-NHR|R2CH-NHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Ar-Alkyl|Ar-OR|HeteroAr-F|HeteroAr-H|Pyrimidine|R2CH-OH|RCH2-OR
Nc1cccnc1N.CC(C)(C)OC(=O)N1CCC(=O)CC1>>CC(C)(C)OC(=O)N1CCC(Nc2cccnc2N)CC1,Event:C-N,|HeteroAr-NH2|RCH2-COR|R_acidic-H -> HeteroAr-NHR | spectators: Ar-NH2|HeteroAr-H|Pyridine
NC(c1ccccc1)c1ccccc1.COC(=O)C[C@@H](OCC=O)C(=O)OC>>COC(=O)C[C@@H](OCCNC(c1ccccc1)c1ccccc1)C(=O)OC,Reductive_amination,|R2CH-NH2|RCH2-CHO|R_acidic-H -> R2CH-NHR|RCH2-NHR | spectators: Ar-Alkyl|R2CH-CO2R|RCH2-CO2R|RCH2-OR
CC(C)(C)c1ccc(C=O)cc1.NCCCNC(=O)Nc1ccc(C(F)(F)F)cc1>>CC(C)(C)c1ccc(CNCCCNC(=O)Nc2ccc(C(F)(F)F)cc2)cc1,Reductive_amination,|Ar-CHO|RCH2-NH2 -> Bn-NHR|RCH2-NHR | spectators: Ar-Alkyl|Ar-CF3|Ar-Urea
NC(=O)c1ccc(Oc2ccc(C=O)cc2)cc1.O=C1N(C2CCCCC2)C[C@@H](c2ccccc2)N1C1CCNCC1>>NC(=O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCCCC5)C[C@H]4c4ccccc4)CC3)cc2)cc1,Reductive_amination,|Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 | spectators: Ar-Alkyl|Ar-CONH2|Ar-OR|R2CH-LactamN|RCH2-LactamN
CCNC(=O)c1ccc(N2CCNCC2)cc1.Cc1cc(C=O)cc2c1OC(C)C(=O)N2>>CCNC(=O)c1ccc(N2CCN(Cc3cc(C)c4c(c3)NC(=O)C(C)O4)CC2)cc1,Reductive_amination,|Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Alkyl-NHCOR|Ar-Alkyl|Ar-CONHR|Ar-NHCOR|Ar-NR2|Ar-OR|R_acidic-H
O=Cc1cccnc1.COc1ccc2c(OCCCN3CCNCC3)c(-c3ccccc3)c(=O)oc2c1>>COc1ccc2c(OCCCN3CCN(Cc4cccnc4)CC3)c(-c3ccccc3)c(=O)oc2c1,Reductive_amination,|Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Ar-Ar|Ar-OR|HeteroAr-H|Pyridine|RCH2-NR2
O=Cc1cc(Br)cc(Br)c1O.Nc1ccc2oc(-c3ccccc3)cc(=O)c2c1.C=O>>O=c1cc(-c2ccccc2)oc2ccc(N3COc4c(Br)cc(Br)cc4C3)cc12,Multi-Event:Ann+C-N,|Ar-CHO|HeteroAr-NH2|Unclassified-Reactant -> Ar-NR2 | bond_formed: C-N; C-N | bond_formed_labeled: C-N; C-N | spectators: Ar-Ar|Ar-Br|HeteroAr-H | events: Ann+C-N
C1COCCN1.CC(C=O)=Cc1ccc(C(C)(C)C)cc1>>CC(Cc1ccc(C(C)(C)C)cc1)CN1CCOCC1,Reductive_amination,|Alkenyl-CHO|Ar-Alkenyl|RCH2-NHR -> RCH2-NR2 | spectators: Ar-Alkyl|RCH2-OR
O=C1CCCCC1.NC[C@@H](O)Cn1c2ccc(Br)cc2c2cc(Br)ccc21>>O[C@H](CNC1CCCCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,Reductive_amination,|RCH2-COR|RCH2-NH2 -> R2CH-NHR|RCH2-NHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Alkyl-AromN|HeteroAr-Br|HeteroAr-H|R2CH-OH
CCOC(=O)C1(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)CCN(C(=O)OC(C)(C)C)CC1.C=O>>CCOC(=O)C1(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)CCN(C)CC1,Unknown,|Unclassified-Reactant -> CH3-NR2|RCH2-NR2 | spectators: Ar-OR|Ar-SR|R3C-CO2R|R3C-SO2R
CCNCC.N#Cc1ccc2c([C@H]3C[C@@H]3C=O)cccc2c1>>CCN(CC)C[C@H]1C[C@@H]1c1cccc2cc(C#N)ccc12,Reductive_amination,|R2CH-CHO|RCH2-NHR|R_acidic-H -> RCH2-NR2 | spectators: Ar-Alkyl|Ar-CN
C=O.OCCNCC1(SSC2(CNCCO)CCCCC2)CCCCC1>>CN(CCO)CC1(SSC2(CN(C)CCO)CCCCC2)CCCCC1,Event:C-N,|RCH2-NHR|Unclassified-Reactant -> CH3-NR2|RCH2-NR2 | bond_formed: C-N; C-N | bond_formed_labeled: C-N; C-N | bond_broken: C-O | spectators: RCH2-OH
CCC=O.CCCNc1c(CC)nn2c(Br)cccc12>>CCCN(CCC)c1c(CC)nn2c(Br)cccc12,Reductive_amination,|HeteroAr-NHR|RCH2-CHO|RCH2-NHR -> RCH2-NR2 | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Ar-Alkyl|HeteroAr-Br|HeteroAr-H|Pyrazole|Pyridine
CC(C)(C)OC(=O)NCCCN.CN1c2cccnc2N(C)c2nc(C=O)ccc21>>CN1c2cccnc2N(C)c2nc(CNCCCNC(=O)OC(C)(C)C)ccc21,Reductive_amination,|Ar-CHO|RCH2-NH2 -> Bn-NHR|RCH2-NHR | spectators: Ar-NR2|CH3-NR2|HeteroAr-H|Pyridine
Nc1cccnc1N.O=Cc1cccc(B(O)O)c1>>Nc1ncccc1NCc1cccc(B(O)O)c1,Event:C-N,|Ar-CHO|HeteroAr-NH2 -> HeteroAr-NHR | spectators: Ar-B(OH)2|Ar-NH2|HeteroAr-H|Pyridine
CC(C)(C)[S@](N)=O.O=C1CC(CF)(CF)Oc2cc(Cl)ccc21>>CC(C)(C)[S@@](=O)N[C@@H]1CC(CF)(CF)Oc2cc(Cl)ccc21.CC(C)(C)[S@@](=O)N[C@H]1CC(CF)(CF)Oc2cc(Cl)ccc21,Reduction_carbonyl,|Alkyl-H|Ar-COR|R_acidic-H -> Ar-Alkyl | spectators: Ar-Cl|Ar-OR|RCH2-F | events: Ann+C-N+C-O+C-C
O=C(O)/C=C/c1cccs1.Fc1ccc(C(OCCC2CCNCC2)c2ccc(F)cc2)cc1.O=C(O)C(=O)O>>Fc1ccc(C(OCCC2CCN(C/C=C/c3cccs3)CC2)c2ccc(F)cc2)cc1,Michael_addition,|Acyl-CO2H|Alkenyl-CO2H|RCH2-NHR -> RCH2-NR2 | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Ar-Alkenyl|Ar-Alkyl|Ar-F|HeteroAr-H|RCH2-OR|Thiophene | events: Amid+C-N
O=CC=O.CCNC(C)(C)C(C)(C)O>>CCN1CC(=O)OC(C)(C)C1(C)C,Multi-Event:Ann+C-N,|R3C-NHR|RCH2-NHR|Unclassified-Reactant -> R3C-NR2|RCH2-CO2R|RCH2-NR2|R_acidic-H | bond_formed: C-N | bond_formed_labeled: C-N | events: Ann+C-N
C=O.CCCNCCC(O)(P(=O)(O)O)P(=O)(O)O>>CCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,Event:C-N,|RCH2-NHR|Unclassified-Reactant -> CH3-NR2|RCH2-NR2 | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: R3C-OH
O=P(O)(O)C(O)(CCNCCCSc1ccccc1)P(=O)(O)O.C=O>>CN(CCCSc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,Event:C-N,|RCH2-NHR|Unclassified-Reactant -> CH3-NR2|RCH2-NR2 | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Ar-SR|R3C-OH
COC(=O)C(CCC(C)=O)C(=O)OC>>COC(=O)C1CC[C@@H](C)NC1=O,Multi-Event:Ann+C-N,|RCH2-COR -> Alkyl-NHCOR | bond_formed: C-N; C-N | bond_formed_labeled: C-N; C-N | bond_broken: C-O | spectators: R2CH-CO2R|R_acidic-H | events: Ann+C-N
C=O.CC[C@@H](C)[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O>>CC[C@@H](C)[C@@H](NC)C(=O)O,Unknown,|Ar-Alkyl|Ar-Ar|Unclassified-Reactant -> CH3-NHR|R2CH-NHR | spectators: R2CH-CO2H|R_acidic-H
C=O.NCC1(CC(=O)O)CCCCC1>>CN(C)CC1(CC(=O)O)CCCCC1,Event:C-N,|RCH2-NH2|Unclassified-Reactant -> CH3-NR2|RCH2-NR2 | bond_formed: C-N; C-N | bond_formed_labeled: C-N; C-N | bond_broken: C-O | spectators: RCH2-CO2H|R_acidic-H
