reaction_smiles,detected_reaction_type,reaction_key
O=CCCc1ccccc1.C[Si](C)(C)O/C(=C\F)c1ccccc1>>O=C(c1ccccc1)[C@H](F)[C@H](O)CCc1ccccc1,Wacker_oxidation,|Alkenyl-F|Alkyl-Si*|Ar-Alkenyl|RCH2-CHO -> Ar-COR | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: O-Si | spectators: Ar-Alkyl|R_acidic-H
O=Cc1ccc(Cl)cc1.C[Si](C)(C)Oc1ccco1>>O=C1C=C[C@@H]([C@@H](O)c2ccc(Cl)cc2)O1.O=C1C=C[C@@H]([C@H](O)c2ccc(Cl)cc2)O1,Reduction_carbonyl,|Alkyl-Si*|Ar-CHO|HeteroAr-H -> Ar-Alkyl|R2CH-OH | spectators: Ar-Cl | events: Ann+C-O+C-C
O=Cc1nccs1.COC(O[Si](C)(C)C)=C(C)C>>COC(=O)C(C)(C)C(O)c1nccs1,Reduction_carbonyl,|Alkenyl-OR|Alkyl-Si*|Ar-CHO -> Ar-Alkyl|R2CH-OH | spectators: HeteroAr-H|Thiazole
O=Cc1ccccc1.CC=C(O[Si](C)(C)C)c1ccccc1>>CC(C(=O)c1ccccc1)C(O)c1ccccc1,Reduction_carbonyl,|Alkyl-Si*|Ar-Alkenyl|Ar-CHO -> Ar-Alkyl|R2CH-OH
C=C(O[Si](C)(C)C)c1ccccc1.O=C/C=C/c1ccccc1>>O=C(CC(O)/C=C/c1ccccc1)c1ccccc1,Wacker_oxidation,|Alkenyl-CHO|Alkyl-Si*|Ar-Alkenyl -> Ar-COR
O=Cc1ccccc1.CC(C)=C(O[Si](C)(C)C)c1ccccc1>>CC(C)(C(=O)c1ccccc1)C(O)c1ccccc1,Reduction_carbonyl,|Alkyl-Si*|Ar-Alkenyl|Ar-CHO -> Ar-Alkyl|R2CH-OH
Cc1cccc(C=O)c1.C[Si](C)(C)OC1=CCCC1>>Cc1cccc([C@H](O[Si](C)(C)C)[C@H]2CCCC2=O)c1,Reduction_carbonyl,|Ar-CHO -> Ar-Alkyl | spectators: Alkyl-Si*|Ar-Alkyl
COC(OC)OC.C=C(O[Si](C)(C)C)c1ccccc1>>COC(CC(=O)c1ccccc1)OC,Wacker_oxidation,|Alkyl-Si*|Ar-Alkenyl -> Ar-COR | spectators: R2CH-OR
O=Cc1ccc2ccccc2c1.COC(O[Si](C)(C)C)=C(C)C>>COC(=O)C(C)(C)C(O[Si](C)(C)C)c1ccc2ccccc2c1,Reduction_carbonyl,|Alkenyl-OR|Ar-CHO -> Ar-Alkyl | spectators: Alkyl-Si*
O=Cc1ccccc1.C/C=C(\O[Si](C)(C)C)c1ccc(-c2ccccc2)cc1>>C[C@@H](C(=O)c1ccc(-c2ccccc2)cc1)[C@@H](O)c1ccccc1,Reduction_carbonyl,|Alkyl-Si*|Ar-Alkenyl|Ar-CHO -> Ar-Alkyl|R2CH-OH | spectators: Ar-Ar
O=Cc1ccc([N+](=O)[O-])cc1.COC(O[Si](C)(C)C)=C(C)C>>COC(=O)C(C)(C)[C@H](O)c1ccc([N+](=O)[O-])cc1,Reduction_carbonyl,|Alkenyl-OR|Alkyl-Si*|Ar-CHO -> Ar-Alkyl|R2CH-OH | spectators: Ar-NO2
CC(C)c1cc(C(C)C)c(S(=O)c2c(C=O)ccc3ccccc23)c(C(C)C)c1.C=C(O[Si](C)(C)C)SC(C)(C)C>>CC(C)c1cc(C(C)C)c([S@@](=O)c2c([C@@H](O)CC(=O)SC(C)(C)C)ccc3ccccc23)c(C(C)C)c1,Reduction_carbonyl,|Alkenyl-SR|Alkyl-Si*|Ar-CHO -> R2CH-OH | spectators: Ar-Alkyl|Ar-SR
O=Cc1ccc([N+](=O)[O-])cc1.C=C(O[Si](C)(C)C)c1ccccc1>>O=C(CC(O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,Reduction_carbonyl,|Alkyl-Si*|Ar-Alkenyl|Ar-CHO -> Ar-Alkyl|R2CH-OH | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: O-Si | spectators: Ar-NO2
COC(=O)C(=O)c1ccccc1.C=CC=C(OC(C)(C)C)O[Si](C)(C)C(C)(C)C>>COC(=O)[C@](O)(C/C=C/C(=O)OC(C)(C)C)c1ccccc1,Reduction_carbonyl,|Alkenyl-Alkenyl|Alkenyl-OR|Alkyl-Si*|Ar-COR -> Ar-Alkyl|R3C-OH
C=C(O[Si](C)(C)C)c1ccccc1.CCCC(CC=O)N=[N+]=[N-]>>CCC[C@@H](C[C@@H](O)CC(=O)c1ccccc1)N=[N+]=[N-],Wacker_oxidation,|Alkyl-Si*|Ar-Alkenyl|RCH2-CHO -> Ar-COR | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: O-Si | spectators: R2CH-N3|R_acidic-H
Cc1ccc(C=O)cc1.COC(O[Si](C)(C)C)=C(C)C>>COC(=O)C(C)(C)[C@@H](O)c1ccc(C)cc1,Reduction_carbonyl,|Alkenyl-OR|Alkyl-Si*|Ar-CHO -> R2CH-OH | spectators: Ar-Alkyl
C/C(C=O)=C\c1ccccc1.C=C(OC(C)C)O[Si](C)(C)C(C)(C)C>>C/C(=C\c1ccccc1)[C@@H](CC(=O)OC(C)C)O[Si](C)(C)C(C)(C)C,Event:C-C,|Alkenyl-CHO|Alkenyl-OR -> RCH2-CO2R|R_acidic-H | spectators: Alkyl-Si*|Ar-Alkenyl
COC(=O)C(C)=O.C[Si](C)(C)Oc1ccco1>>COC(=O)[C@@](C)(O)[C@@H]1C=CC(=O)O1,Reduction_carbonyl,|Alkyl-COR|Alkyl-Si* -> R3C-OH | bond_formed: C-C(ar) | bond_formed_labeled: C-C(ar) | bond_broken: O-Si
O=Cc1ccc([N+](=O)[O-])cc1.C[Si](C)(C)OC(=C(F)F)[Si](c1ccccc1)(c1ccccc1)c1ccccc1>>O=C(C(F)(F)C(O)c1ccc([N+](=O)[O-])cc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,Reduction_carbonyl,|Alkenyl-F|Alkenyl-Si*|Alkyl-Si*|Ar-CHO -> Ar-Alkyl|R2CH-OH | spectators: Ar-NO2|Ar-Si*
O=CC=Cc1ccccc1.C=C(OCC)O[Si](C)(C)C(C)(C)C>>CCOC(=O)CC(C=Cc1ccccc1)O[Si](C)(C)C(C)(C)C,Event:C-C,|Alkenyl-CHO|Alkenyl-OR -> RCH2-CO2R|R_acidic-H | spectators: Alkyl-Si*|Ar-Alkenyl
O=Cc1ccc(Cl)cc1.C=C(O[Si](C)(C)C)c1ccccc1>>O=C(C[C@@H](O)c1ccc(Cl)cc1)c1ccccc1,Reduction_carbonyl,|Alkyl-Si*|Ar-Alkenyl|Ar-CHO -> Ar-Alkyl|R2CH-OH | spectators: Ar-Cl
CCC(=O)C(=O)OC.C[Si](C)(C)Oc1ccco1>>CC[C@](O)(C(=O)OC)[C@H]1C=CC(=O)O1,Reduction_carbonyl,|Alkyl-Si*|RCH2-COR -> R3C-OH | bond_formed: C-C(ar) | bond_formed_labeled: C-C(ar) | bond_broken: O-Si
O=Cc1cccc([N+](=O)[O-])c1.C=C(O[Si](C)(C)C)c1ccccc1>>O=C(C[C@@H](O)c1cccc([N+](=O)[O-])c1)c1ccccc1,Reduction_carbonyl,|Alkyl-Si*|Ar-Alkenyl|Ar-CHO -> Ar-Alkyl|R2CH-OH | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: O-Si | spectators: Ar-NO2
Cc1ccc(S(=O)(=O)N=Cc2ccc(Cl)cc2)cc1.C/C=C(\O[Si](C)(C)C)c1ccccc1>>Cc1ccc(S(=O)(=O)N[C@H](c2ccc(Cl)cc2)[C@@H](C)C(=O)c2ccccc2)cc1,Wacker_oxidation,|Alkyl-Si*|Ar-Alkenyl|Ar-C=N -> Ar-COR | spectators: Ar-Alkyl|Ar-Cl
O=Cc1ccccc1.C/C=C(\CC)O[Si](C)(C)C>>CCC(=O)[C@H](C)[C@@H](O)c1ccccc1,Reduction_carbonyl,|Alkyl-Si*|Ar-CHO -> Ar-Alkyl|R2CH-OH | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: O-Si
Cc1ccccc1C=O.C=C1C=C(O[Si](C)(C)C)OC(C)(C)O1>>Cc1ccccc1C(O)CC1=CC(=O)OC(C)(C)O1,Reduction_carbonyl,|Alkenyl-Alkenyl|Alkyl-Si*|Ar-CHO -> R2CH-OH | spectators: Alkenyl-OR|Ar-Alkyl
Cc1ccc(C=O)nc1.COC(O[Si](C)(C)C)=C(C)C>>COC(=O)C(C)(C)C(O)c1ccc(C)cn1,Reduction_carbonyl,|Alkenyl-OR|Alkyl-Si*|Ar-CHO -> R2CH-OH | spectators: Ar-Alkyl|HeteroAr-H|Pyridine
O=Cc1ccc(Cl)cc1.C[Si](C)(C)O/C(=C\F)c1ccccc1>>O=C(c1ccccc1)C(F)C(O)c1ccc(Cl)cc1,Reduction_carbonyl,|Alkenyl-F|Alkyl-Si*|Ar-Alkenyl|Ar-CHO -> Ar-Alkyl|R2CH-OH | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: O-Si | spectators: Ar-Cl
COC(=O)C(=O)C(C)C.C=C(O[Si](C)(C)C)c1ccccc1>>COC(=O)[C@@](O)(CC(=O)c1ccccc1)C(C)C,Wacker_oxidation,|Alkyl-Si*|Ar-Alkenyl|R2CH-COR -> Ar-COR | spectators: R_acidic-H
O=Cc1cccnc1.C=C(/C=C/OC)O[Si](C)(C)C>>COC=CC(=O)CC(O[Si](C)(C)C)c1cccnc1,Wacker_oxidation,|Alkenyl-Alkenyl|Ar-CHO -> Alkenyl-COR | spectators: Alkenyl-OR|Alkyl-Si*|HeteroAr-H|Pyridine
O=C(c1ccccc1)C(F)(F)F.COC(O[Si](C)(C)C)=C(C)C>>COC(=O)C(C)(C)C(O[Si](C)(C)C)(c1ccccc1)C(F)(F)F,Reduction_carbonyl,|Alkenyl-OR|Alkyl-F|Ar-COR -> Ar-Alkyl | spectators: Alkyl-Si*
COC(O[Si](C)(C)C)=C(C)C.COc1ccc(COCC[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)C=O)cc1>>COC(=O)C(C)(C)[C@@H](O)[C@H](C)[C@H](CCOCc1ccc(OC)cc1)O[Si](C)(C)C(C)(C)C,Reduction_carbonyl,|Alkenyl-OR|Alkyl-Si*|R2CH-CHO|R_acidic-H -> R2CH-OH | spectators: Ar-OR|Bn-OR
O=C1OC(O)C(Cl)=C1Cl.C=C(O[Si](C)(C)C)c1ccccc1>>O=C1OC(CC(=O)c2ccccc2)C(Cl)=C1Cl,Wacker_oxidation,|Alkyl-Si*|Ar-Alkenyl|R2CH-OH -> Ar-COR | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O; O-Si | spectators: Alkenyl-CO2R|Alkenyl-Cl
CCOC(=O)C(=O)C(=O)OCC.C[Si](C)(C)OC1=CCCc2ccccc21>>CCOC(=O)C(O)(C(=O)OCC)[C@H]1CCc2ccccc2C1=O,Wacker_oxidation,|Alkyl-Si*|Ar-Alkenyl -> Ar-COR | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: O-Si | spectators: Ar-Alkyl
CCC(=O)C(=O)OC.C=C(O[Si](C)(C)C)c1ccccc1>>CC[C@@](O)(CC(=O)c1ccccc1)C(=O)OC,Wacker_oxidation,|Alkyl-Si*|Ar-Alkenyl|RCH2-COR -> Ar-COR | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: O-Si | spectators: R_acidic-H
O=Cc1ccccc1.C[Si](C)(C)OC1=CCCCC1>>O=C1CCCC[C@H]1[C@@H](O)c1ccccc1.O=C1CCCC[C@@H]1[C@@H](O)c1ccccc1,Reduction_carbonyl,|Alkyl-Si*|Ar-CHO -> Ar-Alkyl|R2CH-OH | events: Ann+C-O+C-C
O=CC=Cc1ccccc1.CC=C(O[Si](C)(C)C)c1ccccc1>>CC(C(=O)c1ccccc1)C(O)C=Cc1ccccc1,Reduction_carbonyl,|Alkenyl-CHO|Alkyl-Si* -> R2CH-OH | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: O-Si | spectators: Ar-Alkenyl
O=Cc1ccc([N+](=O)[O-])cc1.C=C(O[Si](C)(C)C)c1ccccc1>>C[Si](C)(C)OC(CC(=O)c1ccccc1)c1ccc([N+](=O)[O-])cc1,Wacker_oxidation,|Ar-Alkenyl|Ar-CHO -> Ar-COR | spectators: Alkyl-Si*|Ar-NO2
O=Cc1cccc2ccccc12.C[Si](C)(C)OC1=CCCCC1>>O=C1CCCC[C@@H]1[C@H](O)c1cccc2ccccc12,Reduction_carbonyl,|Alkyl-Si*|Ar-CHO -> Ar-Alkyl|R2CH-OH
O=Cc1ccc([N+](=O)[O-])cc1.CCO/C(=C\F)O[Si](C)(C)C>>CCOC(=O)C(F)C(O)c1ccc([N+](=O)[O-])cc1,Reduction_carbonyl,|Alkenyl-F|Alkenyl-OR|Alkyl-Si*|Ar-CHO -> Ar-Alkyl|R2CH-OH | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: O-Si | spectators: Ar-NO2
