reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes,predicted_reaction_type,predicted_reaction_confidence,predicted_reaction_key,predicted_reaction_key_quality_level,predicted_reaction_key_quality_score,predicted_mapping_warning,prediction_error
31-538-CAS-10081306,Clemmensen reduction,,,,O=C(/C=C/c1ccccc1)c1ccccc1>>c1ccc(CCCc2ccccc2)cc1,"Gazzetta Chimica Italiana (1993), 123(1), 25-9",614-47-1,1081-75-0,7447-41-8,,,,,,,,,1,1,,,,,,,,"ACETIC ACID, ZN",Michael_addition,0.0,|Alkenyl-COR|Ar-Alkenyl -> Ar-Alkyl,high,0.85,1,
31-538-CAS-10135358,Clemmensen reduction,,,,CC(=O)c1ccc(Br)cc1>>CCc1ccc(Br)cc1,"Journal of the Chemical Society, Chemical Communications (1986), (12), 893-4",1522093-40-8,1939149-51-5,"7440-66-6, 7647-01-0",,,,,,,,,1,1,,,,,,,,,Unknown,0.0,|Ar-COR -> Ar-Alkyl | bond_broken: C-O | spectators: Ar-Br,high,1.0,0,
31-538-CAS-10278981,Clemmensen reduction,80,,,O=C1CCCCCCCCCCC(=O)OCCC1>>O=C1CCCCCCCCCCCCCCO1,"Zhurnal Organicheskoi Khimii (1987), 23(2), 296-8",38223-29-9,106-02-5,"7440-66-6, 7647-01-0",,71-43-2,,,,,,,1,1,80,,,,,,,,Unknown,0.0,|RCH2-COR -> [] | bond_broken: C-O | spectators: RCH2-CO2R|R_acidic-H,medium,0.55,0,
31-538-CAS-10418519,Clemmensen reduction,,,,O=C(/C=C/c1ccccc1)c1ccccc1>>C(=C/c1ccccc1)\Cc1ccccc1,"Gazzetta Chimica Italiana (1993), 123(1), 25-9",614-47-1,3412-44-0,7647-01-0,,,,,,,,,1,1,,,,,,,,"ACETIC ACID, ZN",Michael_addition,0.0,|Alkenyl-COR -> Ar-Alkyl | spectators: Ar-Alkenyl,high,0.85,1,
31-538-CAS-10651832,Clemmensen reduction,15,,,O=C(c1ccccc1)[C@@H]1CCCC[C@H]1C(=O)c1ccccc1>>O=C(c1ccccc1)C1CCCCC1Cc1ccccc1,"Tetrahedron (1994), 50(9), 2949-54",104722-26-1,155816-61-8,64-19-7,,,,,,,,,1,1,15,,,,,,,REFLUX,Unknown,0.0,|Ar-COR|R_acidic-H -> Ar-Alkyl | bond_broken: C-O,high,1.0,0,
31-538-CAS-10947802,Clemmensen reduction,18,,,O=C(c1ccccc1)c1ccccc1>>c1ccc(Cc2ccccc2)cc1,"Journal of Organic Chemistry (1991), 56(13), 4269-73",213273-03-1,1939149-54-8,100-42-5,,,,,,,,,1,1,18,,,,,,,,Unknown,0.0,|Ar-COR -> Ar-Alkyl | bond_broken: C-O,high,1.0,0,
31-538-CAS-10973091,Clemmensen reduction,,,,O=C(c1ccccc1)[C@@H]1CCC[C@H]1C(=O)c1ccccc1>>O=C(c1ccccc1)C1CCCC1Cc1ccccc1,"Tetrahedron (1994), 50(9), 2949-54",155816-63-0,155816-58-3,64-19-7,,,,,,,,,1,1,,,,,,,,REFLUX,Unknown,0.0,|Ar-COR|R_acidic-H -> Ar-Alkyl | bond_broken: C-O,high,1.0,0,
31-538-CAS-11059127,Clemmensen reduction,92,,17.0,CC(=O)c1ccccc1>>CCc1ccccc1.C=Cc1ccccc1,"Chemistry & Industry (London, United Kingdom) (1965), (16), 679",98-86-2,"100-41-4, 100-42-5","7439-97-6, 7440-66-6, 7647-01-0",,7732-18-5,,,,,,,1,1,92,,,,,,,Classification: Deoxygenation; Reduction; # Conditions: HCl-20% Zn/Hg; H2O; 17h Rf; # Comments: 2% eliminated product,Wittig_reaction,0.0,|Ar-COR -> Ar-Alkenyl_terminal | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar) | bond_broken: C-O | events: Ann+C-C,high,0.85,0,
31-538-CAS-11121557,Clemmensen reduction,91,,,CN1C(=O)C(C=O)C(=O)N(C)C1=O>>CC1C(=O)N(C)C(=O)N(C)C1=O,"Tetrahedron Letters (2003), 44(10), 2203-2210",1305197-12-9,1305197-13-0,"7440-66-6, 7647-01-0",,7732-18-5,,,,,,,1,1,91,,,,,,,,Unknown,0.0,|R2CH-CHO -> [] | bond_broken: C-O | spectators: Alkyl-NRCOR|R2CH-CONR2|R_acidic-H,medium,0.55,0,
31-538-CAS-11140434,Clemmensen reduction,42,,,Cc1ccc2c(c1)C(=O)/C(=C/c1ccc(Cl)cc1)C(c1ccc(Cl)cc1)O2>>Cc1ccc2c(c1)CC(Cc1ccc(Cl)cc1)C(c1ccc(Cl)cc1)O2.Cc1ccc2c(c1)C=C(Cc1ccc(Cl)cc1)C(c1ccc(Cl)cc1)O2,"Journal of the Indian Chemical Society (2008), 85(7), 717-720",2205-86-9,"2348391-65-9, 2348391-66-0","64-19-7, 11146-96-6",,"64-17-5, 7732-18-5",,,,,,,1,1,42,28,,,,,,"modified Clemmensen reduction, product depends on composition of the zinc amalgam, optimized on composition of the zinc amalgam for yield and product selectivity, optimization study, in-situ generated reagent",Michael_addition,0.0,|Alkenyl-COR -> Ar-Alkyl | bond_formed: C(ar)-C(ar); C(ar)-C(ar); C(ar)-Cl; C(ar)-O | bond_formed_labeled: C(ar)-C(ar)[Ar-Alkyl]; C(ar)-C(ar); C(ar)-Cl; C(ar)-O | spectators: Ar-Alkenyl|Ar-Alkyl|Ar-Cl|Ar-OR | events: Ann+C-O+C-C,high,0.85,0,
31-538-CAS-11153182,Clemmensen reduction,49,,,CCCCC(=O)c1c2ccc(c1OC)CCc1ccc(c(O)c1)CC2>>CCC/C=C/c1c2ccc(c1OC)CCc1ccc(c(O)c1)CC2,"Tetrahedron Letters (2001), 42(42), 7527-7529",403-42-9,459-47-2,"16940-66-2, 7647-01-0",,"67-56-1, 7732-18-5",,,,,,,2,1,49,,,,,,,,Wittig_reaction,0.0,|Ar-COR -> Ar-Alkenyl | bond_broken: C-O | spectators: Ar-Alkyl|Ar-OH|Ar-OR,high,1.0,0,
31-538-CAS-11315348,Clemmensen reduction,77,,,O=C1CCCCCCC1>>C1CCCCCCC1,"Synthetic Communications (1988), 18(16-17), 1961-6",950912-56-8,950912-41-1,"10034-85-2, 11146-96-6",,"67-56-1, 7732-18-5",,,,,,,1,1,77,,,,,,,Ultrasonication,Unknown,0.0,|RCH2-COR -> Alkyl-H | bond_broken: C-O,high,1.0,0,
31-538-CAS-11456892,Clemmensen reduction,70,,,CCCCC(=O)c1c2ccc(c1O)CCc1ccc(c(O)c1C(=O)CCCC)CC2>>CCCCCc1c2ccc(c1O)CCc1ccc(c(O)c1CCCCC)CC2,"Tetrahedron Letters (2001), 42(42), 7527-7529",59325-48-3,59325-50-7,"7647-01-0, 11146-96-6",,"64-17-5, 108-88-3",,,,,,,1,1,70,,,,,,,Clemmensen reduction,Unknown,0.0,|Ar-COR -> Ar-Alkyl | bond_broken: C-O | spectators: Ar-Alkyl|Ar-OH,high,1.0,0,
31-538-CAS-11573575,Clemmensen reduction,10,,,O=C(c1ccccc1)[C@@H]1CCC[C@H]1C(=O)c1ccccc1>>c1ccc(CC2CCCC2Cc2ccccc2)cc1,"Tetrahedron (1994), 50(9), 2949-54",155816-63-0,155816-65-2,7647-01-0,,,,,,,,,1,1,10,,,,,,,,Unknown,0.0,|Ar-COR -> Ar-Alkyl | bond_broken: C-O,high,1.0,0,
31-538-CAS-11614023,Clemmensen reduction,98,,,CCCC(=O)c1ccccc1>>CCCCc1ccccc1,"Synthetic Communications (1988), 18(16-17), 1961-6",12088-99-2,12146-78-0,"10034-85-2, 11146-96-6",,"67-56-1, 7732-18-5",,,,,,,1,1,98,,,,,,,Ultrasonication,Unknown,0.0,|Ar-COR -> Ar-Alkyl | bond_broken: C-O,high,1.0,0,
31-538-CAS-11918335,Clemmensen reduction,2,,,O=C(CCCCC(=O)c1ccccc1)c1ccccc1>>O=C(CCCCCc1ccccc1)c1ccccc1,"Tetrahedron (1994), 50(9), 2949-54",712-25-4,4421-33-4,7647-01-0,,,,,,,,,1,1,2,,,,,,,REFLUX,Unknown,0.0,|Ar-COR|R_acidic-H -> Ar-Alkyl | bond_broken: C-O,high,1.0,0,
31-538-CAS-11984510,Clemmensen reduction,72,,,COc1cc(C(C)=O)ccc1O>>CCc1ccc(O)c(OC)c1,"Xiangliao Xiangjing Huazhuangpin (2010), (3), 30-32",99-93-4,123-07-9,"7803-57-8, 1310-58-3, 7647-01-0",,"107-21-1, 7732-18-5",,,,,,,3,1,72,,,,,,,"optimization study, optimized on stoichiometry, Wolff-Kishner reduction",Unknown,0.0,|Ar-COR -> Ar-Alkyl | bond_broken: C-O | spectators: Ar-OH|Ar-OR,high,1.0,0,
31-538-CAS-12151446,Clemmensen reduction,87,,,CCCCCCn1c2cc(CC)c(C(=O)c3ccccc3C(=O)O)cc2c2cc(C(=O)c3ccccc3C(=O)O)c(CC)cc21>>CCCCCCn1c2cc(CC)c(Cc3ccccc3C(=O)O)cc2c2cc(Cc3ccccc3C(=O)O)c(CC)cc21,"Dyes and Pigments (2016), 124133-144",3034087-43-6,3034088-43-9,"7440-66-6, 7789-47-1, 7647-01-0, 7732-18-5",,"7732-18-5, 123-91-1",,,,,,,4,1,87,,,,,,,Clemmensen reduction,Unknown,0.0,|Ar-COR -> Ar-Alkyl | bond_broken: C-O | spectators: Alkyl-AromN|Ar-Alkyl|Ar-CO2H|HeteroAr-H,high,1.0,0,
31-538-CAS-1220641,Clemmensen reduction,75,,,COc1ccc(C(=O)C(C)C)cc1OC>>COc1ccc(CC(C)C)cc1OC,"European Journal of Organic Chemistry (2003), (19), 3735-3743",68209-43-8,186810-18-4,"7440-66-6, 7647-01-0",,"7732-18-5, 108-88-3",,,,,,,4,1,75,,,,,,,Clemmensen reaction,Unknown,0.0,|Ar-COR -> Ar-Alkyl | bond_broken: C-O | spectators: Ar-OR,high,1.0,0,
31-538-CAS-12869,Clemmensen reduction,10,,0.583,CC(=O)C1CCCC(=O)C1>>CC(=O)C1CCCCC1,"Australian Journal of Chemistry (1995), 48(11), 1827-34",3375-38-0,132431-04-0,,,,,,,,,,1,1,10,,,,,,,"35 MIN, ACID",Unknown,0.0,|RCH2-COR -> [] | bond_broken: C-O | spectators: R2CH-COR|R_acidic-H,medium,0.55,0,
31-538-CAS-12963672,Clemmensen reduction,94,,,COCO[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1>>COCO[C@H]1CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC[C@@]4(C)CC[C@@H]32)C1,"Tetrahedron Letters (2010), 51(34), 4534-4537",1291-72-1,1291-76-5,"75-77-4, 7440-66-6, 144-55-8",,"67-56-1, 75-09-2",,,,,,,2,1,94,,,,,,,Clemmensen reduction,Unknown,0.0,|RCH2-COR -> [] | bond_broken: C-O | spectators: RCH2-OR,medium,0.55,0,
31-538-CAS-12993293,Clemmensen reduction,82,,,COc1ccc(C2CC(=O)c3ccccc3O2)cc1>>COc1ccc(C2CCc3ccccc3O2)cc1,"Journal of the Indian Chemical Society (2008), 85(7), 717-720",123-19-3,142-82-5,"64-19-7, 11146-96-6",,"64-17-5, 7732-18-5",,,,,,,1,1,82,,,,,,,"modified Clemmensen reduction, in-situ generated reagent",Unknown,0.0,|Ar-COR -> Ar-Alkyl | bond_broken: C-O | spectators: Ar-Alkyl|Ar-OR,high,1.0,0,
31-538-CAS-1321184,Clemmensen reduction,,,,CC(=O)c1ccccc1>>CCc1ccccc1,"Journal of the Chemical Society, Chemical Communications (1986), (12), 893-4",4136-26-9,51458-29-8,"7440-66-6, 7647-01-0",,,,,,,,,1,1,,,,,,,,,Unknown,0.0,|Ar-COR -> Ar-Alkyl | bond_broken: C-O,high,1.0,0,
31-538-CAS-13234855,Clemmensen reduction,81,,,CC(C)(C)C(=O)c1ccccc1>>CC(C)=C(C)c1ccccc1.CC(C)(C)Cc1ccccc1,"Synthetic Communications (1996), 26(14), 2625-2631",17299-44-4,"16887-26-6, 109323-46-8","64-18-6, 7440-66-6, 7487-94-7, 7647-01-0",,"64-17-5, 7732-18-5",,,,,,,1,1,81,2,,,,,,,Wittig_reaction,0.0,|Ar-COR -> Ar-Alkenyl | events: Ann+C-C,medium,0.7,1,
31-538-CAS-13472441,Clemmensen reduction,88,,,CCCCCC(C)=O>>CCCCCCC,"Synthetic Communications (1988), 18(16-17), 1961-6",67-64-1,74-98-6,"10034-85-2, 11146-96-6",,"67-56-1, 7732-18-5",,,,,,,1,1,88,,,,,,,Ultrasonication,Unknown,0.0,|RCH2-COR -> Alkyl-H | bond_broken: C-O,high,1.0,0,
31-538-CAS-13526725,Clemmensen reduction,97,,,CCCCCCCCCC(=O)C1C(=O)N(C)C(=O)N(C)C1=O>>CCCCCCCCCCC1C(=O)N(C)C(=O)N(C)C1=O,"Tetrahedron Letters (2003), 44(10), 2203-2210",58713-03-4,7391-61-9,"7440-66-6, 7647-01-0",,7732-18-5,,,,,,,1,1,97,,,,,,,,Unknown,0.0,|RCH2-COR -> [] | bond_broken: C-O | spectators: Alkyl-NRCOR|R2CH-CONR2|R_acidic-H,medium,0.55,0,
31-538-CAS-13642688,Clemmensen reduction,90,,,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CCCC[C@]4(C)[C@H]3CC[C@]12C,"Tetrahedron Letters (1993), 34(2), 361-2",3375-38-0,1087-49-6,7440-66-6,,64-19-7,,,,,,,1,1,90,,,,,,,ultrasound,Unknown,0.0,|RCH2-COR -> [] | bond_broken: C-O | spectators: R2CH-COR|R_acidic-H,medium,0.55,0,
31-538-CAS-13706155,Clemmensen reduction,40,,,CC(=O)C1CCC(=O)C1>>CCC1CCC(=O)C1,"Australian Journal of Chemistry (1995), 48(11), 1827-34",155816-63-0,205884-59-9,,,,,,,,,,1,1,40,,,,,,,ACID,Unknown,0.0,|R2CH-COR -> [] | bond_broken: C-O | spectators: RCH2-COR|R_acidic-H,medium,0.55,0,
31-538-CAS-13706533,Clemmensen reduction,30,,,O=C(c1ccccc1)[C@@H]1CCC[C@H]1C(=O)c1ccccc1>>C(=C1CCCC1Cc1ccccc1)c1ccccc1,"Tetrahedron (1994), 50(9), 2949-54",155816-63-0,155816-57-2,64-19-7,,,,,,,,,1,1,30,,,,,,,REFLUX,Wittig_reaction,0.0,|Ar-COR -> Ar-Alkenyl | bond_broken: C-O,high,1.0,0,
31-538-CAS-14048324,Clemmensen reduction,90,,,O=C(CCCCC(=O)c1ccccc1)c1ccccc1>>c1ccc(CCCCCCc2ccccc2)cc1,"Tetrahedron (1994), 50(9), 2949-54",521-18-6,1225-43-0,7647-01-0,,,,,,,,,1,1,90,,,,,,,REFLUX,Unknown,0.0,|Ar-COR -> Ar-Alkyl | bond_broken: C-O,high,1.0,0,
31-538-CAS-15105242,Clemmensen reduction,80,,,CCCCC(CC)Cn1c2cc(CC)c(C(=O)c3ccccc3C(=O)O)cc2c2cc(C(=O)c3ccccc3C(=O)O)c(CC)cc21>>CCCCC(CC)Cn1c2cc(CC)c(Cc3ccccc3C(=O)O)cc2c2cc(Cc3ccccc3C(=O)O)c(CC)cc21,"Dyes and Pigments (2016), 124133-144",487-26-3,494-12-2,"7440-66-6, 7789-47-1, 7647-01-0, 7732-18-5",,"7732-18-5, 123-91-1",,,,,,,4,1,80,,,,,,,Clemmensen reduction,Unknown,0.0,|Ar-COR -> Ar-Alkyl | bond_broken: C-O | spectators: Alkyl-AromN|Ar-Alkyl|Ar-CO2H|HeteroAr-H,high,1.0,0,
31-538-CAS-15367634,Clemmensen reduction,60,,,O=C(c1ccccc1)C1CCCCC1>>C(=C1CCCCC1)c1ccccc1.c1ccc(CC2CCCCC2)cc1,"Synthetic Communications (1996), 26(14), 2625-2631",41019-71-0,"55497-64-8, 80325-83-3","64-18-6, 7440-66-6, 7487-94-7, 7647-01-0",,"64-17-5, 7732-18-5",,,,,,,1,1,60,16,,,,,,,Wittig_reaction,0.0,|Ar-COR -> Ar-Alkenyl | bond_formed: C-C(ar); C-C; C-C | bond_formed_labeled: C-C(ar)[Ar-Alkenyl]; C-C; C-C | bond_broken: C-O | events: Ann+C-C,high,0.85,0,
31-538-CAS-15387094,Clemmensen reduction,88,,,CC(=O)C1C(=O)NC(=O)NC1=O>>CCC1C(=O)NC(=O)NC1=O,"Tetrahedron Letters (2003), 44(10), 2203-2210",17771-33-4,31005-72-8,"7440-66-6, 7647-01-0",,7732-18-5,,,,,,,1,1,88,,,,,,,,Unknown,0.0,|R2CH-COR -> [] | bond_broken: C-O | spectators: R2CH-CONHR|R_acidic-H,medium,0.55,0,
31-538-CAS-15482673,Clemmensen reduction,13,,,CC(=O)CCc1ccccc1>>CCCCc1ccccc1,"Gazzetta Chimica Italiana (1993), 123(1), 25-9",119-53-9,103-29-7,64-19-7,,,,,,,,,1,1,13,,,,,,,,Unknown,0.0,|RCH2-COR -> [] | bond_broken: C-O | spectators: Ar-Alkyl,medium,0.55,0,
31-538-CAS-15495064,Clemmensen reduction,89,,,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CCCC[C@]4(C)[C@H]3CC[C@]12C,"Tetrahedron Letters (1993), 34(2), 361-2",566-88-1,481-21-0,7440-66-6,,64-19-7,,,,,,,1,1,89,,,,,,,ultrasound,Unknown,0.0,|RCH2-COR -> Alkyl-H | bond_broken: C-O,high,1.0,0,
31-538-CAS-15518090,Clemmensen reduction,,,,O=C(c1ccccc1)[C@@H]1CCCC[C@H]1C(=O)c1ccccc1>>c1ccc(CC2CCCCC2Cc2ccccc2)cc1,"Tetrahedron (1994), 50(9), 2949-54",104722-26-1,155816-66-3,64-19-7,,,,,,,,,1,1,,,,,,,,REFLUX,Unknown,0.0,|Ar-COR -> Ar-Alkyl | bond_broken: C-O,high,1.0,0,
31-538-CAS-16770265,Clemmensen reduction,77,,,O=C(CCl)CCl>>ClCCCCl,"Jingxi Huagong (2011), 28(4), 406-409",502-49-8,292-64-8,"7647-01-0, 52374-36-4",,7732-18-5,,,,,,,1,1,77,,,,,,,"Clemmensen Reduction, optimization study, optimized on stoichiometry, solvent",Unknown,0.0,|RCH2-COR -> [] | bond_broken: C-O | spectators: RCH2-Cl,medium,0.55,0,
31-538-CAS-1702692,Clemmensen reduction,77,,,COc1ccc(OCC[C@@]23CC(=O)C[C@@H]2[C@@H](C)CC(=O)N3)cc1>>COc1ccc(OCC[C@@]23CCC[C@@H]2[C@@H](C)CC(=O)N3)cc1,"Tetrahedron Letters (2010), 51(34), 4534-4537",68209-67-6,1274-03-9,"75-77-4, 7440-66-6, 144-55-8",,"67-63-0, 75-09-2",,,,,,,2,1,77,,,,,,,Clemmensen reduction,Unknown,0.0,|RCH2-COR -> [] | bond_broken: C-O | spectators: Alkyl-NHCOR|Ar-OR|RCH2-CONHR|R_acidic-H,medium,0.55,0,
