reaction_smiles,reaction_label,spectator_groups
Clc1cc(Cl)cc(Br)c1.c1ccc(B(O)O)cc1>>Clc1cc(Cl)cc(-c2ccccc2)c1,Ar–Br + Ar–B(OH)2 → Ar–Ar,aryl_halide; aryl_halide
Brc1ccc([N+](=O)[O-])cc1[N+](=O)[O-].c1ccc(B(O)O)cc1>>c1ccc(-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,Ar–Br + Ar–B(OH)2 → Ar–Ar,nitro; nitro
Brc1ccc(C(=O)OCC)cc1.c1ccc(B(O)O)cc1>>CCOC(=O)c1ccc(-c2ccccc2)cc1,Ar–Br + Ar–B(OH)2 → Ar–Ar,ester
Ic1ccc(NC(=O)OC(C)(C)C)cc1.c1ccc(B(O)O)cc1>>CC(C)(C)OC(=O)Nc1ccc(-c2ccccc2)cc1,Ar–I + Ar–B(OH)2 → Ar–Ar,carbamate
Brc1ccc(O[Si](C)(C)C(C)(C)C)cc1.c1ccc(B(O)O)cc1>>CC(C)(C)[Si](C)(C)Oc1ccc(-c2ccccc2)cc1,Ar–Br + Ar–B(OH)2 → Ar–Ar,ether
Brc1ccccc1.C=CB(O)O>>C=Cc1ccccc1,Ar–Br + Alkenyl–B(OH)2 → Ar–Alkenyl,
Ic1ccc(C=O)cc1.C/C=C/B(O)O>>C/C=C/c1ccc(C=O)cc1,Ar–I + Alkenyl–B(OH)2 →,
Brc1ccncc1.C=C(C)B(O)O>>C=C(C)c1ccncc1,HeteroAr–Br + Alkenyl–B(OH)2 → HeteroAr–Alkenyl,heteroaryl_nitrogen
Brc1ccc(OC)cc1.C#CB(O)O>>C#Cc1ccc(OC)cc1,Ar–Br + Alkynyl–B(OH)2 → Ar–Alkynyl,ether
Brc1ccc(Br)cc1CCCCCCCC(=O)O.c1ccc(B(O)O)cc1>>O=C(O)CCCCCCCc1ccc(-c2ccccc2)cc1-c1ccccc1,(Ar–B(OH)2 + R–C(O)–OH) OR (Ar–Br + Ar–B(OH)2) →,
Brc1ccccc1.[K+].[B-](F)(F)(F)c1ccccc1>>c1ccc(-c2ccccc2)cc1,Ar–Br + Ar–BF3K → Ar–Ar,
Clc1ccc(C(F)(F)F)cc1.[K+].[B-](F)(F)(F)c1ccc(OC)cc1>>COc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,Ar–Cl + Ar–BF3K → Ar–Ar,ether
[O-][n+]1ccccc1Br.c1ccc(B(O)O)cc1>>[O-][n+]1ccccc1-c1ccccc1,HeteroAr–Br + Ar–B(OH)2 → HeteroAr–Ar,heteroaryl_nitrogen
BrC1(c2ccccc2)CC1.c1ccc(B(O)O)cc1>>c1ccc(C2(c3ccccc3)CC2)cc1,,
Brc1ccccc1.c1ccc([Sn](C)(C)C)cc1>>c1ccc(-c2ccccc2)cc1,Ar–Br + Ar–SnR3 → Ar–Ar,
Ic1ccncc1.C=C[Sn](C)(C)C>>C=Cc1ccncc1,HeteroAr–I + Alkenyl–SnR3 → HeteroAr–Alkenyl,heteroaryl_nitrogen
Brc1ccccc1.C#Cc1ccccc1>>C(#Cc1ccccc1)c1ccccc1,Ar–Br + R–C≡C–H → Ar–C≡C–R,
Ic1ccncc1.C#CC>>C#Cc1ccncc1,HeteroAr–I + R–C≡C–H →,
Clc1ccc(C#N)cc1.C#CC(C)(C)C>>CC(C)(C)C#Cc1ccc(C#N)cc1,Ar–Cl + R–C≡C–H → Ar–C≡C–R,nitrile
Brc1ccc(OC)cc1.C#Cc1ccccc1>>COc1ccc(C#Cc2ccccc2)cc1,Ar–Br + R–C≡C–H → Ar–C≡C–R,ether
Ic1ccc(C(F)(F)F)cc1.C#C[Si](C)(C)C>>C[Si](C)(C)C#Cc2ccc(C(F)(F)F)cc2,Ar–I + R–C≡C–H → Ar–C≡C–R,
Brc1cccs1.C#Cc1ccccc1>>c1cc(C#Cc2ccccc2)sc1,HeteroAr–Br + R–C≡C–H → HeteroAr–C≡C–R,
Clc1ccncc1.C#CCOC>>COC(C)C#Cc1ccncc1,HeteroAr–Cl + R–C≡C–H →,
Brc(cc1)cc2c1[nH]cc2.C#CC>>CC#Cc(cc3)cc4c3[nH]cc4,Ar–Br + R–C≡C–H → Ar–C≡C–R,
Brc1ccccc1.C=C>>C(=Cc1ccccc1),Ar–Br + H2C=CH2 → Ar–CH=CH2,
Ic1ccc(C=O)cc1.C=CC(=O)OCC>>CCOC(=O)/C=C/c1ccc(C=O)cc1,Ar–I + H2C=CHR1 →,
Brc1ccncc1.C=CC#N>>N#C/C=C/c1ccncc1,HeteroAr–Br + H2C=CHR1 →,
Brc1ccc(OC)cc1.C=CC(=O)OC>>COc1ccc(/C=C/C(=O)OC)cc1,Ar–Br + H2C=CHR1 →,
Ic1ccc2ccccc2c1.C=C>>C(=Cc1ccc2ccccc2c1),Ar–I + H2C=CH2 → Ar–CH=CH2,
Brc1cccs1.C=CC(=O)N>>NC(=O)/C=C/c1cccs1,(HeteroAr–Br + H2C=CHR1) OR (HeteroAr–Br + R–C(O)–NH2) →,
Clc1ccc(C#N)cc1.C=C>>C=Cc1ccc(C#N)cc1,Ar–Cl + H2C=CH2 → Ar–CH=CH2,nitrile
Brc1ccccc1.c1ccc([Zn]Cl)cc1>>c1ccc(-c2ccccc2)cc1,Ar–Br + Ar–ZnX → Ar–Ar,
Ic1ccncc1.C=C[Zn]Br>>C=Cc1ccncc1,HeteroAr–I + Alkenyl–ZnX → HeteroAr–Alkenyl,heteroaryl_nitrogen
Brc1ccc(C(F)(F)F)cc1.c1ccc([Zn]Cl)cc1>>FC(F)(F)c1ccc(-c2ccccc2)cc1,Ar–Br + Ar–ZnX → Ar–Ar,
Clc1ccc(C#N)cc1.CC[Zn]Br>>CCc1ccc(C#N)cc1,Ar–Cl + R–ZnX → Ar–R,nitrile
Brc1ccccc1.c1ccc([Mg]Br)cc1>>c1ccc(-c2ccccc2)cc1,Ar–Br + Ar–MgX → Ar–Ar,
Ic1ccncc1.C=C[Mg]Cl>>C=Cc1ccncc1,HeteroAr–I + Alkenyl–MgX → HeteroAr–Alkenyl,heteroaryl_nitrogen
Brc1ccc(OC)cc1.CC[Mg]Br>>CCc1ccc(OC)cc1,Ar–Br + R–MgX → Ar–R,ether
Clc1ccc(C#N)cc1.c1ccc([Mg]Br)cc1>>N#Cc1ccc(-c2ccccc2)cc1,Ar–Cl + Ar–MgX → Ar–Ar,nitrile
Brc1ccccc1.Nc1ccccc1>>c1ccccc1Nc1ccccc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,
Clc1ccncc1.NCC>>CCNc1ccncc1,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,heteroaryl_nitrogen
Brc1ccc(C(F)(F)F)cc1.NC1CCCCC1>>FC(F)(F)c1ccc(NC2CCCCC2)cc1,Ar–Br + R–NH2 → Ar–NH–R,
Ic1ccc(C=O)cc1.Nc1ccccc1>>O=Cc1ccc(Nc2ccccc2)cc1,Ar–I + Ar–NH2 → Ar–NH–Ar,aldehyde
Brc1ccc2ccccc2c1.NCC>>CCNc1ccc2ccccc2c1,Ar–Br + R–NH2 → Ar–NH–R,
Clc1nc2ccccc2[nH]1.Nc1ccccc1>>c1ccccc1Nc1nc2ccccc2[nH]1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,heteroaryl_nitrogen
Brc1ccccc1.Nc1ccccc1>>c1ccccc1Nc1ccccc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,
Clc1ccccc1.Nc1ccccc1>>c1ccccc1Nc1ccccc1,Ar–Cl + Ar–NH2 → Ar–NH–Ar,
Ic1ccccc1.Nc1ccccc1>>c1ccccc1Nc1ccccc1,Ar–I + Ar–NH2 → Ar–NH–Ar,
Brc1ccc(OC)cc1.Nc1ccccc1>>COc1ccc(Nc2ccccc2)cc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,ether
Brc1ccc(C)cc1.Nc1ccccc1>>Cc1ccc(Nc2ccccc2)cc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,
Brc1ccc(C(F)(F)F)cc1.Nc1ccccc1>>FC(F)(F)c1ccc(Nc2ccccc2)cc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,
Brc1ccc(C#N)cc1.Nc1ccccc1>>N#Cc1ccc(Nc2ccccc2)cc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,nitrile
Brc1ccc([N+](=O)[O-])cc1.Nc1ccccc1>>[O-][N+](=O)c1ccc(Nc2ccccc2)cc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,nitro
Brc1ccc(C(=O)C)cc1.Nc1ccccc1>>CC(=O)c1ccc(Nc2ccccc2)cc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,ketone
Brc1ccc(F)cc1.Nc1ccccc1>>Fc1ccc(Nc2ccccc2)cc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,aryl_halide
Clc1ccncc1.Nc1ccccc1>>c1ccccc1Nc1ccncc1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,heteroaryl_nitrogen
Brc1ccncc1.Nc1ccccc1>>c1ccccc1Nc1ccncc1,HeteroAr–Br + Ar–NH2 → HeteroAr–NH–Ar,heteroaryl_nitrogen
Clc1cccnc1.Nc1ccccc1>>c1ccccc1Nc1cccnc1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,heteroaryl_nitrogen
Brc1cnccn1.Nc1ccccc1>>c1ccccc1Nc1cnccn1,HeteroAr–Br + Ar–NH2 → HeteroAr–NH–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen
Clc1cccc2ncccc12.Nc1ccccc1>>c1ccccc1Nc1cccc2ncccc12,Ar–Cl + Ar–NH2 → Ar–NH–Ar,heteroaryl_nitrogen
Brc1ccc2[nH]ccc2c1.Nc1ccccc1>>c1ccccc1Nc1ccc2[nH]ccc2c1,Ar–Br + Ar–NH2 → Ar–NH–Ar,
Brc1ccco1.Nc1ccccc1>>c1ccccc1Nc1ccco1,HeteroAr–Br + Ar–NH2 → HeteroAr–NH–Ar,
Clc1cccs1.Nc1ccccc1>>c1ccccc1Nc1cccs1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,
Brc1cnc(C)cn1.Nc1ccccc1>>Cc1cnc(Nc2ccccc2)cn1,HeteroAr–Br + Ar–NH2 → HeteroAr–NH–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen
Brc1ccccc1.Nc1ccc(C)cc1>>Cc1ccc(Nc2ccccc2)cc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,
Brc1ccccc1.Nc1ccc(OC)cc1>>COc1ccc(Nc2ccccc2)cc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,ether
Brc1ccccc1.Nc1ccc(F)cc1>>Fc1ccc(Nc2ccccc2)cc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,aryl_halide
Brc1ccccc1.Nc1ccc(C(F)(F)F)cc1>>FC(F)(F)c1ccc(Nc2ccccc2)cc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,
Brc1ccccc1.Nc1cccc(C)c1>>Cc1cccc(Nc2ccccc2)c1,Ar–Br + Ar–NH2 → Ar–NH–Ar,
Brc1ccccc1.Nc1cc(C)cc(C)c1>>Cc1cc(C)cc(Nc2ccccc2)c1,Ar–Br + Ar–NH2 → Ar–NH–Ar,
Brc1ccccc1.CN>>CNc1ccccc1,Ar–Br + R–NH2 → Ar–NH–R,
Brc1ccccc1.CCN>>CCNc1ccccc1,Ar–Br + R–NH2 → Ar–NH–R,
Brc1ccccc1.CCCN>>CCCNc1ccccc1,Ar–Br + R–NH2 → Ar–NH–R,
Brc1ccccc1.CC(C)N>>CC(C)Nc1ccccc1,Ar–Br + R–NH2 → Ar–NH–R,
Brc1ccccc1.CC(C)(C)N>>CC(C)(C)Nc1ccccc1,Ar–Br + R–NH2 → Ar–NH–R,
Brc1ccccc1.NCc1ccccc1>>c1ccccc1CNc1ccccc1,Ar–Br + R–NH2 → Ar–NH–R,
Brc1ccccc1.NCCOC>>COCCNc1ccccc1,Ar–Br + R–NH2 → Ar–NH–R,ether
Brc1ccncc1.NCCC>>CCCNc1ccncc1,HeteroAr–Br + R–NH2 → HeteroAr–NH–R,heteroaryl_nitrogen
Clc1ccc(C#N)cc1.CC(C)N>>CC(C)Nc1ccc(C#N)cc1,Ar–Cl + R–NH2 → Ar–NH–R,nitrile
Brc1ccccc1.CCNCC>>CCN(CC)c1ccccc1,Ar–Br + R1R2–NH → Ar–NR1R2,
Brc1ccccc1.N1CCCC1>>c1ccccc1N1CCCC1,Ar–Br + R1R2–NH → Ar–NR1R2,
Brc1ccccc1.N1CCCCC1>>c1ccccc1N1CCCCC1,Ar–Br + R1R2–NH → Ar–NR1R2,
Brc1ccccc1.N1CCOCC1>>c1ccccc1N1CCOCC1,Ar–Br + R1R2–NH → Ar–NR1R2,ether
Brc1ccccc1.N1CCN(C)CC1>>CN1CCN(c2ccccc2)CC1,Ar–Br + R1R2–NH → Ar–NR1R2,tertiary_amine
Brc1ccccc1.N1CCC(O)CC1>>OC1CCN(c2ccccc2)CC1,Ar–Br + R1R2–NH → Ar–NR1R2,alcohol
Brc1ccccc1.N1Cc2ccccc2C1>>c1ccccc1N1Cc2ccccc2C1,Ar–Br + R1R2–NH → Ar–NR1R2,
Brc1ccncc1.N1CCCC1>>c1ccncc1N1CCCC1,HeteroAr–Br + R1R2–NH →,
Clc1ccc(C(F)(F)F)cc1.N1CCOCC1>>FC(F)(F)c1ccc(N2CCOCC2)cc1,Ar–Cl + R1R2–NH → Ar–NR1R2,ether
Brc1ccc(OC)cc1.N1CCCCC1>>COc1ccc(N2CCCCC2)cc1,Ar–Br + R1R2–NH → Ar–NR1R2,ether
Brc1ccc(Br)cc1.Nc1ccccc1>>c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,Ar–Br + Ar–NH2 →,
Brc1ccccc1C.Nc1ccccc1>>Cc1ccccc1Nc1ccccc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,
Brc1ccccc1OC.Nc1ccccc1>>COc1ccccc1Nc1ccccc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,ether
Brc1ccccc1C(=O)C.Nc1ccccc1>>CC(=O)c1ccccc1Nc1ccccc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,ketone
Clc1ccc2nc(Cl)ccc2c1.Nc1ccccc1>>c1ccc(Nc2ccc3cc(Nc4ccccc4)ccc3n2)cc1,(Ar–Cl + Ar–NH2) OR (HeteroAr–Cl + Ar–NH2) →,
Brc1ccc2c(c1)OCO2.Nc1ccccc1>>c1ccc(Nc2ccc3c(c2)OCO3)cc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,ether; ether
Clc1nc2ccccc2s1.Nc1ccccc1>>c1ccccc1Nc1nc2ccccc2s1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,heteroaryl_nitrogen
Brc1nc2ccccc2o1.Nc1ccccc1>>c1ccccc1Nc1nc2ccccc2o1,HeteroAr–Br + Ar–NH2 → HeteroAr–NH–Ar,heteroaryl_nitrogen
Clc1cnc2ccccc2n1.Nc1ccccc1>>c1ccccc1Nc1cnc2ccccc2n1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen
Brc1ccccc1.c1cc[nH]c1>>c1ccccc1n1cccc1,Ar–Br + AromN–H → Ar–AromN,
Brc1ccc(C)cc1.c1cc[nH]c1>>Cc1ccc(n2cccc2)cc1,Ar–Br + AromN–H → Ar–AromN,
Clc1ccc(C#N)cc1.c1cc[nH]c1>>N#Cc1ccc(n2cccc2)cc1,Ar–Cl + AromN–H → Ar–AromN,nitrile
Brc1ccccc1.c1ccc2[nH]ccc2c1>>c1ccc2c(c1)ccn2c1ccccc1,Ar–Br + AromN–H → Ar–AromN,
Brc1ccc(OC)cc1.c1ccc2[nH]ccc2c1>>COc1ccc(n2ccc3ccccc32)cc1,Ar–Br + AromN–H → Ar–AromN,ether
Clc1ccncc1.c2([nH]cc3)c3cccc2>>c4(n(cc5)c6c5cccc6)ccncc4,HeteroAr–Cl + AromN–H → HeteroAr–AromN,heteroaryl_nitrogen
Brc1ccc(C(F)(F)F)cc1.c1ccc2[nH]ccc2c1>>FC(F)(F)c1ccc(n2ccc3ccccc32)cc1,Ar–Br + AromN–H → Ar–AromN,
Brc1ccccc1.c1c[nH]nc1C>>Cc1nn(c2ccccc2)cc1,Ar–Br + AromN–H → Ar–AromN,heteroaryl_nitrogen
Clc1ccc(OC)cc1.c1c[nH]nc1C>>Cc1nn(c2ccc(OC)cc2)cc1,Ar–Cl + AromN–H → Ar–AromN,ether; heteroaryl_nitrogen
Brc1ccccc1.c1cnc[nH]1>>c1ccccc1n1cncc1,Ar–Br + AromN–H → Ar–AromN,heteroaryl_nitrogen
Brc1ccc(F)cc1.c1cnc[nH]1>>Fc1ccc(n2cncc2)cc1,Ar–Br + AromN–H → Ar–AromN,aryl_halide; heteroaryl_nitrogen
Brc1ccccc1.c1ccc2c(c1)c1ccccc1[nH]2>>c1ccc2c(c1)c1ccccc1n2c1ccccc1,Ar–Br + AromN–H → Ar–AromN,
Brc1ccc(C)cc1.c1ccc2c(c1)c1ccccc1[nH]2>>Cc1ccc(n2c3ccccc3c3ccccc32)cc1,Ar–Br + AromN–H → Ar–AromN,
Ic1ccc(OC)cc1.c1ccc2c(c1)c1ccccc1[nH]2>>COc1ccc(n2c3ccccc3c3ccccc32)cc1,Ar–I + AromN–H → Ar–AromN,ether
Brc1ccccc1.c1nc[nH]n1>>c1ccccc1n1ncnc1,Ar–Br + AromN–H → Ar–AromN,heteroaryl_nitrogen; heteroaryl_nitrogen
Brc1ccc(C#N)cc1.c1nc[nH]n1>>N#Cc1ccc(n2ncnc2)cc1,Ar–Br + AromN–H → Ar–AromN,nitrile; heteroaryl_nitrogen; heteroaryl_nitrogen
Brc1ccccc1C.c1ccc2[nH]ccc2c1>>Cc1ccccc1n1ccc2ccccc21,Ar–Br + AromN–H → Ar–AromN,
Brc1c(C)cccc1C.c1ccc2[nH]ccc2c1>>Cc1cccc(C)c1n1ccc2ccccc21,Ar–Br + AromN–H → Ar–AromN,
Brc1ccccc1OC.c1cc[nH]c1>>COc1ccccc1n1cccc1,Ar–Br + AromN–H → Ar–AromN,ether
Brc1ccc(Br)cc1.c1ccc2[nH]ccc2c1>>c1ccc(n2ccc3ccccc32)cc1n1ccc2ccccc21,Ar–Br + AromN–H →,
Brc1cccc(Br)c1.c1cc[nH]c1>>c1cccc(n2cccc2)c1n1cccc1,Ar–Br + AromN–H →,
Brc1cnc2ccccc2n1.c1ccc2[nH]ccc2c1>>c1ccc2c(c1)ccn2c1cnc2ccccc2n1,HeteroAr–Br + AromN–H → HeteroAr–AromN,heteroaryl_nitrogen; heteroaryl_nitrogen
Clc1cccc2c1cc[nH]2.c1ccccc1Br>>c1ccccc1n1ccc2c(Cl)cccc21,Ar–Br + AromN–H → Ar–AromN,aryl_halide
Brc1ccccc1.NC(=O)C>>CC(=O)Nc1ccccc1,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,
Brc1ccc(C)cc1.NC(=O)C>>CC(=O)Nc1ccc(C)cc1,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,
Clc1ccc(OC)cc1.NC(=O)C>>CC(=O)Nc1ccc(OC)cc1,Ar–Cl + R–C(O)–NH2 → Ar–NH–C(O)–R,ether
Brc1ccncc1.NC(=O)C>>CC(=O)Nc1ccncc1,HeteroAr–Br + R–C(O)–NH2 → HeteroAr–NH–C(O)–R,heteroaryl_nitrogen
Ic1ccc(C(F)(F)F)cc1.NC(=O)C>>CC(=O)Nc1ccc(C(F)(F)F)cc1,Ar–I + R–C(O)–NH2 → Ar–NH–C(O)–R,
Brc1ccccc1.NC(=O)CC>>CCC(=O)Nc1ccccc1,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,
Brc1ccc(Cl)cc1.NC(=O)CC>>CCC(=O)Nc1ccc(Cl)cc1,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,aryl_halide
Brc1ccccc1.NC(=O)c1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,
Brc1ccc(OC)cc1.NC(=O)c1ccccc1>>COc1ccc(NC(=O)c2ccccc2)cc1,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,ether
Clc1ccncc1.NC(=O)c1ccccc1>>O=C(Nc1ccncc1)c1ccccc1,HeteroAr–Cl + R–C(O)–NH2 → HeteroAr–NH–C(O)–R,heteroaryl_nitrogen
Brc1ccc(C#N)cc1.NC(=O)c1ccccc1>>N#Cc1ccc(NC(=O)c2ccccc2)cc1,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,nitrile
Brc1ccccc1.NC(=O)c1ccc(OC)cc1>>COc1ccc(C(=O)Nc2ccccc2)cc1,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,ether
Brc1ccc(F)cc1.NC(=O)c1ccc(F)cc1>>Fc1ccc(C(=O)Nc2ccc(F)cc2)cc1,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,aryl_halide; aryl_halide
Brc1ccccc1.NC(=O)CC(C)C>>CC(C)CC(=O)Nc1ccccc1,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,
