cluster_rank,cluster_count,cluster_id,motif_signature,event_signature,recommended_action,source_file,source_path,row_number,reaction_id,source_reaction_label,reaction_type,quality_level,quality_score,reasons,unclassified_motifs,outside_taxonomy_motifs,reaction_key,reaction_smiles
3,560,none -> none || events:ring_closure_or_annulation,none -> none,ring_closure_or_annulation,consider_new_reaction_family_or_multistep_bucket,Olefin_metathesis.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Olefin_metathesis.csv,643,31-470-CAS-18540988,Olefin metathesis,Unknown,low,0.3,low_reaction_key_quality|missing_formed_motifs|unknown_reaction_type,,,|[] -> [] | spectators: Alkenyl-COR|Ar-Alkyl|Furan|HeteroAr-H|R_acidic-H,C=CCCCCc1ccc(CCCCCCC(=O)C=C)o1>>O=C1/C=C/CCCCc2ccc(o2)CCCCCC1
3,560,none -> none || events:ring_closure_or_annulation,none -> none,ring_closure_or_annulation,consider_new_reaction_family_or_multistep_bucket,Olefin_metathesis.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Olefin_metathesis.csv,798,31-470-CAS-19883319,Olefin metathesis,Unknown,low,0.3,low_reaction_key_quality|missing_formed_motifs|unknown_reaction_type,,,|[] -> [] | spectators: Alkenyl-CO2R|RCH2-OH,C=CC(OC(=O)C(=C)CO)C(C)C>>CC(C)C1C=C(CO)C(=O)O1
3,560,none -> none || events:ring_closure_or_annulation,none -> none,ring_closure_or_annulation,consider_new_reaction_family_or_multistep_bucket,Olefin_metathesis.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Olefin_metathesis.csv,915,31-470-CAS-20437010,Olefin metathesis,Unknown,low,0.3,low_reaction_key_quality|missing_formed_motifs|unknown_reaction_type,,,|[] -> [] | spectators: Alkyl-NHCOR|Alkyl-NRCOR|Ar-Alkyl|Ar-Cl|R3C-CONHR|R_acidic-H,C=CCN(C(C)=O)C(CC=C)(C(=O)NC(C)(C)C)c1ccc(Cl)cc1>>CC(=O)N1CC=CCC1(C(=O)NC(C)(C)C)c1ccc(Cl)cc1
3,560,none -> none || events:ring_closure_or_annulation,none -> none,ring_closure_or_annulation,consider_new_reaction_family_or_multistep_bucket,Olefin_metathesis.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Olefin_metathesis.csv,380,31-470-CAS-16686114,Olefin metathesis,Unknown,low,0.3,low_reaction_key_quality|missing_formed_motifs|unknown_reaction_type,,,|[] -> [] | spectators: Alkyl-N(R)CO2R|Ar-Alkyl|R2CH-OH|R3C-OR,C=C[C@@H](O)[C@H]1OC(C)(C)O[C@@H]1[C@@H](C=C)N(Cc1ccccc1)C(=O)OC(C)(C)C>>CC(C)(C)OC(=O)N(Cc1ccccc1)[C@@H]1C=C[C@@H](O)[C@H]2OC(C)(C)O[C@@H]21
3,560,none -> none || events:ring_closure_or_annulation,none -> none,ring_closure_or_annulation,consider_new_reaction_family_or_multistep_bucket,Olefin_metathesis.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Olefin_metathesis.csv,993,31-470-CAS-20914966,Olefin metathesis,Unknown,low,0.3,low_reaction_key_quality|missing_formed_motifs|unknown_reaction_type,,,|[] -> [] | spectators: R3C-OH,C=CCC1(O)[C@@H]2[C@H]([C@H]3[C@@H]1[C@H](C=C)C[C@@H]3C=C)[C@@H](C=C)C[C@H]2C=C>>C=C[C@@H]1C[C@H](C=C)[C@H]2[C@H]3[C@@H]4[C@H](C=CC[C@]4(O)[C@H]21)C[C@@H]3C=C
4,559,Ar-C=N -> Ar-NHCOR|R_acidic-H || events:c_n_bond_formation|c_o_bond_formation|intramolecular_likely,Ar-C=N -> Ar-NHCOR|R_acidic-H,c_n_bond_formation|c_o_bond_formation|intramolecular_likely,consider_new_reaction_family_or_multistep_bucket,Beckmann_rearrangement.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Beckmann_rearrangement.csv,450,31-452-CAS-16631116,Beckmann rearrangement,Multi-Event:C-N+C-O,high,1.0,motif_outside_reaction_taxonomy,,Ar-C=N,|Ar-C=N -> Ar-NHCOR | bond_formed: C-O; C(ar)-N | bond_formed_labeled: C-O; C(ar)-N[Ar-NHCOR] | bond_broken: C-C(ar); N-O | events: C-N+C-O,C/C(=N\O)c1ccccc1>>CC(=O)Nc1ccccc1
4,559,Ar-C=N -> Ar-NHCOR|R_acidic-H || events:c_n_bond_formation|c_o_bond_formation|intramolecular_likely,Ar-C=N -> Ar-NHCOR|R_acidic-H,c_n_bond_formation|c_o_bond_formation|intramolecular_likely,consider_new_reaction_family_or_multistep_bucket,Beckmann_rearrangement.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Beckmann_rearrangement.csv,204,31-452-CAS-13238270,Beckmann rearrangement,Multi-Event:C-N+C-O,high,1.0,motif_outside_reaction_taxonomy,,Ar-C=N,|Ar-C=N -> Ar-NHCOR | bond_formed: C-O; C(ar)-N | bond_formed_labeled: C-O; C(ar)-N[Ar-NHCOR] | bond_broken: C-C(ar); N-O | events: C-N+C-O,CC(=NO)c1ccccc1>>CC(=O)Nc1ccccc1
4,559,Ar-C=N -> Ar-NHCOR|R_acidic-H || events:c_n_bond_formation|c_o_bond_formation|intramolecular_likely,Ar-C=N -> Ar-NHCOR|R_acidic-H,c_n_bond_formation|c_o_bond_formation|intramolecular_likely,consider_new_reaction_family_or_multistep_bucket,Beckmann_rearrangement.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Beckmann_rearrangement.csv,210,31-452-CAS-13290136,Beckmann rearrangement,Multi-Event:C-N+C-O,high,1.0,motif_outside_reaction_taxonomy,,Ar-C=N,|Ar-C=N -> Ar-NHCOR | bond_formed: C-O; C(ar)-N | bond_formed_labeled: C-O; C(ar)-N[Ar-NHCOR] | bond_broken: C-C(ar); N-O | events: C-N+C-O,CC(=NO)c1ccc2ccccc2c1>>CC(=O)Nc1ccc2ccccc2c1
4,559,Ar-C=N -> Ar-NHCOR|R_acidic-H || events:c_n_bond_formation|c_o_bond_formation|intramolecular_likely,Ar-C=N -> Ar-NHCOR|R_acidic-H,c_n_bond_formation|c_o_bond_formation|intramolecular_likely,consider_new_reaction_family_or_multistep_bucket,Beckmann_rearrangement.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Beckmann_rearrangement.csv,53,31-452-CAS-1065783,Beckmann rearrangement,Multi-Event:C-N+C-O,high,1.0,motif_outside_reaction_taxonomy,,Ar-C=N,|Ar-C=N -> Ar-NHCOR | bond_formed: C-O; C(ar)-N | bond_formed_labeled: C-O; C(ar)-N[Ar-NHCOR] | bond_broken: C-C(ar); N-O | spectators: Ar-Alkyl | events: C-N+C-O,CC(=NO)c1ccc(C)cc1>>CC(=O)Nc1ccc(C)cc1
4,559,Ar-C=N -> Ar-NHCOR|R_acidic-H || events:c_n_bond_formation|c_o_bond_formation|intramolecular_likely,Ar-C=N -> Ar-NHCOR|R_acidic-H,c_n_bond_formation|c_o_bond_formation|intramolecular_likely,consider_new_reaction_family_or_multistep_bucket,Beckmann_rearrangement.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Beckmann_rearrangement.csv,424,31-452-CAS-16480862,Beckmann rearrangement,Multi-Event:C-N+C-O,high,1.0,motif_outside_reaction_taxonomy,,Ar-C=N,|Ar-C=N -> Ar-NHCOR | bond_formed: C(ar)-N; C-O | bond_formed_labeled: C(ar)-N[Ar-NHCOR]; C-O | bond_broken: C-C(ar); N-O | spectators: Ar-OR | events: C-N+C-O,COc1ccc2cc(/C(C)=N/O)ccc2c1>>COc1ccc2cc(NC(C)=O)ccc2c1
5,541,Ar-CHO|RCH2-CO2R|RCH2-COR|R_acidic-H|Unclassified-Reactant -> Alkenyl-CO2R|Alkenyl-LactamN|Ar-Alkyl|R2CH-LactamN || events:c_c_bond_formation|c_n_bond_formation|intermolecular_or_multi_component|ring_closure_or_annulation,Ar-CHO|RCH2-CO2R|RCH2-COR|R_acidic-H|Unclassified-Reactant -> Alkenyl-CO2R|Alkenyl-LactamN|Ar-Alkyl|R2CH-LactamN,c_c_bond_formation|c_n_bond_formation|intermolecular_or_multi_component|ring_closure_or_annulation,consider_new_reaction_family_or_multistep_bucket,Biginelli_condensation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Biginelli_condensation.csv,340,31-315-CAS-22751671,Biginelli condensation,Reduction_carbonyl,medium,0.7,mapping_warning|motif_outside_reaction_taxonomy|unclassified_motif,Unclassified-Reactant,R2CH-LactamN,|Ar-CHO|RCH2-CO2R|RCH2-COR|R_acidic-H|Unclassified-Reactant -> Ar-Alkyl | spectators: Ar-Cl | events: Ann+C-N+C-C,NC(N)=O.CCOC(=O)CC(C)=O.O=Cc1cccc(Cl)c1>>CCOC(=O)C1=C(C)NC(=O)NC1c1cccc(Cl)c1
5,541,Ar-CHO|RCH2-CO2R|RCH2-COR|R_acidic-H|Unclassified-Reactant -> Alkenyl-CO2R|Alkenyl-LactamN|Ar-Alkyl|R2CH-LactamN || events:c_c_bond_formation|c_n_bond_formation|intermolecular_or_multi_component|ring_closure_or_annulation,Ar-CHO|RCH2-CO2R|RCH2-COR|R_acidic-H|Unclassified-Reactant -> Alkenyl-CO2R|Alkenyl-LactamN|Ar-Alkyl|R2CH-LactamN,c_c_bond_formation|c_n_bond_formation|intermolecular_or_multi_component|ring_closure_or_annulation,consider_new_reaction_family_or_multistep_bucket,Biginelli_condensation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Biginelli_condensation.csv,473,31-315-CAS-22919333,Biginelli condensation,Reduction_carbonyl,medium,0.7,mapping_warning|motif_outside_reaction_taxonomy|unclassified_motif,Unclassified-Reactant,R2CH-LactamN,|Ar-CHO|RCH2-CO2R|RCH2-COR|R_acidic-H|Unclassified-Reactant -> Ar-Alkyl | spectators: Ar-OR | events: Ann+C-N+C-C,NC(N)=O.COc1ccc(C=O)cc1.CCOC(=O)CC(C)=O>>CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(OC)cc1
5,541,Ar-CHO|RCH2-CO2R|RCH2-COR|R_acidic-H|Unclassified-Reactant -> Alkenyl-CO2R|Alkenyl-LactamN|Ar-Alkyl|R2CH-LactamN || events:c_c_bond_formation|c_n_bond_formation|intermolecular_or_multi_component|ring_closure_or_annulation,Ar-CHO|RCH2-CO2R|RCH2-COR|R_acidic-H|Unclassified-Reactant -> Alkenyl-CO2R|Alkenyl-LactamN|Ar-Alkyl|R2CH-LactamN,c_c_bond_formation|c_n_bond_formation|intermolecular_or_multi_component|ring_closure_or_annulation,consider_new_reaction_family_or_multistep_bucket,Biginelli_condensation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Biginelli_condensation.csv,882,31-614-CAS-31048601,Biginelli condensation,Reduction_carbonyl,medium,0.7,mapping_warning|motif_outside_reaction_taxonomy|unclassified_motif,Unclassified-Reactant,R2CH-LactamN,|Ar-CHO|RCH2-CO2R|RCH2-COR|R_acidic-H|Unclassified-Reactant -> Ar-Alkyl | spectators: Furan|HeteroAr-H | events: Ann+C-N+C-C,NC(N)=O.O=Cc1ccco1.CCOC(=O)CC(C)=O>>CCOC(=O)C1=C(C)NC(=O)NC1c1ccco1
5,541,Ar-CHO|RCH2-CO2R|RCH2-COR|R_acidic-H|Unclassified-Reactant -> Alkenyl-CO2R|Alkenyl-LactamN|Ar-Alkyl|R2CH-LactamN || events:c_c_bond_formation|c_n_bond_formation|intermolecular_or_multi_component|ring_closure_or_annulation,Ar-CHO|RCH2-CO2R|RCH2-COR|R_acidic-H|Unclassified-Reactant -> Alkenyl-CO2R|Alkenyl-LactamN|Ar-Alkyl|R2CH-LactamN,c_c_bond_formation|c_n_bond_formation|intermolecular_or_multi_component|ring_closure_or_annulation,consider_new_reaction_family_or_multistep_bucket,Biginelli_condensation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Biginelli_condensation.csv,377,31-315-CAS-22784147,Biginelli condensation,Reduction_carbonyl,medium,0.7,mapping_warning|motif_outside_reaction_taxonomy|unclassified_motif,Unclassified-Reactant,R2CH-LactamN,|Ar-CHO|RCH2-CO2R|RCH2-COR|R_acidic-H|Unclassified-Reactant -> Ar-Alkyl | spectators: Ar-Cl | events: Ann+C-N+C-C,NC(N)=O.O=Cc1ccccc1Cl.CCOC(=O)CC(C)=O>>CCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1Cl
5,541,Ar-CHO|RCH2-CO2R|RCH2-COR|R_acidic-H|Unclassified-Reactant -> Alkenyl-CO2R|Alkenyl-LactamN|Ar-Alkyl|R2CH-LactamN || events:c_c_bond_formation|c_n_bond_formation|intermolecular_or_multi_component|ring_closure_or_annulation,Ar-CHO|RCH2-CO2R|RCH2-COR|R_acidic-H|Unclassified-Reactant -> Alkenyl-CO2R|Alkenyl-LactamN|Ar-Alkyl|R2CH-LactamN,c_c_bond_formation|c_n_bond_formation|intermolecular_or_multi_component|ring_closure_or_annulation,consider_new_reaction_family_or_multistep_bucket,Biginelli_condensation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Biginelli_condensation.csv,480,31-315-CAS-22923103,Biginelli condensation,Reduction_carbonyl,medium,0.7,mapping_warning|motif_outside_reaction_taxonomy|unclassified_motif,Unclassified-Reactant,R2CH-LactamN,|Ar-CHO|RCH2-CO2R|RCH2-COR|R_acidic-H|Unclassified-Reactant -> Ar-Alkyl | spectators: Furan|HeteroAr-H | events: Ann+C-N+C-C,NC(N)=O.O=Cc1ccco1.CCOC(=O)CC(C)=O>>CCOC(=O)C1=C(C)NC(=O)NC1c1ccco1
6,266,RCH2-OH -> RCH2-Cl || events:intramolecular_likely,RCH2-OH -> RCH2-Cl,intramolecular_likely,tighten_or_expand_slot_constraints,Chlorination_SOCl2_oxalyl_chloride.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Chlorination_SOCl2_oxalyl_chloride.csv,603,31-048-CAS-2684224,"Chlorination (SOCl2, oxalyl chloride)",Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-Cl | bond_formed: C-Cl | bond_formed_labeled: C-Cl | bond_broken: C-O | spectators: Alkyl-NHCOR|Ar-Alkyl|Ar-Ar|Ar-CONHR|Ar-Cl,Cc1onc(-c2ccccc2Cl)c1C(=O)NCCO>>Cc1onc(-c2ccccc2Cl)c1C(=O)NCCCl
6,266,RCH2-OH -> RCH2-Cl || events:intramolecular_likely,RCH2-OH -> RCH2-Cl,intramolecular_likely,tighten_or_expand_slot_constraints,Appel_halogenation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Appel_halogenation.csv,249,31-614-CAS-44937125,Appel halogenation,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-Cl | bond_formed: C-Cl | bond_formed_labeled: C-Cl | bond_broken: C-O | spectators: Ar-Alkyl,Cc1ccc(CCO)cc1>>Cc1ccc(CCCl)cc1
6,266,RCH2-OH -> RCH2-Cl || events:intramolecular_likely,RCH2-OH -> RCH2-Cl,intramolecular_likely,tighten_or_expand_slot_constraints,Chlorination_SOCl2_oxalyl_chloride.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Chlorination_SOCl2_oxalyl_chloride.csv,854,31-048-CAS-703036,"Chlorination (SOCl2, oxalyl chloride)",Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-Cl | bond_formed: C-Cl | bond_formed_labeled: C-Cl | bond_broken: C-O,CCCCO>>CCCCCl
6,266,RCH2-OH -> RCH2-Cl || events:intramolecular_likely,RCH2-OH -> RCH2-Cl,intramolecular_likely,tighten_or_expand_slot_constraints,Chlorination_SOCl2_oxalyl_chloride.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Chlorination_SOCl2_oxalyl_chloride.csv,109,31-048-CAS-11794206,"Chlorination (SOCl2, oxalyl chloride)",Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-Cl | bond_formed: C-Cl; C-Cl | bond_formed_labeled: C-Cl; C-Cl | bond_broken: C-O | spectators: Alkyl-NHCOR|R2CH-CONHR|R_acidic-H,O=C1NC(CCO)C(=O)NC1CCO>>O=C1NC(CCCl)C(=O)NC1CCCl
6,266,RCH2-OH -> RCH2-Cl || events:intramolecular_likely,RCH2-OH -> RCH2-Cl,intramolecular_likely,tighten_or_expand_slot_constraints,Chlorination_SOCl2_oxalyl_chloride.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Chlorination_SOCl2_oxalyl_chloride.csv,301,31-048-CAS-15511681,"Chlorination (SOCl2, oxalyl chloride)",Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-Cl | bond_formed: C-Cl | bond_formed_labeled: C-Cl | bond_broken: C-O | spectators: Ar-Alkenyl,OCC=Cc1ccccc1>>ClCC=Cc1ccccc1
7,261,Ar-Alkyl -> Bn-Br || events:intramolecular_likely,Ar-Alkyl -> Bn-Br,intramolecular_likely,tighten_or_expand_slot_constraints,Allylic_Benzylic_and_Vinylic_Halogenations.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Allylic_Benzylic_and_Vinylic_Halogenations.csv,372,31-203-CAS-13583119,"Allylic, Benzylic and Vinylic Halogenations",Unknown,high,1.0,unknown_reaction_type,,,|Ar-Alkyl -> Bn-Br | bond_formed: Br-C | bond_formed_labeled: Br-C,Cc1ccc(C(C)(C)C)cc1>>CC(C)(C)c1ccc(CBr)cc1
7,261,Ar-Alkyl -> Bn-Br || events:intramolecular_likely,Ar-Alkyl -> Bn-Br,intramolecular_likely,tighten_or_expand_slot_constraints,Allylic_Benzylic_and_Vinylic_Halogenations.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Allylic_Benzylic_and_Vinylic_Halogenations.csv,884,31-203-CAS-4266379,"Allylic, Benzylic and Vinylic Halogenations",Unknown,high,1.0,unknown_reaction_type,,,|Ar-Alkyl -> Bn-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | spectators: Benzofuran|HeteroAr-Br|HeteroAr-H,Cc1c(Br)oc2ccccc12>>BrCc1c(Br)oc2ccccc12
7,261,Ar-Alkyl -> Bn-Br || events:intramolecular_likely,Ar-Alkyl -> Bn-Br,intramolecular_likely,tighten_or_expand_slot_constraints,Allylic_Benzylic_and_Vinylic_Halogenations.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Allylic_Benzylic_and_Vinylic_Halogenations.csv,788,31-203-CAS-2892912,"Allylic, Benzylic and Vinylic Halogenations",Unknown,high,1.0,unknown_reaction_type,,,|Ar-Alkyl -> Bn-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | spectators: Ar-Br,Cc1ccc2ccccc2c1Br>>BrCc1ccc2ccccc2c1Br
7,261,Ar-Alkyl -> Bn-Br || events:intramolecular_likely,Ar-Alkyl -> Bn-Br,intramolecular_likely,tighten_or_expand_slot_constraints,Allylic_Benzylic_and_Vinylic_Halogenations.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Allylic_Benzylic_and_Vinylic_Halogenations.csv,551,31-203-CAS-16575232,"Allylic, Benzylic and Vinylic Halogenations",Unknown,high,1.0,unknown_reaction_type,,,|Ar-Alkyl -> Bn-Br | bond_formed: Br-C; Br-C | bond_formed_labeled: Br-C; Br-C | spectators: Ar-CO2R,COC(=O)c1cc(C)c(C)cc1C(=O)OC>>COC(=O)c1cc(CBr)c(CBr)cc1C(=O)OC
7,261,Ar-Alkyl -> Bn-Br || events:intramolecular_likely,Ar-Alkyl -> Bn-Br,intramolecular_likely,tighten_or_expand_slot_constraints,Allylic_Benzylic_and_Vinylic_Halogenations.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Allylic_Benzylic_and_Vinylic_Halogenations.csv,186,31-203-CAS-10308007,"Allylic, Benzylic and Vinylic Halogenations",Unknown,high,1.0,unknown_reaction_type,,,|Ar-Alkyl -> Bn-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | spectators: Ar-Br,Cc1ccccc1Br>>BrCc1ccccc1Br
